,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,C1err,C2err,C3err,C4err,C5err,C6err,C7err,C8err,C9err,C10err,C11err,C12err,H1err,H2err,H3err,H4err,H5err,H6err,H7err,H8err,H9err,H10err,H11err,H12err
21,25.32039958,38.71167885,34.50453819,15.81236691,32.22936439,50.13356206,37.83481396,44.64896744,44.65093654,35.91049012,51.79351595,20.85388024,22.55054015,23.38716369,24.28039994,23.45726035,24.39949933,24.95770594,24.93158349,24.77543092,24.07163402,23.8137008,23.91679224,23.3831628,0.41254523,0.29192599,0.32859395,0.74239246,0.45718634,0.53934519,0.35396645,0.57774831,0.4016313,0.37689867,0.56865701,0.54574544,0.06259107,0.04444754,0.04592419,0.05072538,0.05453514,0.04864989,0.02582457,0.03914953,0.0403393,0.03952003,0.04615794,0.04975007
22,38.64692306,8.0557588,42.26561428,26.50681268,31.09438243,35.00490845,48.91805386,31.99726562,40.50372426,26.06381073,26.33310406,35.33488071,24.96013058,21.68133397,24.80809013,22.37154733,24.29472214,23.74610401,26.20485804,24.5905742,23.88405679,24.13374695,22.92829416,22.92556305,0.43606395,0.65810275,0.38612777,0.52471721,0.52266626,0.68473538,0.65323635,0.46647656,0.53182636,0.7223974,0.40574187,0.48284995,0.04016867,0.05655355,0.07262962,0.05700961,0.04748822,0.07911192,0.04580355,0.06005761,0.04283989,0.073407,0.05533816,0.05448026
23,34.65387008,16.78706779,37.63906025,16.9777902,33.36174773,38.99575215,51.02452559,46.07264856,47.16340558,28.45825139,56.0272893,29.01398028,24.76617381,22.06169166,23.88969221,22.93530069,24.23666705,25.5266879,26.01584569,26.23344419,24.27758368,24.65157354,25.65220351,23.36003811,0.43198177,0.37007351,0.79726802,0.63698088,0.80693846,0.32783174,0.34601771,0.78531768,0.38924417,0.50851868,0.80512327,0.75108078,0.04493112,0.07516648,0.04091253,0.05413411,0.03188326,0.06557503,0.04345011,0.03686931,0.05160096,0.04970114,0.07441898,0.0461798
24,44.7719082,41.51451739,31.20545621,27.72476306,49.85894918,33.91802405,33.77428857,43.09052149,35.77049234,31.32022149,55.11275034,28.08380118,24.39406898,24.69655558,23.6493399,24.74614292,24.74726038,24.7714786,24.33585109,25.63831405,23.99116143,21.95446002,24.92742011,23.35422231,0.49886731,0.47098765,0.50834853,0.6581157,0.79268709,0.42088319,0.50669861,0.41300351,0.46015429,0.8176826,0.49195739,0.43851592,0.04114157,0.06509308,0.07360127,0.06151279,0.04796623,0.04512424,0.07758363,0.04533421,0.05158025,0.0454431,0.03809324,0.05016295
25,29.03800761,29.01156695,26.85614454,39.10040973,40.15129954,44.31798363,28.27703232,55.05165531,38.54217117,32.18108863,47.92135891,41.60470366,23.31503516,23.00211267,23.01176401,23.77941389,26.76060997,25.42932983,24.9105031,25.14553443,24.22033123,22.84444351,24.44188024,23.34145835,0.4227633,0.72800394,0.42497722,0.48767308,0.72590971,0.43441663,0.50632894,0.59061435,0.38939457,0.6895455,0.59154374,0.42740634,0.05023145,0.05214766,0.03739065,0.05370322,0.0734525,0.04408109,0.0311944,0.04146912,0.04826927,0.03966661,0.0431714,0.04471157
26,39.34467297,38.33449644,39.33937457,26.34389808,29.61250783,40.13618081,45.29417134,18.2619051,41.09801605,34.3394811,50.54396504,33.40491847,24.84665333,23.20480543,24.34643154,22.90085846,24.63284186,25.14522847,25.55945787,23.57455917,23.16181572,23.41423172,25.62446421,22.36681996,0.61291373,0.50468382,0.37990788,0.3822365,0.47587116,0.42731017,0.73027378,0.55244726,0.66550952,0.50468522,0.57350763,0.63303525,0.04379863,0.04958005,0.05540216,0.0659335,0.05543985,0.05470488,0.05905469,0.08542013,0.04838337,0.05072477,0.0652498,0.06074092
27,27.01318508,43.62522542,45.00867088,40.83434161,33.84917004,41.86053858,44.89234527,30.21677146,42.28452091,40.6675001,24.12949432,40.63002122,22.66030874,24.21683245,25.33051937,23.53054065,24.32734985,24.35965041,25.16372265,23.7359042,24.44722507,25.28716436,22.38062796,24.57293669,0.34221289,0.34288246,0.60622408,0.41621922,0.40327735,0.40707696,0.39193632,0.40695228,0.2718133,0.56452272,0.53663291,0.50493286,0.06029009,0.06187972,0.07342576,0.05179933,0.0345528,0.05568131,0.04816824,0.05121712,0.05082462,0.0485939,0.04367149,0.04732961
28,34.1864838,28.79912798,40.24277189,34.7105517,53.64265266,35.2270551,38.71284345,35.2634861,28.63339653,44.03325916,47.69550282,31.1910364,23.97845865,23.47103394,22.68420539,24.82918501,25.05413094,24.97851207,26.28152703,24.88295252,24.67914716,23.77613603,24.26142521,22.63885561,0.47212051,0.35182184,0.55702355,0.4436919,0.40096438,0.66166415,0.5184896,0.40970041,0.74605024,0.47052506,0.56001048,0.46433599,0.03613963,0.03855124,0.07799179,0.05173936,0.05364816,0.0698347,0.0562521,0.0362684,0.05419429,0.0305009,0.04717658,0.04587157
29,39.61407649,34.81300886,42.97459753,25.32057577,39.11324651,39.71920571,59.69365994,39.67628321,31.8990776,38.12874519,31.10027393,35.29545958,24.88261052,24.87664178,23.50387631,23.29946087,25.1419302,25.2358031,26.7684036,25.85419598,22.58029858,24.09113928,22.49315528,22.0636503,0.62306815,0.99969141,0.71388498,1.52248953,0.93442697,1.00882461,0.84017002,0.51181238,0.54311123,0.52226671,0.59213472,1.03944728,0.03968315,0.07926772,0.06409163,0.07343703,0.05790325,0.08659837,0.06577123,0.07580156,0.04440274,0.04150849,0.04541421,0.08629542
30,26.97720643,44.96207108,32.00897533,54.23166561,44.40187586,44.80796156,36.36380617,50.80935448,35.64587574,45.41543123,32.67816689,37.83017787,23.9895354,23.92745951,23.05670505,25.29419361,26.40627032,24.4199737,24.40533007,26.05978103,23.44042312,25.16205342,22.99652698,23.75321326,0.71028728,0.41704232,0.37287263,0.79347229,0.42071733,0.52372515,0.39920068,1.148756,0.60937503,0.38021038,0.37073042,0.35319143,0.06703995,0.08198279,0.07238052,0.06709589,0.07187482,0.04846815,0.05448708,0.06140747,0.06180116,0.04676868,0.05085281,0.03621255
31,40.08871659,30.65562033,46.34864911,41.85594369,47.00931581,39.98381723,44.06587902,48.55880849,38.03273013,34.45983051,49.84130143,37.47092073,23.91676881,22.70761737,24.24891113,24.63537176,26.23725457,24.44293525,25.36631258,25.95919108,25.64167563,22.86253164,24.38758644,23.19535658,0.64711617,0.49005102,0.50638901,0.46475465,0.49558142,0.61296913,0.41949809,0.63021154,0.35325323,0.36605077,0.3782548,0.47839513,0.04310479,0.08197141,0.05660272,0.04604947,0.04651525,0.06485964,0.0513878,0.04441104,0.07991241,0.03146673,0.04247294,0.05145765
32,39.01420058,24.71173264,30.05958133,27.58625404,26.2829168,41.58093727,46.68050746,27.71106358,44.43362631,22.32287139,35.07359949,36.47014831,24.09490623,22.92186865,22.89197917,23.79148032,23.88482085,26.1248401,26.25757377,25.07671713,23.4069533,22.94672556,23.29898852,23.15810355,0.36571052,0.53319268,0.80414225,0.49162606,0.56524601,0.77671514,0.37374347,0.63987734,0.54650568,0.46420835,1.21037563,0.85063919,0.06742467,0.08125682,0.07676196,0.03255721,0.06939193,0.05207621,0.07234704,0.0754901,0.05074226,0.03798044,0.06703233,0.06557783
33,34.85113797,31.59499381,46.46845764,32.05171716,50.83543991,33.46680986,49.27426692,24.30190471,26.62505153,38.86356966,23.89368627,43.56049432,23.34536675,23.35548823,24.1220203,23.08383975,25.32185769,24.79459109,25.24583947,24.79433074,22.65184749,22.26133924,22.26375773,24.19273542,0.46623779,0.67435406,0.74574636,0.44774372,0.4273908,0.68095716,0.57644531,0.71981574,0.513435,0.5422655,1.09311521,0.41874495,0.06354138,0.06971244,0.06812133,0.05285281,0.05719988,0.05424864,0.04211659,0.03707488,0.04418335,0.05120029,0.04613911,0.05840644
34,34.40702378,29.91131893,42.93328002,21.9332264,28.888571,36.27549008,47.83260431,36.67262035,38.62619152,26.76975456,48.54625881,35.45152643,22.97670913,23.38185674,26.37458504,22.94464014,24.1935973,24.75255751,25.1621895,25.26993624,22.86457365,22.5171102,22.69149206,22.94456543,1.32509944,0.70576084,1.48984526,0.79190372,1.63545086,0.46571366,0.700921,0.51978805,0.51282399,0.99505438,1.58187056,0.71934371,0.08788501,0.08119861,0.08455637,0.04187373,0.09870658,0.08202556,0.06900109,0.05033131,0.05762013,0.07328216,0.08829532,0.07474031
35,36.02326677,30.66231159,42.83467929,47.68030803,34.57634708,45.89691985,30.31567476,53.9988032,46.10636003,26.49342123,53.77603969,47.94703736,23.73023895,23.32945719,24.41427641,24.36072366,26.23705082,24.57865409,25.23755114,26.19924461,23.55473109,23.25587954,24.58441206,23.0169277,0.38576716,0.40603508,0.8883148,1.11699508,0.65747466,0.31335633,0.80171928,0.81394758,0.49903146,0.4395193,0.85874844,0.6931068,0.06245524,0.05334776,0.06260802,0.04262447,0.07596607,0.0673941,0.06671071,0.0784062,0.06159037,0.05500491,0.06361158,0.05954493
36,28.53478146,42.8351119,43.00980665,29.24913386,40.81424205,54.54881578,39.43667866,34.79048183,44.16311811,32.88260094,38.25345442,34.180855,22.83351173,23.6986879,23.59512244,24.58482622,25.83260306,25.31721706,25.96857412,24.88371502,24.56677899,23.45539702,23.67352958,22.8440278,0.33776126,0.49225492,0.56497846,0.52848829,0.48525455,0.62579041,0.5651121,0.60155438,0.49216292,0.40620004,0.6279445,0.66413099,0.03525811,0.03708441,0.04842949,0.04409477,0.03771131,0.05440237,0.03673235,0.05146241,0.0410827,0.03216197,0.04922884,0.04427049
37,29.91108794,18.76213796,22.46566749,35.48572946,16.67525007,48.9397538,27.60942951,23.27294186,34.60857739,21.43213821,24.66176336,41.84272171,24.14463282,23.25045195,23.2281882,22.28584696,24.25496347,25.01316117,24.72341233,24.70728554,22.38900792,22.78305719,23.23586932,24.78805708,0.93507868,0.53451693,0.5065191,0.674712,0.56441237,0.90464042,0.5021974,0.46667006,0.80532357,0.70065148,0.47811694,0.67567524,0.05900949,0.07657632,0.05665811,0.08121792,0.06087705,0.10089845,0.06579146,0.06273716,0.06159107,0.06282221,0.03557208,0.04449086
38,33.43372934,37.04528139,31.68200819,35.58566982,31.55648477,38.13739143,35.4923984,37.83616369,42.51308959,43.98911962,34.18501355,31.15293619,23.17769482,23.98262461,23.20958561,24.24012459,24.32433081,25.07751628,23.48641011,24.91818204,23.40576361,23.97919602,24.12860528,22.81315042,0.86891105,0.52022576,0.43287502,0.52476852,0.50910139,0.57311396,0.58902438,0.45156895,0.58732912,0.47319429,0.56138112,0.52840858,0.04945803,0.07903611,0.05689582,0.04053791,0.04735196,0.03872325,0.09539055,0.05190414,0.03299199,0.04398448,0.04619942,0.06966467
39,40.92939249,32.99844526,46.21750099,26.13306698,39.74033204,45.15731046,38.26287206,30.35082384,37.92078983,46.33183134,53.4117126,34.90818328,25.31477552,23.77731737,24.73515053,23.43120774,25.09347152,26.45291025,25.20741579,24.26490332,24.23778969,22.3474881,25.66567638,23.59369618,0.37434044,0.70950723,0.7667673,0.62874517,0.80613985,0.47995676,0.56787062,0.58483344,0.58789625,0.95752108,0.91198108,0.50136868,0.04729421,0.05912435,0.04783468,0.06276683,0.08864811,0.07570003,0.05069429,0.05928326,0.06744105,0.04457541,0.07435877,0.04655595
40,23.0646254,52.24686751,23.58755771,40.70077461,29.56535059,43.70571542,24.44214434,27.75006675,28.24834524,34.4127754,19.83829215,33.99635727,24.28061877,21.85295895,23.15076341,24.60481635,25.61038176,24.37060708,24.1064024,24.28363308,22.49872089,23.25964612,23.50498777,23.79741513,0.59999902,1.14521862,0.58207129,0.67706418,0.54438635,0.96395405,1.04877871,0.73710861,0.7353834,1.49860981,0.57935733,0.7563579,0.0524782,0.20161426,0.05197893,0.0460505,0.05499971,0.07184704,0.04911184,0.05423285,0.0611597,0.0656579,0.0460844,0.07068454
41,30.54233491,33.49663224,49.05274517,27.53270226,37.3664113,38.65833011,44.68780984,39.55318006,21.94580704,42.71647878,40.36035956,46.03495273,23.53249812,23.47329535,23.39572536,23.08702123,23.8604331,24.38043138,26.38863879,26.15498788,23.2806823,24.01168348,23.25141142,23.88452174,0.73301913,0.47200411,0.51618023,0.74519126,0.53231622,0.42007108,0.85369688,0.38893739,0.56481651,0.50702705,0.85323893,1.84315446,0.05083717,0.05542298,0.0833869,0.0703364,0.08062958,0.06236512,0.08260629,0.0579392,0.06200444,0.04780574,0.05430736,0.07069744
42,45.35786675,24.18256421,27.78419099,28.75686666,35.39110987,44.83912989,27.66862119,40.63952287,54.0570525,34.66184783,29.61774351,46.69795205,23.89364148,23.3706718,21.96298289,22.05128418,25.5634321,24.02032045,24.36331227,25.26424897,23.44755583,24.1088753,22.35864641,24.68838709,0.58420503,0.59350359,0.76917653,1.03966438,0.53739396,1.62999883,0.56348867,1.08856501,1.01252697,0.64914813,0.7685305,0.58583263,0.09664728,0.05113491,0.07373882,0.08695221,0.04090648,0.08910291,0.0543175,0.0588906,0.0582908,0.05479983,0.09093691,0.0474408
43,28.1354439,36.46788097,35.44793652,34.05145693,40.77481218,36.79396928,33.86240573,54.29815765,33.55596759,40.63264038,42.95533742,27.76921798,23.02302366,22.57319123,24.83474459,23.24768103,24.91051656,24.78543744,23.40743695,25.13413783,22.81734918,22.09749857,24.28160606,23.23722598,0.60348498,0.59141667,0.80577231,0.55526294,0.60384889,0.52085104,0.7286088,0.4081126,0.65004098,0.64077367,0.53656724,0.36974449,0.04904382,0.04765723,0.07625601,0.06547847,0.10439024,0.0467479,0.07950259,0.06542668,0.05259105,0.07306401,0.04766145,0.06226308
44,30.34616896,36.8299111,30.88389152,39.72095186,36.59631717,37.88218931,39.09439036,33.54575079,40.48681502,34.78147026,33.76679921,37.28507039,22.38335291,24.67828044,23.30152332,23.46419344,24.92772371,24.94681649,26.30369712,24.1224806,24.68873119,23.55672104,24.97278605,22.71039523,0.3583389,0.38900702,0.51092874,0.45888167,0.35069311,0.31573371,0.33398119,0.42867012,0.49416992,0.43235764,0.45283738,0.63782319,0.06843634,0.04024455,0.04785119,0.04577454,0.05473277,0.04019324,0.03996087,0.05180434,0.05225525,0.04636883,0.07141332,0.06177935
45,31.10927664,23.5212798,46.11060707,39.84921805,26.10336417,38.99872548,40.35876732,38.23785643,38.84173057,18.3736147,38.27761119,39.45556837,22.96188525,23.51554528,24.99636404,24.66125539,23.20639845,24.89105977,24.31802633,25.4948815,24.34595729,22.35805985,22.55739174,24.3342289,0.5066266,0.55505299,0.40589768,0.84909769,0.75135972,0.49941179,0.49105402,0.47711082,0.46806015,1.2716269,0.47562934,0.63358571,0.07232105,0.04434692,0.06611384,0.08034724,0.07505119,0.04638062,0.07302516,0.06682171,0.05674589,0.05123751,0.04618281,0.07604843
