,O1,O2,O3,O4,C1,C2,C3,C4,H1,H2,H3,H4,H5,H6,O5,O6,O7,O8,C5,C6,C7,C8,H7,H8,H9,H10,H11,H12,O1err,O2err,O3err,O4err,C1err,C2err,C3err,C4err,H1err,H2err,H3err,H4err,H5err,H6err,O5err,O6err,O7err,O8err,C5err,C6err,C7err,C8err,H7err,H8err,H9err,H10err,H11err,H12err
20,0.0,0.0,0.0,0.0,-8.2230135,-10.64661068,126.54884082,136.14404082,20.70106031,17.36176636,24.80246864,26.295649,23.84829438,27.75544058,0.0,0.0,0.0,0.0,-13.4545582,-23.48684854,143.93281966,143.26826553,17.073875,18.96891279,30.97490793,28.02317969,28.69843572,27.27207929,0.0,0.0,0.0,0.0,1.05082032,0.71246304,1.02885491,0.82488556,0.32123337,0.20120711,0.09267266,0.09511888,0.12352167,0.08665281,0.0,0.0,0.0,0.0,0.43599836,0.4002868,0.46333336,0.63265723,0.11284458,0.14297714,0.08978344,0.09143119,0.12582368,0.07070846
21,0.0,0.0,0.0,0.0,-14.74277986,-4.16079906,139.35069833,152.08364067,17.62977433,14.09092526,27.32786073,30.53512747,29.74298634,29.18906824,0.0,0.0,0.0,0.0,-15.57729729,-9.14577283,139.87702895,136.76950684,16.47330987,14.70428731,26.67048585,27.94552752,24.83623638,27.21948488,0.0,0.0,0.0,0.0,0.37293119,0.78713765,0.77078397,1.21543738,0.2170414,0.10773328,0.08913358,0.13204372,0.11260309,0.14235459,0.0,0.0,0.0,0.0,0.72412627,0.48801029,0.7585724,0.6927316,0.15594037,0.1011945,0.19973242,0.10331707,0.15008344,0.07191051
22,0.0,0.0,0.0,0.0,-9.06911215,-31.439143,151.82097697,127.90503571,12.60228494,14.17164867,30.72054997,24.94071709,28.49632065,24.55352157,0.0,0.0,0.0,0.0,-0.0256559,-3.84352486,142.53716924,148.33717764,20.21484515,21.52374382,27.74764379,27.52422747,29.370414,29.42786676,0.0,0.0,0.0,0.0,0.44663771,0.98101245,0.79711063,1.18755349,0.2358242,0.14690421,0.1072204,0.0728135,0.10089135,0.10612644,0.0,0.0,0.0,0.0,0.81527962,0.46145033,0.81655079,0.74259517,0.16768632,0.15148444,0.17039801,0.15301439,0.11014406,0.06029097
23,0.0,0.0,0.0,0.0,-7.78998144,4.9564576,151.62439125,154.21451259,17.30109161,16.09032207,28.48329904,29.82168489,29.95188012,27.57185775,0.0,0.0,0.0,0.0,-17.56105443,-19.62298933,146.10331095,143.74667734,16.85276397,18.90306752,28.36653223,27.96053128,27.93450057,28.46116895,0.0,0.0,0.0,0.0,0.60086518,0.78958422,0.69569703,0.95761888,0.18684398,0.1654186,0.07350745,0.15767778,0.08489812,0.12662754,0.0,0.0,0.0,0.0,0.61804968,0.27901762,0.45711304,0.46785014,0.15992716,0.11081204,0.0912027,0.08370444,0.09311039,0.07485468
24,0.0,0.0,0.0,0.0,-28.76865802,-4.63554953,142.13304056,137.54644528,11.18335873,9.78919957,27.86544872,24.69354454,26.7851693,27.82009123,0.0,0.0,0.0,0.0,-22.62399662,-23.10356752,139.86125141,139.78571798,17.62430849,16.54013223,28.88024225,27.68675889,27.60635729,29.95889196,0.0,0.0,0.0,0.0,0.72341755,0.72797116,0.60084597,0.70879389,0.12467358,0.18888417,0.08881084,0.21312338,0.08927831,0.09245064,0.0,0.0,0.0,0.0,0.46220601,0.52152959,0.81335218,0.5091914,0.15665413,0.09751744,0.11701257,0.07576928,0.13467737,0.12652373
25,0.0,0.0,0.0,0.0,-18.25379666,-10.55256744,141.72206146,146.95368702,15.05036264,14.4405337,27.82794424,27.74483162,30.74487691,29.46163565,0.0,0.0,0.0,0.0,-17.57411601,-5.23261533,139.07805239,139.87577376,14.66230262,19.00424278,25.69966795,26.73269414,28.70515056,26.19091627,0.0,0.0,0.0,0.0,0.38525073,0.45948422,0.6424242,0.60189744,0.12689665,0.14488348,0.12886849,0.09863418,0.11037533,0.09449335,0.0,0.0,0.0,0.0,0.45373564,0.49570162,0.69263789,0.46535498,0.11273112,0.12178319,0.1478715,0.10482706,0.12549646,0.07572965
26,0.0,0.0,0.0,0.0,-2.53714201,-33.74832062,142.32149108,138.59976871,10.10031044,14.09771188,27.8640418,26.63715486,27.67361098,26.14722099,0.0,0.0,0.0,0.0,-3.4476816,-12.6051783,140.60835353,157.31053863,22.87551624,14.7325493,31.34421456,29.03527216,26.09659096,30.61465472,0.0,0.0,0.0,0.0,0.5986184,1.13957537,0.52848423,0.670865,0.20573138,0.19903331,0.08986738,0.13628388,0.11402656,0.09411938,0.0,0.0,0.0,0.0,1.19565764,0.73714417,0.76823289,0.60555206,0.23443238,0.16553853,0.18754536,0.09783792,0.11562841,0.11184091
27,0.0,0.0,0.0,0.0,-1.26671515,-10.09336957,141.66345883,137.52039052,14.39022138,10.09043862,27.00478031,27.77944351,27.05872341,27.99514679,0.0,0.0,0.0,0.0,-12.93093169,-14.91754712,135.35083541,131.832451,19.74070053,20.00317747,27.41750985,26.03648362,26.43065758,25.91989544,0.0,0.0,0.0,0.0,0.48961042,0.96630984,0.47107708,0.66737498,0.46421476,0.17685605,0.09874713,0.12404909,0.0786267,0.07333744,0.0,0.0,0.0,0.0,0.84440574,0.84615439,1.20673809,1.03655837,0.19165814,0.21787267,0.11845871,0.2222239,0.16065376,0.16594561
28,0.0,0.0,0.0,0.0,-33.99155467,-6.1715932,127.91238105,144.96438571,11.93874589,8.87918206,24.95687377,26.69538645,25.38513577,30.3199171,0.0,0.0,0.0,0.0,-20.99629419,-13.37516984,153.64046668,136.37081367,14.70532588,14.8052104,29.506805,28.50236139,27.98193605,28.00780545,0.0,0.0,0.0,0.0,0.76759802,0.73286787,1.41512061,1.0894582,0.17010454,0.2095317,0.16848952,0.20000918,0.09410522,0.22753549,0.0,0.0,0.0,0.0,0.64007049,0.93986418,0.79695878,1.06067704,0.12588276,0.15847717,0.07361291,0.10378783,0.13319373,0.09597872
29,0.0,0.0,0.0,0.0,-23.42792718,-21.04230551,140.06399561,140.13217252,12.63505617,10.85353056,27.60846127,26.88274226,30.88319642,28.02783196,0.0,0.0,0.0,0.0,-1.22020943,-24.92024733,115.39854315,138.1633736,23.14958585,20.96087893,25.2097303,25.90857707,22.30916568,25.98887127,0.0,0.0,0.0,0.0,0.63591088,0.67142118,0.80632028,0.82766479,0.37211741,0.25820017,0.12549685,0.28736371,0.15788269,0.10048245,0.0,0.0,0.0,0.0,0.92289794,1.45624595,1.68284181,0.77274923,0.31011005,0.24997528,0.19889685,0.12388069,0.14506746,0.18081371
30,0.0,0.0,0.0,0.0,1.53559712,-12.67205487,142.68680774,144.65402199,15.69275826,15.35553267,27.78137314,25.13389059,26.96375735,29.58401484,0.0,0.0,0.0,0.0,-2.72791207,-18.10167833,146.43204676,149.90783767,10.96153393,15.56568338,30.06814535,24.88881739,26.90524924,26.11308812,0.0,0.0,0.0,0.0,0.80966629,0.8632646,0.59486845,0.83825486,0.17520327,0.11704034,0.09868282,0.15115945,0.09387545,0.1258197,0.0,0.0,0.0,0.0,1.03286322,0.62148004,0.79521982,1.2996795,0.17114594,0.1676503,0.1472289,0.42609424,0.23467355,0.10742754
31,0.0,0.0,0.0,0.0,-12.77514035,-16.65459394,134.48601888,150.18498883,14.9295766,11.70690474,26.7616606,29.66437397,23.68467318,28.63368833,0.0,0.0,0.0,0.0,-16.03803808,0.35845962,139.18879183,146.98434471,15.42817162,15.99639956,28.19612634,27.38427159,25.78178193,31.00179085,0.0,0.0,0.0,0.0,0.62606014,0.60311315,1.13705347,1.09306187,0.21595662,0.12279093,0.13158422,0.23563056,0.13922701,0.12068467,0.0,0.0,0.0,0.0,0.63311768,0.76385973,1.08780663,0.81818172,0.1080645,0.13015633,0.15058894,0.17149852,0.16947042,0.143732
32,0.0,0.0,0.0,0.0,-4.96235295,-11.27132273,145.39316735,137.88448899,12.86701688,15.69137847,27.79923354,26.17494423,28.55447612,27.06730485,0.0,0.0,0.0,0.0,-27.68596809,-20.54091457,143.67833244,140.30112255,12.71475223,15.85084103,29.03123275,26.87986929,27.88446998,27.54004729,0.0,0.0,0.0,0.0,0.41157449,0.89154451,0.82268155,1.15212084,0.21326713,0.14556296,0.1445081,0.24319717,0.11157585,0.09757278,0.0,0.0,0.0,0.0,0.6081001,0.57063046,1.1232599,0.68199378,0.11503558,0.14544898,0.12211762,0.11359628,0.29848604,0.07941046
33,0.0,0.0,0.0,0.0,-27.15583692,-8.64443645,141.29168282,148.67034133,16.21629996,13.85005158,28.01188973,29.15405608,27.37800082,28.00185333,0.0,0.0,0.0,0.0,-1.25783832,-25.7059754,138.03430777,145.0597532,10.7500762,10.73630282,27.3173705,27.18667028,25.45972316,28.71442859,0.0,0.0,0.0,0.0,0.63397063,0.65444366,0.47801101,0.79913123,0.11116731,0.09136257,0.10983178,0.20116515,0.09826341,0.10217453,0.0,0.0,0.0,0.0,0.5484878,0.52232482,1.05597928,0.87730177,0.15892928,0.17566073,0.12928217,0.17598579,0.13852599,0.08465511
34,0.0,0.0,0.0,0.0,-13.94284211,-11.5501391,138.44767768,112.65431684,19.21884561,16.41257789,26.33056741,22.25164438,29.43884001,23.98161636,0.0,0.0,0.0,0.0,7.03215561,-4.35025494,138.17082747,134.14978876,19.98712537,17.82096874,27.77507091,27.49140046,26.9873978,26.70991054,0.0,0.0,0.0,0.0,0.9821863,1.04651426,1.34120028,1.88852527,0.20583586,0.13362104,0.11034095,0.34660891,0.13005257,0.2103383,0.0,0.0,0.0,0.0,0.53140315,0.64582867,0.74905754,0.73540404,0.14344302,0.13803708,0.15718613,0.09799683,0.12982415,0.08116663
35,0.0,0.0,0.0,0.0,-0.44175912,-29.21199413,143.04787945,155.14706115,16.02720168,15.84847208,27.71349929,28.27998061,27.44636004,32.50697819,0.0,0.0,0.0,0.0,-14.95472374,-10.84166422,146.62700526,139.39914138,13.65621747,14.0018829,30.17185821,27.17061256,29.05479983,26.29277007,0.0,0.0,0.0,0.0,0.73868625,0.94357026,0.82219789,1.21367204,0.22294761,0.13977443,0.12549078,0.24883127,0.09259509,0.22073965,0.0,0.0,0.0,0.0,0.35205792,0.45641952,0.77406029,0.56016664,0.124605,0.1336473,0.13148866,0.11221312,0.14609448,0.10996251
36,0.0,0.0,0.0,0.0,0.99346258,-15.66121624,142.44170862,128.11912611,16.6904381,18.30573165,28.53983252,23.88221642,27.0892092,23.87605459,0.0,0.0,0.0,0.0,-26.614967,-30.22656068,130.30382758,148.39800349,11.64257544,13.32022651,25.77585324,27.72579877,24.02707374,26.35928719,0.0,0.0,0.0,0.0,0.97163209,1.21591576,0.93941854,1.30557781,0.12450067,0.18628005,0.24887638,0.1855135,0.18266679,0.09868663,0.0,0.0,0.0,0.0,0.52782907,0.93855732,1.34713951,1.75459419,0.13028456,0.13982189,0.17082155,0.37930596,0.22583233,0.42019803
37,0.0,0.0,0.0,0.0,-32.83436373,-27.69513086,141.39089502,141.55921498,17.79649141,15.48512449,26.98842566,27.07760013,28.16913857,28.84742644,0.0,0.0,0.0,0.0,-15.49166555,-8.60262409,135.32387003,141.0633828,14.78866691,16.68455979,26.0621253,28.95732172,26.39603802,27.78449962,0.0,0.0,0.0,0.0,0.67179372,0.86886322,1.32714282,1.12028099,0.23744841,0.17034441,0.16245367,0.1645509,0.18656329,0.17148923,0.0,0.0,0.0,0.0,0.66269263,0.7809391,0.7408983,0.85259931,0.12034849,0.1267776,0.125844,0.28602123,0.10633513,0.10908176
38,0.0,0.0,0.0,0.0,-16.06763396,-3.17454825,138.24740989,137.05805609,18.8851384,15.59352733,28.04984854,25.64399746,26.3972303,26.00265488,0.0,0.0,0.0,0.0,-13.43555534,-0.67576988,142.02741836,141.97113852,17.23643669,17.72547516,27.97203748,28.24663794,29.38133986,27.29496228,0.0,0.0,0.0,0.0,0.80145414,0.80956117,0.80400591,0.88636173,0.16391036,0.1352154,0.0809781,0.16817466,0.09908806,0.09330256,0.0,0.0,0.0,0.0,0.47271274,0.57729478,0.83212725,0.7383562,0.1276977,0.15321153,0.11344935,0.13976216,0.13083345,0.12184071
39,0.0,0.0,0.0,0.0,-3.05190209,-10.09922162,144.74228937,145.84153158,16.4149351,19.37409425,26.41669203,26.1556497,28.60260274,29.03664746,0.0,0.0,0.0,0.0,-7.1400838,-27.48571687,125.23506893,144.42602597,15.02790541,18.19590207,26.46009933,29.28814548,25.14088696,27.43810889,0.0,0.0,0.0,0.0,0.80860893,0.90577145,0.57378364,1.13903057,0.16151324,0.25844938,0.12573624,0.22371105,0.12998555,0.1496361,0.0,0.0,0.0,0.0,0.65656269,0.65688463,0.98203808,0.94266137,0.13991249,0.15997381,0.11909881,0.15170099,0.17310306,0.11910617
40,0.0,0.0,0.0,0.0,-14.05055913,-10.12913803,151.52285108,152.26203245,15.60479332,17.04675851,26.80052854,23.99790563,28.73524681,28.92946571,0.0,0.0,0.0,0.0,-18.4879196,-21.86692942,132.51308477,129.65627918,13.66469856,9.21946399,26.50176689,24.13642759,28.86180763,26.35747088,0.0,0.0,0.0,0.0,0.68864298,0.69192169,1.36418627,1.02007138,0.30285679,0.22955172,0.12522185,0.36188603,0.14168786,0.15587797,0.0,0.0,0.0,0.0,0.48459725,0.97955019,1.7891733,1.10336799,0.21383213,0.11433459,0.15198738,0.22638713,0.21608839,0.15082525
41,0.0,0.0,0.0,0.0,-13.0835319,-22.93321757,139.61225473,136.08434415,12.9611517,17.13083596,27.71671849,24.66500984,29.07125873,25.46587107,0.0,0.0,0.0,0.0,-14.16554143,-31.43948046,143.9897624,132.41504051,13.92817797,19.05980365,28.91094516,26.44786782,26.60759589,29.55377839,0.0,0.0,0.0,0.0,0.5395771,1.0238998,0.71608331,1.08632467,0.24952111,0.12065733,0.18350477,0.236897,0.12504847,0.10225511,0.0,0.0,0.0,0.0,0.51622639,0.95359111,0.60240657,1.06727289,0.17745143,0.16247246,0.11540673,0.2413471,0.12368151,0.11532881
42,0.0,0.0,0.0,0.0,-24.97526132,-24.39203431,126.82598775,126.66199402,13.01642773,15.27264973,27.18324749,23.882036,26.85373411,25.79575563,0.0,0.0,0.0,0.0,-15.43197809,-1.51476619,152.5720352,133.77787283,18.46456578,9.74122844,28.35802787,24.28988227,29.91342167,27.3088184,0.0,0.0,0.0,0.0,0.83657356,0.77157702,0.97667193,1.12052957,0.19408983,0.14921329,0.29453889,0.24215085,0.15535867,0.08205431,0.0,0.0,0.0,0.0,0.71037055,0.89656173,1.1917423,0.88259046,0.17799587,0.18144042,0.11667079,0.16667606,0.15584653,0.13996865
