################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.1804253599368830E+00 a       777     0    33     1     9
 -2.2771831158945299E-01 a       778     0    33     1    10
 -6.2247587445468588E-01 a       779     0    33     1    11
 -4.9429623130088146E-01 a       780     0    33     1    12
  8.2363419638834912E-01 a       781     0    33     1    13
  6.2623379658465017E-01 a       782     0    33     1    14
  3.7574696576791267E-01 a       783     0    33     1    15
 -6.7578331982096473E-01 a       784     0    33     1    16
 -3.3336978699387598E-01 a       785     0    33     1    17
  6.5105360087882402E-01 a       786     0    33     1    18
  1.1110994421508151E-01 a       787     0    33     1    19
  6.4850224479131424E-01 a       788     0    33     1    20
  6.1717914712331556E-01 a       789     0    33     1    21
 -4.6121022109805254E-01 a       790     0    33     1    22
  2.6636663196950905E-02 a       791     0    33     1    23
  3.5011131698269510E-01 a       792     0    33     1    24
 -5.9492238736578074E-01 a       793     0    34     1     1
 -1.8332649495899653E-01 a       794     0    34     1     2
  8.9073153189215305E-03 a       795     0    34     1     3
 -6.6290795868383559E-02 a       796     0    34     1     4
  6.6102678286295324E-01 a       797     0    34     1     5
  3.6339928726553167E-01 a       798     0    34     1     6
  1.2327781472922687E-01 a       799     0    34     1     7
  2.2077397010639227E-01 a       800     0    34     1     8
 -3.1833925128881430E-01 a       801     0    34     1     9
 -5.2562285557049455E-02 a       802     0    34     1    10
  1.3058744397733818E-01 a       803     0    34     1    11
 -2.1042451034470927E-01 a       804     0    34     1    12
 -1.9347194115001357E-01 a       805     0    34     1    13
  1.1880994927065762E+00 a       806     0    34     1    14
 -6.5237744890348026E-01 a       807     0    34     1    15
 -7.1485924095304687E-01 a       808     0    34     1    16
 -2.6849801824855524E-01 a       809     0    34     1    17
 -7.1845962021076137E-01 a       810     0    34     1    18
  1.6248648278525000E+00 a       811     0    34     1    19
 -9.6376861480162057E-02 a       812     0    34     1    20
  5.3916574907835061E-03 a       813     0    34     1    21
  1.6632999120146788E-01 a       814     0    34     1    22
 -6.9385971253681966E-01 a       815     0    34     1    23
 -3.0807893635168365E-01 a       816     0    34     1    24
 -6.0793276472710034E-01 a       817     0    35     1     1
  1.9060647707054643E-01 a       818     0    35     1     2
  3.6527419139264200E-01 a       819     0    35     1     3
  3.6677596567093079E-01 a       820     0    35     1     4
 -8.1113920638656245E-02 a       821     0    35     1     5
 -2.0563576495217759E-02 a       822     0    35     1     6
 -2.6350877112980142E-01 a       823     0    35     1     7
 -4.5888631395920909E-01 a       824     0    35     1     8
 -1.7636917766931787E-01 a       825     0    35     1     9
 -7.9191753085160466E-01 a       826     0    35     1    10
  3.4080257954419435E-02 a       827     0    35     1    11
 -4.7061222722719392E-01 a       828     0    35     1    12
  1.0428018230074554E+00 a       829     0    35     1    13
 -1.1443663090938812E-01 a       830     0    35     1    14
  1.0665019109262810E+00 a       831     0    35     1    15
 -1.3307156384155467E+00 a       832     0    35     1    16
  6.2337018890318174E-02 a       833     0    35     1    17
  2.2391469552170870E-01 a       834     0    35     1    18
 -3.5520575613009381E-01 a       835     0    35     1    19
 -5.4420759103894656E-01 a       836     0    35     1    20
  9.1413554929912363E-02 a       837     0    35     1    21
  3.0284323971492189E-01 a       838     0    35     1    22
 -3.6678001851729752E-01 a       839     0    35     1    23
 -2.5085593685330781E-01 a       840     0    35     1    24
  1.5570521096325790E-01 a       841     0    36     1     1
  3.2836540233364436E-02 a       842     0    36     1     2
 -5.3882941220736093E-02 a       843     0    36     1     3
  7.6896572928091642E-02 a       844     0    36     1     4
 -3.0135256458035459E-01 a       845     0    36     1     5
 -1.4733556743336015E-03 a       846     0    36     1     6
  1.3793027685503591E-02 a       847     0    36     1     7
  1.2477533157376254E-01 a       848     0    36     1     8
  3.8479434706571897E-01 a       849     0    36     1     9
 -1.5425114313254479E-01 a       850     0    36     1    10
 -1.5445303831199719E-01 a       851     0    36     1    11
 -8.4103898224261467E-02 a       852     0    36     1    12
  1.3225050212953604E-01 a       853     0    36     1    13
  3.0367147905605946E-01 a       854     0    36     1    14
  6.5800431782340429E-01 a       855     0    36     1    15
  7.2506310918432210E-02 a       856     0    36     1    16
  2.6856783566612602E-01 a       857     0    36     1    17
 -2.0046216220236467E-02 a       858     0    36     1    18
 -2.6114498671499997E-01 a       859     0    36     1    19
  9.8315778797199757E-02 a       860     0    36     1    20
 -3.3631089012182806E-02 a       861     0    36     1    21
 -3.3728230782768577E-02 a       862     0    36     1    22
 -2.9364248373536728E-01 a       863     0    36     1    23
 -3.2361530701194874E-01 a       864     0    36     1    24
 -3.0119126693895781E-02 a       865     0    37     1     1
  3.6553430569885476E-01 a       866     0    37     1     2
  4.6231508229234852E-01 a       867     0    37     1     3
 -1.8038679676313027E-01 a       868     0    37     1     4
 -1.3074841913020738E-01 a       869     0    37     1     5
  2.2307077055484459E-01 a       870     0    37     1     6
 -8.6732317212255550E-03 a       871     0    37     1     7
 -3.3421039237374822E-01 a       872     0    37     1     8
 -1.0772693858185506E-01 a       873     0    37     1     9
  4.8306787395898838E-02 a       874     0    37     1    10
  2.8669965021255811E-01 a       875     0    37     1    11
 -1.7099694702156706E-01 a       876     0    37     1    12
  3.3391501198419082E-01 a       877     0    37     1    13
 -9.7877685671675679E-02 a       878     0    37     1    14
  1.7683571646709376E-01 a       879     0    37     1    15
 -7.0135940550088219E-02 a       880     0    37     1    16
  2.6809620202566659E-01 a       881     0    37     1    17
 -2.2851287558279720E-01 a       882     0    37     1    18
  5.9797231088487598E-02 a       883     0    37     1    19
 -2.8237023052449245E-01 a       884     0    37     1    20
  1.1025970497144542E-01 a       885     0    37     1    21
 -1.3086494743787602E-02 a       886     0    37     1    22
 -3.9029412022259141E-01 a       887     0    37     1    23
 -6.2444668874360110E-01 a       888     0    37     1    24
  2.6563948410851013E-01 a       889     0    38     1     1
  6.2098293006846839E-01 a       890     0    38     1     2
 -1.8212541876509541E-01 a       891     0    38     1     3
  3.9759759695175234E-01 a       892     0    38     1     4
 -2.3903682520433178E-01 a       893     0    38     1     5
 -6.9712857130402706E-02 a       894     0    38     1     6
  8.9143756531099727E-01 a       895     0    38     1     7
  4.0537201416106189E-01 a       896     0    38     1     8
 -4.1870817711165031E-01 a       897     0    38     1     9
 -8.6393455083056722E-02 a       898     0    38     1    10
  1.1515985329591374E-01 a       899     0    38     1    11
 -1.6711346633162524E-01 a       900     0    38     1    12
 -4.4897150614203146E-01 a       901     0    38     1    13
 -4.5095228337264470E-01 a       902     0    38     1    14
  3.9299548138385387E-01 a       903     0    38     1    15
  4.7347676378097052E-02 a       904     0    38     1    16
 -5.0006354279025178E-01 a       905     0    38     1    17
  5.4145489697088001E-01 a       906     0    38     1    18
  1.3457960351011020E-01 a       907     0    38     1    19
 -3.3842845242618563E-01 a       908     0    38     1    20
 -1.6793721005147558E-01 a       909     0    38     1    21
 -2.9312439174743360E-01 a       910     0    38     1    22
 -8.1062743546083338E-02 a       911     0    38     1    23
  5.6951590950206787E-01 a       912     0    38     1    24
 -1.4450547465006543E-02 a       913     0    39     1     1
  2.5121497022766959E-01 a       914     0    39     1     2
 -2.1728552054143646E-01 a       915     0    39     1     3
  1.8426537204881216E-02 a       916     0    39     1     4
 -1.7426348564217427E-02 a       917     0    39     1     5
  1.3398504640321207E-01 a       918     0    39     1     6
  1.7769079349375744E-02 a       919     0    39     1     7
  5.1558181685524680E-02 a       920     0    39     1     8
 -1.2333723371526771E-01 a       921     0    39     1     9
 -1.4287388242396273E-01 a       922     0    39     1    10
 -1.7954392453090592E-01 a       923     0    39     1    11
 -2.3329141047555044E-02 a       924     0    39     1    12
 -3.1078731991468245E-01 a       925     0    39     1    13
 -1.7769632692670184E-01 a       926     0    39     1    14
 -1.1423011524042108E-01 a       927     0    39     1    15
 -4.5221266335193709E-02 a       928     0    39     1    16
  1.9654752760146707E-01 a       929     0    39     1    17
  2.3938773599610580E-01 a       930     0    39     1    18
  2.2182578951964262E-02 a       931     0    39     1    19
 -1.1667449482499248E-01 a       932     0    39     1    20
 -4.1303749256840813E-02 a       933     0    39     1    21
  9.4836606674861795E-02 a       934     0    39     1    22
 -1.0764535805314218E-01 a       935     0    39     1    23
 -1.0388178629243289E-01 a       936     0    39     1    24
  1.1493349282961318E+00 a       937     0    40     1     1
 -1.3954093372908531E+00 a       938     0    40     1     2
 -2.8794101825503948E-01 a       939     0    40     1     3
  2.1157931023783694E-01 a       940     0    40     1     4
 -7.3140434346656535E-01 a       941     0    40     1     5
 -2.1188977237195553E-01 a       942     0    40     1     6
 -4.3006341077177396E-01 a       943     0    40     1     7
  1.1875220037832507E-02 a       944     0    40     1     8
  1.6537479259773213E+00 a       945     0    40     1     9
 -4.6835767702223130E-01 a       946     0    40     1    10
  2.3178054234489623E-01 a       947     0    40     1    11
  5.2726950000805994E-01 a       948     0    40     1    12
  2.1764555368604346E-01 a       949     0    40     1    13
  7.0416233813102613E-01 a       950     0    40     1    14
  7.4220244667450563E-01 a       951     0    40     1    15
  7.2412152570074739E-01 a       952     0    40     1    16
 -4.1404600698050076E-01 a       953     0    40     1    17
 -1.3851757256274921E+00 a       954     0    40     1    18
 -5.0559654498181039E-01 a       955     0    40     1    19
  2.5264006836974773E-01 a       956     0    40     1    20
 -1.1596771948968870E-01 a       957     0    40     1    21
  9.9039214744287951E-01 a       958     0    40     1    22
 -3.5595765808017776E-01 a       959     0    40     1    23
 -1.0462600890030307E-02 a       960     0    40     1    24
 -4.5009701172656441E-01 a       961     0    41     1     1
 -1.1739157466178256E-01 a       962     0    41     1     2
 -1.5674668927125715E-01 a       963     0    41     1     3
 -1.3731494475517514E-01 a       964     0    41     1     4
 -2.5887463233056632E-02 a       965     0    41     1     5
 -5.6676189560276669E-01 a       966     0    41     1     6
 -4.0776330372977135E-02 a       967     0    41     1     7
  2.9109280788728289E-02 a       968     0    41     1     8
 -1.9916275418171603E-01 a       969     0    41     1     9
 -2.2187211588238870E-01 a       970     0    41     1    10
 -4.9687553169143067E-01 a       971     0    41     1    11
 -5.5004462951506805E-01 a       972     0    41     1    12
 -3.3022446635451180E-01 a       973     0    41     1    13
  3.6058923350826516E-01 a       974     0    41     1    14
  3.7382268503802212E-02 a       975     0    41     1    15
  1.8296807053001707E-01 a       976     0    41     1    16
 -6.7312570781790138E-01 a       977     0    41     1    17
  2.6764392660921166E-01 a       978     0    41     1    18
 -3.7302766360609524E-01 a       979     0    41     1    19
 -2.6131513787529648E-01 a       980     0    41     1    20
 -5.9104094901040443E-03 a       981     0    41     1    21
 -1.1146646269800126E-01 a       982     0    41     1    22
  1.5377620873589242E-02 a       983     0    41     1    23
  3.1255860578379607E-01 a       984     0    41     1    24
 -1.4191263891242695E-01 a       985     0    42     1     1
 -5.8157204770648641E-01 a       986     0    42     1     2
 -5.3960049883462013E-01 a       987     0    42     1     3
  7.5299893050454647E-02 a       988     0    42     1     4
  1.6328441451134292E+00 a       989     0    42     1     5
 -1.0765792280727939E+00 a       990     0    42     1     6
  1.0164318825102048E+00 a       991     0    42     1     7
 -1.3134379351379404E+00 a       992     0    42     1     8
 -6.7148344010969829E-01 a       993     0    42     1     9
 -2.2625404259285914E-01 a       994     0    42     1    10
  8.0802127876234003E-03 a       995     0    42     1    11
  7.4517269946384038E-02 a       996     0    42     1    12
  7.3290116652124904E-01 a       997     0    42     1    13
  1.7682501853576416E+00 a       998     0    42     1    14
 -2.9698242213780168E-01 a       999     0    42     1    15
  3.4402452784224674E-01 a      1000     0    42     1    16
 -1.2912329233168754E-01 a      1001     0    42     1    17
 -9.5973981064829006E-01 a      1002     0    42     1    18
 -4.9964293131319981E-01 a      1003     0    42     1    19
 -1.7026025258403976E+00 a      1004     0    42     1    20
 -3.4214261974002563E-01 a      1005     0    42     1    21
 -8.9449125814567432E-01 a      1006     0    42     1    22
  3.7466175419119668E-01 a      1007     0    42     1    23
 -1.5571427214766211E+00 a      1008     0    42     1    24
  1.2520530677004650E-02 a      1009     0    43     1     1
 -6.4592509565158149E-02 a      1010     0    43     1     2
 -1.8395845753323878E-01 a      1011     0    43     1     3
 -4.5326137708417308E-01 a      1012     0    43     1     4
 -3.3426660036205785E-01 a      1013     0    43     1     5
 -3.0587544441677952E-02 a      1014     0    43     1     6
 -7.6726994717655828E-01 a      1015     0    43     1     7
  3.0880301531269710E-01 a      1016     0    43     1     8
 -4.0503436358285227E-01 a      1017     0    43     1     9
 -8.5419033014644097E-02 a      1018     0    43     1    10
 -5.6275667034616894E-01 a      1019     0    43     1    11
  1.0774097660700286E+00 a      1020     0    43     1    12
  3.1523080129798925E-01 a      1021     0    43     1    13
  4.6006538090507976E-02 a      1022     0    43     1    14
  3.5717918984439839E-01 a      1023     0    43     1    15
 -2.2041722991653395E-01 a      1024     0    43     1    16
 -1.1510072083428504E+00 a      1025     0    43     1    17
 -9.0946481396596640E-02 a      1026     0    43     1    18
 -4.4375452586561648E-01 a      1027     0    43     1    19
  4.2252341599889004E-01 a      1028     0    43     1    20
  3.0540087845503128E-01 a      1029     0    43     1    21
  5.3330434990276954E-01 a      1030     0    43     1    22
  3.2236701598363843E-01 a      1031     0    43     1    23
  4.3919154643433783E-01 a      1032     0    43     1    24
 -5.6695659758798100E-01 a      1033     0    44     1     1
  3.6317076619312227E-01 a      1034     0    44     1     2
  9.0419038247522132E-01 a      1035     0    44     1     3
 -3.1293293155001040E-01 a      1036     0    44     1     4
  5.3619049845979294E-01 a      1037     0    44     1     5
  3.4646609930393291E-01 a      1038     0    44     1     6
  2.4199992657531755E-01 a      1039     0    44     1     7
 -3.4223141285515640E-01 a      1040     0    44     1     8
 -1.0800838871184872E+00 a      1041     0    44     1     9
  6.0584103623204533E-01 a      1042     0    44     1    10
 -3.1244863928264954E-01 a      1043     0    44     1    11
  5.0198575946926316E-01 a      1044     0    44     1    12
 -1.9264010651058139E+00 a      1045     0    44     1    13
 -3.8037174975901256E-01 a      1046     0    44     1    14
 -9.9530714412186383E-01 a      1047     0    44     1    15
 -6.4769573579593409E-01 a      1048     0    44     1    16
  1.9673152081941533E-01 a      1049     0    44     1    17
  1.0222824057516022E+00 a      1050     0    44     1    18
 -8.7602812853104825E-02 a      1051     0    44     1    19
  2.0026684575434098E-01 a      1052     0    44     1    20
  1.5917477731418145E-01 a      1053     0    44     1    21
 -1.2765832696881390E+00 a      1054     0    44     1    22
  6.9406131032124241E-01 a      1055     0    44     1    23
 -9.3245082497639498E-01 a      1056     0    44     1    24
 -1.6255503547484862E-01 a      1057     0    45     1     1
  6.3346677929401685E-01 a      1058     0    45     1     2
  3.5530976005632114E-01 a      1059     0    45     1     3
 -7.0464716145718742E-01 a      1060     0    45     1     4
  2.6850416610629857E-01 a      1061     0    45     1     5
  3.8329774039375558E-01 a      1062     0    45     1     6
 -1.5342995594795647E-01 a      1063     0    45     1     7
  1.0482408106413792E-01 a      1064     0    45     1     8
 -2.1466804849451135E-01 a      1065     0    45     1     9
  1.6196698036880472E-01 a      1066     0    45     1    10
  9.8457990733862827E-02 a      1067     0    45     1    11
 -2.3243049006889660E-01 a      1068     0    45     1    12
  3.6895968774286714E-01 a      1069     0    45     1    13
 -1.2961118093179414E-02 a      1070     0    45     1    14
  4.3936308616243241E-01 a      1071     0    45     1    15
 -4.3842444402678460E-01 a      1072     0    45     1    16
  4.5086063538855514E-01 a      1073     0    45     1    17
 -1.5389408111736397E-01 a      1074     0    45     1    18
  9.1211808243939790E-02 a      1075     0    45     1    19
 -2.7264931248217317E-01 a      1076     0    45     1    20
  1.0997218422957467E-02 a      1077     0    45     1    21
  9.1787069403624577E-02 a      1078     0    45     1    22
 -1.1781825273913342E+00 a      1079     0    45     1    23
  3.5346816830363603E-01 a      1080     0    45     1    24
 -7.1036661638886389E-02 a      1081     0    46     1     1
 -7.1499176423279232E-01 a      1082     0    46     1     2
 -1.6014918377107772E-02 a      1083     0    46     1     3
  4.7069039057523826E-01 a      1084     0    46     1     4
  4.0123566840121688E-01 a      1085     0    46     1     5
  1.7988895491105250E-01 a      1086     0    46     1     6
  4.8245545739985851E-01 a      1087     0    46     1     7
  2.1302489050115911E-01 a      1088     0    46     1     8
 -3.3079166966836565E-01 a      1089     0    46     1     9
  1.9132610683582940E-01 a      1090     0    46     1    10
 -1.0364201783425375E-01 a      1091     0    46     1    11
  1.6120691409792606E-02 a      1092     0    46     1    12
 -1.3122956220648646E-01 a      1093     0    46     1    13
 -5.4468740964398832E-01 a      1094     0    46     1    14
 -3.7004667819612154E-02 a      1095     0    46     1    15
 -1.0389434246710645E-01 a      1096     0    46     1    16
  2.2542431333966320E-01 a      1097     0    46     1    17
  4.8209195986689318E-01 a      1098     0    46     1    18
 -1.9469831872974064E-01 a      1099     0    46     1    19
 -1.2415720333537011E-01 a      1100     0    46     1    20
 -8.2299392790385062E-02 a      1101     0    46     1    21
  2.6898384150987026E-01 a      1102     0    46     1    22
  2.5074230294758459E-01 a      1103     0    46     1    23
  6.3060079422201543E-01 a      1104     0    46     1    24
 -1.2162990472942770E-01 a      1105     0    47     1     1
  3.5587866538515767E-01 a      1106     0    47     1     2
 -2.9940127332252731E-01 a      1107     0    47     1     3
  1.8038675945857874E-01 a      1108     0    47     1     4
 -3.8977978030554067E-01 a      1109     0    47     1     5
  1.3505873804176596E-01 a      1110     0    47     1     6
  3.2568556763467227E-01 a      1111     0    47     1     7
  7.4090426858797701E-02 a      1112     0    47     1     8
  4.5362663790842639E-02 a      1113     0    47     1     9
  1.2057760215097066E-01 a      1114     0    47     1    10
  2.7864722251999933E-02 a      1115     0    47     1    11
 -4.3556273600683378E-02 a      1116     0    47     1    12
  5.6163888088111652E-02 a      1117     0    47     1    13
 -1.2369732643380539E-01 a      1118     0    47     1    14
 -1.3321404206708279E-01 a      1119     0    47     1    15
  2.2709815519204724E-01 a      1120     0    47     1    16
  4.2094047826155900E-01 a      1121     0    47     1    17
 -1.3750060593780439E-01 a      1122     0    47     1    18
  5.3911664882287613E-01 a      1123     0    47     1    19
 -4.6577353003453240E-02 a      1124     0    47     1    20
 -1.4584973680070581E-01 a      1125     0    47     1    21
  3.2946757987331590E-03 a      1126     0    47     1    22
 -1.9655660505088815E-01 a      1127     0    47     1    23
  2.4891223405462626E-01 a      1128     0    47     1    24
 -1.6647840471196582E-01 a      1129     0    48     1     1
  5.0330174558606677E-01 a      1130     0    48     1     2
 -4.9742312133113081E-01 a      1131     0    48     1     3
 -4.1069779947935914E-01 a      1132     0    48     1     4
  2.1087997274206019E-01 a      1133     0    48     1     5
 -8.6046914094943217E-01 a      1134     0    48     1     6
 -5.6258483382105227E-02 a      1135     0    48     1     7
 -3.4456172317653899E-01 a      1136     0    48     1     8
 -2.4332617560864842E-02 a      1137     0    48     1     9
  7.4291248648339747E-01 a      1138     0    48     1    10
  5.7428430667964281E-01 a      1139     0    48     1    11
 -7.9475094642775779E-01 a      1140     0    48     1    12
  3.7508734813586686E-01 a      1141     0    48     1    13
 -6.7213382627319440E-01 a      1142     0    48     1    14
  4.0051901771734688E-01 a      1143     0    48     1    15
  2.4950725839737567E-01 a      1144     0    48     1    16
  1.1784861507527451E+00 a      1145     0    48     1    17
  6.5286768495146918E-01 a      1146     0    48     1    18
 -6.5936166725894141E-01 a      1147     0    48     1    19
 -1.6553888927875757E+00 a      1148     0    48     1    20
 -4.2042187416466975E-01 a      1149     0    48     1    21
 -3.9205683389364232E-01 a      1150     0    48     1    22
  4.4871702171627048E-01 a      1151     0    48     1    23
 -2.3511785329512183E-01 a      1152     0    48     1    24
  2.4665378184691611E-01 a      1153     0    49     1     1
  2.4282316543024898E-01 a      1154     0    49     1     2
 -7.0898585824437213E-02 a      1155     0    49     1     3
  7.4119908174143223E-01 a      1156     0    49     1     4
  3.5383423423783639E-01 a      1157     0    49     1     5
 -3.4822735048884856E-01 a      1158     0    49     1     6
 -3.7456997900635641E-01 a      1159     0    49     1     7
  7.7453822202296396E-01 a      1160     0    49     1     8
 -3.2722084967673831E-01 a      1161     0    49     1     9
 -7.3161309795426233E-01 a      1162     0    49     1    10
 -2.3626202558370077E-01 a      1163     0    49     1    11
 -1.1114548697491734E-01 a      1164     0    49     1    12
 -6.2812908298849190E-01 a      1165     0    49     1    13
 -3.9494005553095629E-01 a      1166     0    49     1    14
  1.7826858995991002E-02 a      1167     0    49     1    15
  5.2036940778403151E-01 a      1168     0    49     1    16
  4.7859428247540442E-01 a      1169     0    49     1    17
  2.2699576629779336E-01 a      1170     0    49     1    18
  6.1885298373332875E-01 a      1171     0    49     1    19
  7.5826319517856022E-01 a      1172     0    49     1    20
  2.7332404284299761E-01 a      1173     0    49     1    21
 -1.0611450088898379E-01 a      1174     0    49     1    22
  5.8841725832216774E-01 a      1175     0    49     1    23
  5.9929441071288780E-01 a      1176     0    49     1    24
 -1.1578060605095297E+00 a      1177     0    50     1     1
  4.8510265426601401E-01 a      1178     0    50     1     2
 -1.8105608146189156E-01 a      1179     0    50     1     3
 -1.6010782543283575E-01 a      1180     0    50     1     4
  1.2158664585874308E-01 a      1181     0    50     1     5
  5.5889830277177632E-01 a      1182     0    50     1     6
 -3.5766773070433761E-01 a      1183     0    50     1     7
  5.5051276544082217E-01 a      1184     0    50     1     8
  1.7403624578153068E-01 a      1185     0    50     1     9
 -5.6326923064286993E-01 a      1186     0    50     1    10
  4.1209934951920213E-01 a      1187     0    50     1    11
 -4.1712080472608097E-02 a      1188     0    50     1    12
  4.2492705723542834E-01 a      1189     0    50     1    13
  7.7155065664852385E-01 a      1190     0    50     1    14
 -2.3699197245264762E-02 a      1191     0    50     1    15
 -1.0297277579082185E-01 a      1192     0    50     1    16
  1.2044152122654597E-01 a      1193     0    50     1    17
 -2.6077725708943073E-01 a      1194     0    50     1    18
  1.4576853549645332E+00 a      1195     0    50     1    19
  1.2355113088516802E-01 a      1196     0    50     1    20
  2.0964802135822500E-01 a      1197     0    50     1    21
  7.2506897262196657E-01 a      1198     0    50     1    22
  2.1876316994877984E-01 a      1199     0    50     1    23
 -4.4706531036810060E-01 a      1200     0    50     1    24
  3.0049107740840314E-01 a      1201     0    51     1     1
 -1.7591982128208875E-01 a      1202     0    51     1     2
 -2.1662467090795301E-01 a      1203     0    51     1     3
 -1.7698820151658426E-01 a      1204     0    51     1     4
 -3.8817839775548529E-01 a      1205     0    51     1     5
  1.3675458996596176E-01 a      1206     0    51     1     6
 -7.2878340022779242E-01 a      1207     0    51     1     7
  6.4019728962401568E-01 a      1208     0    51     1     8
 -1.4401908640492828E-01 a      1209     0    51     1     9
  6.7008991998833534E-01 a      1210     0    51     1    10
 -1.4861949986984424E-02 a      1211     0    51     1    11
  3.2967409343907667E-01 a      1212     0    51     1    12
 -6.9848346411851781E-01 a      1213     0    51     1    13
 -4.2326973675124002E-01 a      1214     0    51     1    14
 -7.8991237372902745E-01 a      1215     0    51     1    15
  1.0684815025719927E+00 a      1216     0    51     1    16
  4.1738063399968334E-01 a      1217     0    51     1    17
 -2.1483555518105135E-01 a      1218     0    51     1    18
  6.5586059246145734E-01 a      1219     0    51     1    19
  5.3559004620101891E-01 a      1220     0    51     1    20
  9.1354680934768173E-02 a      1221     0    51     1    21
 -4.7693193734815281E-01 a      1222     0    51     1    22
  3.0425159128469593E-02 a      1223     0    51     1    23
  1.4758670311647934E-01 a      1224     0    51     1    24
  6.7339718110031332E-01 a      1225     0    52     1     1
  1.1323588546249637E+00 a      1226     0    52     1     2
  7.0400774883170569E-01 a      1227     0    52     1     3
 -5.4131992818788266E-01 a      1228     0    52     1     4
  4.3149162372182281E-01 a      1229     0    52     1     5
 -8.3097294588514337E-01 a      1230     0    52     1     6
 -2.2716171534789184E-01 a      1231     0    52     1     7
 -5.1006575553064266E-02 a      1232     0    52     1     8
  1.4183265852368884E-01 a      1233     0    52     1     9
  4.1922561770500646E-02 a      1234     0    52     1    10
  1.6883698685938736E-01 a      1235     0    52     1    11
 -1.6097349632034879E+00 a      1236     0    52     1    12
  1.6962422603931351E-01 a      1237     0    52     1    13
  3.8252842987708852E-01 a      1238     0    52     1    14
  3.2470535180252857E-01 a      1239     0    52     1    15
  7.2554881252499037E-01 a      1240     0    52     1    16
 -1.8247048987460508E-02 a      1241     0    52     1    17
  9.4012974287853365E-02 a      1242     0    52     1    18
 -1.2116560589582841E-01 a      1243     0    52     1    19
 -4.7792557958815785E-01 a      1244     0    52     1    20
 -2.1370531393669390E-02 a      1245     0    52     1    21
 -4.6404756912437395E-01 a      1246     0    52     1    22
  6.5324467251159746E-01 a      1247     0    52     1    23
 -2.7075068699640703E-01 a      1248     0    52     1    24
  9.0775677895412674E-02 a      1249     0    53     1     1
  2.1852490268378745E-02 a      1250     0    53     1     2
  8.1901161585799465E-02 a      1251     0    53     1     3
 -6.0959374360347451E-01 a      1252     0    53     1     4
  1.7137734262118731E-01 a      1253     0    53     1     5
 -3.0460616291032988E-01 a      1254     0    53     1     6
 -1.2366164571010226E-01 a      1255     0    53     1     7
  2.6118992301344290E-01 a      1256     0    53     1     8
 -9.0800117187129659E-02 a      1257     0    53     1     9
  3.7820093825466354E-02 a      1258     0    53     1    10
 -5.6727891253118140E-02 a      1259     0    53     1    11
  1.7346099276173416E-01 a      1260     0    53     1    12
  3.5836564650301878E-01 a      1261     0    53     1    13
 -1.0397481321666920E-01 a      1262     0    53     1    14
 -2.3774960471220549E-01 a      1263     0    53     1    15
  2.5743560696255724E-01 a      1264     0    53     1    16
 -1.7020173433188598E-01 a      1265     0    53     1    17
 -1.2791707237703664E-01 a      1266     0    53     1    18
 -4.5586422008306073E-02 a      1267     0    53     1    19
 -1.6151736882950679E-01 a      1268     0    53     1    20
 -1.5023783311841571E-01 a      1269     0    53     1    21
 -8.2970557680929799E-02 a      1270     0    53     1    22
 -4.6800465737502489E-01 a      1271     0    53     1    23
 -7.1876313133567918E-02 a      1272     0    53     1    24
  2.2979853032650283E-01 a      1273     0    54     1     1
 -5.4790049221261217E-01 a      1274     0    54     1     2
  3.1152200026065030E-01 a      1275     0    54     1     3
 -1.8926539540378740E-01 a      1276     0    54     1     4
 -7.6569036361316664E-02 a      1277     0    54     1     5
 -4.0576702222111322E-01 a      1278     0    54     1     6
  9.2279361595740739E-02 a      1279     0    54     1     7
 -6.0932462633313966E-01 a      1280     0    54     1     8
  6.8948078397476395E-02 a      1281     0    54     1     9
  4.3391094450391321E-01 a      1282     0    54     1    10
  7.9728684511883550E-03 a      1283     0    54     1    11
 -4.1333747731874754E-01 a      1284     0    54     1    12
  7.1807975381465361E-01 a      1285     0    54     1    13
 -6.6276230900290209E-02 a      1286     0    54     1    14
 -2.7104852223070308E-01 a      1287     0    54     1    15
  9.5183189942426902E-02 a      1288     0    54     1    16
 -3.3575325760543445E-01 a      1289     0    54     1    17
  2.8544942108700516E-01 a      1290     0    54     1    18
 -7.7838095349977196E-02 a      1291     0    54     1    19
 -5.0033109718435886E-02 a      1292     0    54     1    20
 -1.3998342115333234E-01 a      1293     0    54     1    21
 -1.9756424526564187E-01 a      1294     0    54     1    22
  7.0160199009257607E-01 a      1295     0    54     1    23
 -5.3826438565625856E-01 a      1296     0    54     1    24
  8.6003703769766038E-01 a      1297     0    55     1     1
 -3.1556357488513775E-01 a      1298     0    55     1     2
  4.3595498443801362E-01 a      1299     0    55     1     3
  5.6726567230285144E-02 a      1300     0    55     1     4
  3.0394934052088329E-01 a      1301     0    55     1     5
 -1.1062753227986337E-01 a      1302     0    55     1     6
  1.0026426527569110E+00 a      1303     0    55     1     7
