################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.4049448024161386E-01 a      1573     0    66     1    13
 -2.1284964738520837E-01 a      1574     0    66     1    14
  1.0989769940757277E-01 a      1575     0    66     1    15
  3.3760674513273747E-01 a      1576     0    66     1    16
  3.1483872908238419E-01 a      1577     0    66     1    17
  1.2554273491950282E-01 a      1578     0    66     1    18
 -2.1252250999477931E-01 a      1579     0    66     1    19
 -3.5117535077263995E-01 a      1580     0    66     1    20
 -1.3315608515240002E-01 a      1581     0    66     1    21
 -4.1408686947349549E-01 a      1582     0    66     1    22
 -3.1551107167324205E-01 a      1583     0    66     1    23
 -3.7314855817329934E-01 a      1584     0    66     1    24
  1.7570386824662446E-01 a      1585     0    67     1     1
 -1.4849560939780201E-01 a      1586     0    67     1     2
  1.8266920372892909E-01 a      1587     0    67     1     3
  3.0166213980778361E-01 a      1588     0    67     1     4
  5.3781084143798841E-01 a      1589     0    67     1     5
  3.7914366494536098E-03 a      1590     0    67     1     6
  1.2155465867436722E-01 a      1591     0    67     1     7
 -1.5158114346119781E-02 a      1592     0    67     1     8
 -1.2147118238674852E-01 a      1593     0    67     1     9
 -3.4604217978918983E-01 a      1594     0    67     1    10
  4.5091930854939338E-01 a      1595     0    67     1    11
  1.0353636036954075E-01 a      1596     0    67     1    12
  4.4939960209546931E-01 a      1597     0    67     1    13
 -1.1293747353109204E-01 a      1598     0    67     1    14
  3.7809177439152747E-01 a      1599     0    67     1    15
  3.6454964078169498E-02 a      1600     0    67     1    16
 -2.0064756109112597E-01 a      1601     0    67     1    17
  1.1864865985208833E-01 a      1602     0    67     1    18
  9.8578796549882941E-01 a      1603     0    67     1    19
 -4.7488168271121123E-02 a      1604     0    67     1    20
  7.4196090720345012E-02 a      1605     0    67     1    21
  1.1890296975776367E-01 a      1606     0    67     1    22
  2.7723134367697372E-01 a      1607     0    67     1    23
 -3.7133884938982636E-01 a      1608     0    67     1    24
  1.4436291165755930E-01 a      1609     0    68     1     1
  3.0158287722934274E-01 a      1610     0    68     1     2
 -8.1467823673836004E-01 a      1611     0    68     1     3
 -6.5630900773000111E-01 a      1612     0    68     1     4
 -4.9781755328144156E-01 a      1613     0    68     1     5
 -5.1535214584449507E-01 a      1614     0    68     1     6
 -2.3498426889680449E-01 a      1615     0    68     1     7
 -2.5469318215598585E-01 a      1616     0    68     1     8
  8.9215678766050532E-01 a      1617     0    68     1     9
  6.4315155663349655E-01 a      1618     0    68     1    10
  6.2205632904233588E-01 a      1619     0    68     1    11
 -4.8067544303602433E-01 a      1620     0    68     1    12
  7.4455108790976088E-01 a      1621     0    68     1    13
  8.1281464914698920E-01 a      1622     0    68     1    14
  4.3867499265133142E-01 a      1623     0    68     1    15
  2.8873537088581502E-01 a      1624     0    68     1    16
 -1.6654704818669483E-01 a      1625     0    68     1    17
  4.7184621073402613E-02 a      1626     0    68     1    18
  7.9937398506934806E-02 a      1627     0    68     1    19
 -3.4254693040603584E-01 a      1628     0    68     1    20
 -6.0198611140461364E-02 a      1629     0    68     1    21
  3.6308526003608559E-02 a      1630     0    68     1    22
 -1.6520391992982875E+00 a      1631     0    68     1    23
  8.5949160463836982E-01 a      1632     0    68     1    24
  6.7637387355074485E-01 a      1633     0    69     1     1
  1.4451573011641790E+00 a      1634     0    69     1     2
  3.0094253624334749E-01 a      1635     0    69     1     3
 -1.7027763641131297E-01 a      1636     0    69     1     4
  7.5065173871665125E-01 a      1637     0    69     1     5
  9.3175564086645057E-01 a      1638     0    69     1     6
 -9.1628353937037110E-01 a      1639     0    69     1     7
  1.0415346154174629E-01 a      1640     0    69     1     8
  7.1194136230150895E-01 a      1641     0    69     1     9
 -9.5199136292811437E-01 a      1642     0    69     1    10
 -4.7500478160281095E-01 a      1643     0    69     1    11
 -4.7204206442174063E-01 a      1644     0    69     1    12
  2.0621923614374835E+00 a      1645     0    69     1    13
  2.2940296847873720E-01 a      1646     0    69     1    14
  6.7599658480463523E-02 a      1647     0    69     1    15
  6.3838159783264758E-01 a      1648     0    69     1    16
  2.8124193950769837E-02 a      1649     0    69     1    17
 -8.5668574522178492E-02 a      1650     0    69     1    18
 -1.0018911450651178E+00 a      1651     0    69     1    19
 -5.1178392235024550E-01 a      1652     0    69     1    20
  6.1666081216881795E-02 a      1653     0    69     1    21
  1.3112652203799406E+00 a      1654     0    69     1    22
  1.0681719694571159E+00 a      1655     0    69     1    23
 -6.8559444898015090E-02 a      1656     0    69     1    24
 -5.8348448918442142E-01 a      1657     0    70     1     1
 -7.8664955308636964E-01 a      1658     0    70     1     2
 -9.9029418009450221E-01 a      1659     0    70     1     3
  8.0615327162768924E-02 a      1660     0    70     1     4
  2.4740212876691775E-01 a      1661     0    70     1     5
  3.7997961157403393E-01 a      1662     0    70     1     6
 -5.5180935918457449E-02 a      1663     0    70     1     7
  6.2892942405289587E-01 a      1664     0    70     1     8
 -7.3861940496932355E-01 a      1665     0    70     1     9
 -1.2371573253769987E-01 a      1666     0    70     1    10
 -7.1924868448130974E-01 a      1667     0    70     1    11
  2.2298141731149640E-01 a      1668     0    70     1    12
 -3.1648211948748117E-01 a      1669     0    70     1    13
 -6.9898897889606348E-02 a      1670     0    70     1    14
 -3.5701383893618527E-01 a      1671     0    70     1    15
 -9.0190541788361311E-01 a      1672     0    70     1    16
 -3.7197010520341456E-01 a      1673     0    70     1    17
  8.6236475872728691E-01 a      1674     0    70     1    18
 -2.9311894129100069E-01 a      1675     0    70     1    19
  3.2584425409537060E-01 a      1676     0    70     1    20
 -2.5107634143870464E-02 a      1677     0    70     1    21
 -4.0902320299777489E-01 a      1678     0    70     1    22
  3.1432653136189037E-01 a      1679     0    70     1    23
  4.1198953200441429E-01 a      1680     0    70     1    24
 -8.3141609294252916E-01 a      1681     0    71     1     1
  1.0076011954382733E+00 a      1682     0    71     1     2
 -9.8522098694255122E-01 a      1683     0    71     1     3
  1.1034436050167348E-01 a      1684     0    71     1     4
 -4.2235747838164625E-02 a      1685     0    71     1     5
 -1.7329014528549544E+00 a      1686     0    71     1     6
  1.1518794064104125E+00 a      1687     0    71     1     7
  7.1730793529924466E-02 a      1688     0    71     1     8
  7.5895233101170689E-01 a      1689     0    71     1     9
 -5.3633825858350459E-01 a      1690     0    71     1    10
 -1.0091388123147651E+00 a      1691     0    71     1    11
 -1.3153725121611046E+00 a      1692     0    71     1    12
  5.2276270316730411E-01 a      1693     0    71     1    13
  5.7440308161782361E-01 a      1694     0    71     1    14
 -1.2916308236926555E+00 a      1695     0    71     1    15
  3.4807588811279833E-01 a      1696     0    71     1    16
  1.7053517477178408E+00 a      1697     0    71     1    17
  7.4675924846251451E-01 a      1698     0    71     1    18
  1.1174668804869401E+00 a      1699     0    71     1    19
 -1.9140208242344716E+00 a      1700     0    71     1    20
 -4.1387969387330970E-01 a      1701     0    71     1    21
  9.5385380990050039E-01 a      1702     0    71     1    22
 -3.5223352687111836E-01 a      1703     0    71     1    23
 -6.7667581350478423E-01 a      1704     0    71     1    24
  4.2577894475600953E-01 a      1705     0    72     1     1
  6.9377168652189380E-01 a      1706     0    72     1     2
  3.0026630728772352E-01 a      1707     0    72     1     3
  6.1588771308544718E-02 a      1708     0    72     1     4
  4.9067508002740179E-02 a      1709     0    72     1     5
  4.7047494925504046E-01 a      1710     0    72     1     6
 -3.2460722568822226E-01 a      1711     0    72     1     7
 -5.0923599396611841E-01 a      1712     0    72     1     8
  1.9293573757884219E-01 a      1713     0    72     1     9
 -2.5715417008578206E-01 a      1714     0    72     1    10
  5.2002866358871302E-01 a      1715     0    72     1    11
 -4.8878581761104814E-05 a      1716     0    72     1    12
  4.9681551728792273E-01 a      1717     0    72     1    13
 -2.8777483852586089E-01 a      1718     0    72     1    14
  4.2213371218458431E-02 a      1719     0    72     1    15
  1.1319162392273659E-02 a      1720     0    72     1    16
  6.6246473821639285E-01 a      1721     0    72     1    17
  3.1052893537503883E-02 a      1722     0    72     1    18
  3.7067545776486338E-01 a      1723     0    72     1    19
  2.2078986914673743E-01 a      1724     0    72     1    20
  3.7199442930216325E-01 a      1725     0    72     1    21
  5.1277499361826984E-01 a      1726     0    72     1    22
  8.1054126917515526E-02 a      1727     0    72     1    23
 -5.3432549452832978E-01 a      1728     0    72     1    24
  7.2646560897026458E-01 a      1729     0    73     1     1
  5.0440162903304597E-01 a      1730     0    73     1     2
  4.8621005958758667E-01 a      1731     0    73     1     3
 -3.7448027515798260E-02 a      1732     0    73     1     4
 -4.7672666179145623E-01 a      1733     0    73     1     5
 -3.8372558943112611E-01 a      1734     0    73     1     6
  2.1991819708181623E-01 a      1735     0    73     1     7
  1.0096305679472854E-01 a      1736     0    73     1     8
  4.1454399014081283E-01 a      1737     0    73     1     9
 -3.4904206668693888E-01 a      1738     0    73     1    10
 -5.4831195660460530E-01 a      1739     0    73     1    11
  1.7330305829564252E-01 a      1740     0    73     1    12
 -5.9174884607567568E-01 a      1741     0    73     1    13
 -3.2985209180946801E-01 a      1742     0    73     1    14
 -1.2309783262644711E-01 a      1743     0    73     1    15
  5.9402886984684233E-01 a      1744     0    73     1    16
  5.6300490674894288E-02 a      1745     0    73     1    17
  7.1521201688997896E-03 a      1746     0    73     1    18
  6.5756344567588232E-01 a      1747     0    73     1    19
  3.5869438643555812E-01 a      1748     0    73     1    20
 -1.7606477866055825E-01 a      1749     0    73     1    21
 -6.5151649385905808E-01 a      1750     0    73     1    22
  7.6195727894015219E-01 a      1751     0    73     1    23
  1.3746504173329857E-01 a      1752     0    73     1    24
 -1.1516000281830208E-01 a      1753     0    74     1     1
 -1.0286037728080182E-01 a      1754     0    74     1     2
 -8.8820464135919808E-01 a      1755     0    74     1     3
  6.3956219630216693E-01 a      1756     0    74     1     4
 -3.3650495568946159E-01 a      1757     0    74     1     5
  1.0014683160887501E+00 a      1758     0    74     1     6
 -8.1577286259304349E-01 a      1759     0    74     1     7
  6.3164826465346569E-01 a      1760     0    74     1     8
 -9.7776693882840182E-01 a      1761     0    74     1     9
 -4.0114984486996547E-01 a      1762     0    74     1    10
  1.6882164404286767E-01 a      1763     0    74     1    11
 -4.3615219503092578E-01 a      1764     0    74     1    12
  3.9217230257371732E-01 a      1765     0    74     1    13
  2.3393995885832974E-01 a      1766     0    74     1    14
 -1.6230033447975950E-01 a      1767     0    74     1    15
 -7.9331041880153075E-01 a      1768     0    74     1    16
 -7.9913637638822602E-02 a      1769     0    74     1    17
 -1.0458499725223265E+00 a      1770     0    74     1    18
  5.4478901492688681E-01 a      1771     0    74     1    19
  5.3054962207141299E-01 a      1772     0    74     1    20
  4.8068559243305781E-01 a      1773     0    74     1    21
  1.2128511825713024E-01 a      1774     0    74     1    22
 -3.4566907100681576E-01 a      1775     0    74     1    23
  1.9044492083739878E-01 a      1776     0    74     1    24
  1.7159424864344941E-01 a      1777     0    75     1     1
  1.3297344106617548E-01 a      1778     0    75     1     2
  1.8886205921196450E-01 a      1779     0    75     1     3
  3.6316595852973771E-01 a      1780     0    75     1     4
 -3.6721612128322995E-05 a      1781     0    75     1     5
  6.4966332006463301E-01 a      1782     0    75     1     6
  4.2663834346895274E-01 a      1783     0    75     1     7
 -7.4191393541738315E-01 a      1784     0    75     1     8
 -6.5948498656170551E-01 a      1785     0    75     1     9
  1.5024791805639043E-01 a      1786     0    75     1    10
 -2.3396059697340613E-01 a      1787     0    75     1    11
  2.5548011944977145E-01 a      1788     0    75     1    12
 -5.1837592443721969E-01 a      1789     0    75     1    13
  3.0863688812791912E-01 a      1790     0    75     1    14
  3.3311253305804173E-01 a      1791     0    75     1    15
 -6.3274770692498317E-02 a      1792     0    75     1    16
 -5.7577267289819367E-01 a      1793     0    75     1    17
 -4.9486609253198038E-01 a      1794     0    75     1    18
  1.7634436294013850E-01 a      1795     0    75     1    19
  1.4220316225941592E+00 a      1796     0    75     1    20
  8.0795250233886196E-01 a      1797     0    75     1    21
 -4.8436005355179740E-01 a      1798     0    75     1    22
  8.3193399106607668E-02 a      1799     0    75     1    23
  1.8460636834251257E-01 a      1800     0    75     1    24
  2.9367115817261924E-01 a      1801     0    76     1     1
  1.8627668618329460E-01 a      1802     0    76     1     2
  1.1221174426041480E-01 a      1803     0    76     1     3
 -2.7365502354054083E-01 a      1804     0    76     1     4
  2.1293004817759900E-01 a      1805     0    76     1     5
 -5.2375935147842767E-01 a      1806     0    76     1     6
 -4.1861142577697263E-01 a      1807     0    76     1     7
 -2.3625058539259716E-01 a      1808     0    76     1     8
  5.0363051328278841E-01 a      1809     0    76     1     9
  1.8844443964079380E-01 a      1810     0    76     1    10
  5.5246305661944793E-02 a      1811     0    76     1    11
  4.1938077207295033E-01 a      1812     0    76     1    12
 -8.3460251945198290E-03 a      1813     0    76     1    13
 -6.8812712363165746E-02 a      1814     0    76     1    14
  3.2238034878414301E-01 a      1815     0    76     1    15
  1.1641351133628937E+00 a      1816     0    76     1    16
  4.0895227998810374E-01 a      1817     0    76     1    17
 -2.3708368734504195E-01 a      1818     0    76     1    18
 -3.1835677080279673E-01 a      1819     0    76     1    19
 -3.9796958399853161E-01 a      1820     0    76     1    20
  1.0447925418592807E-03 a      1821     0    76     1    21
  6.3489850237289769E-01 a      1822     0    76     1    22
  4.5678904423923403E-02 a      1823     0    76     1    23
 -1.9694975493462116E-01 a      1824     0    76     1    24
 -3.6736172222515476E-03 a      1825     0    77     1     1
 -4.2169025214614214E-01 a      1826     0    77     1     2
 -3.6109496138795877E-01 a      1827     0    77     1     3
  7.4734287960016144E-01 a      1828     0    77     1     4
  4.8473682174403315E-02 a      1829     0    77     1     5
  3.8727877836262536E-01 a      1830     0    77     1     6
 -6.6810912252607157E-01 a      1831     0    77     1     7
  2.7334482598598936E-01 a      1832     0    77     1     8
 -7.7204597130064556E-01 a      1833     0    77     1     9
  3.6823985322440561E-01 a      1834     0    77     1    10
  7.9811381790308566E-01 a      1835     0    77     1    11
 -3.0478508213375687E-02 a      1836     0    77     1    12
  6.6516587191293974E-01 a      1837     0    77     1    13
  4.2077537419652389E-01 a      1838     0    77     1    14
  1.1794345915498569E-02 a      1839     0    77     1    15
 -2.3091662402098007E-01 a      1840     0    77     1    16
  1.3939516599476207E+00 a      1841     0    77     1    17
  6.6642643926555237E-02 a      1842     0    77     1    18
  1.0244962189678131E+00 a      1843     0    77     1    19
 -8.2891027293574349E-01 a      1844     0    77     1    20
  5.0650282135379317E-02 a      1845     0    77     1    21
 -8.4415384478122490E-01 a      1846     0    77     1    22
 -9.2161071213934731E-01 a      1847     0    77     1    23
 -1.0910733198622344E+00 a      1848     0    77     1    24
  3.4845884126368909E-01 a      1849     0    78     1     1
 -1.2834111710271906E-01 a      1850     0    78     1     2
 -1.7084433461214862E-01 a      1851     0    78     1     3
 -3.2205133423822463E-01 a      1852     0    78     1     4
  3.1329135841371436E-01 a      1853     0    78     1     5
 -9.5897001390141012E-01 a      1854     0    78     1     6
 -4.5246772680924879E-01 a      1855     0    78     1     7
  5.0187137906970958E-01 a      1856     0    78     1     8
  1.2809151634031584E+00 a      1857     0    78     1     9
  6.8648556709789987E-01 a      1858     0    78     1    10
  4.0155130584113463E-01 a      1859     0    78     1    11
 -8.1672864755366015E-01 a      1860     0    78     1    12
 -7.0380624186919460E-01 a      1861     0    78     1    13
  5.0188138817949490E-01 a      1862     0    78     1    14
 -6.4560172996247223E-02 a      1863     0    78     1    15
  2.4212036508559109E-01 a      1864     0    78     1    16
  1.5647915164057391E-01 a      1865     0    78     1    17
 -1.9393261781900598E-01 a      1866     0    78     1    18
  1.3923760657904941E-01 a      1867     0    78     1    19
  4.9803510010408175E-01 a      1868     0    78     1    20
  3.4194455099923284E-02 a      1869     0    78     1    21
  2.5467593178309467E-01 a      1870     0    78     1    22
  5.3754305151144688E-01 a      1871     0    78     1    23
  5.9583541267861762E-01 a      1872     0    78     1    24
  2.6034216339177602E-01 a      1873     0    79     1     1
 -9.1824427036355105E-01 a      1874     0    79     1     2
 -1.4341863111244851E-01 a      1875     0    79     1     3
  2.6944618550560590E-01 a      1876     0    79     1     4
  3.5445602383322544E-01 a      1877     0    79     1     5
  5.6921721668938385E-01 a      1878     0    79     1     6
  1.2306168326988089E-01 a      1879     0    79     1     7
 -2.3691098591600485E-01 a      1880     0    79     1     8
 -4.6305681107093183E-01 a      1881     0    79     1     9
  5.5414227151405970E-01 a      1882     0    79     1    10
  1.0137256017685724E-01 a      1883     0    79     1    11
  9.0826112841941775E-01 a      1884     0    79     1    12
  2.0454555832075169E-01 a      1885     0    79     1    13
  8.9948362133459702E-04 a      1886     0    79     1    14
 -2.6896129323996404E-01 a      1887     0    79     1    15
  5.4344632651756250E-04 a      1888     0    79     1    16
 -7.1088967639693690E-01 a      1889     0    79     1    17
 -7.0321045271925342E-01 a      1890     0    79     1    18
  1.9928378018669906E-02 a      1891     0    79     1    19
  9.1058903864672125E-01 a      1892     0    79     1    20
  2.6113035022191564E-02 a      1893     0    79     1    21
 -2.9415524461752784E-01 a      1894     0    79     1    22
 -3.8105250900987903E-01 a      1895     0    79     1    23
  2.7091642125138699E-01 a      1896     0    79     1    24
 -5.7625937273598726E-01 a      1897     0    80     1     1
 -9.9121806207141960E-01 a      1898     0    80     1     2
 -1.5385774852449261E+00 a      1899     0    80     1     3
 -3.3853466904849006E-01 a      1900     0    80     1     4
  1.5529468644065809E+00 a      1901     0    80     1     5
 -3.0558262628903043E-01 a      1902     0    80     1     6
  2.0752499008214284E-02 a      1903     0    80     1     7
  1.2982503822994953E+00 a      1904     0    80     1     8
 -4.6524913042148586E-01 a      1905     0    80     1     9
  1.2364006368686822E+00 a      1906     0    80     1    10
 -7.7471728942747689E-02 a      1907     0    80     1    11
 -8.2417683218087803E-02 a      1908     0    80     1    12
  1.9938947747344157E-01 a      1909     0    80     1    13
  5.3036726682757274E-01 a      1910     0    80     1    14
  4.1701149040009400E-01 a      1911     0    80     1    15
 -4.2049936757123069E-01 a      1912     0    80     1    16
 -1.6521246338535136E+00 a      1913     0    80     1    17
  2.3904134705821384E-01 a      1914     0    80     1    18
 -3.5714093383290423E-02 a      1915     0    80     1    19
 -2.8323650015940231E-02 a      1916     0    80     1    20
 -4.8160378739260384E-01 a      1917     0    80     1    21
 -7.8986550001833600E-01 a      1918     0    80     1    22
 -4.8839351711873730E-01 a      1919     0    80     1    23
  8.9312605235946807E-01 a      1920     0    80     1    24
 -6.8023823995246271E-02 a      1921     0    81     1     1
  3.5791144553799609E-01 a      1922     0    81     1     2
 -1.2910249126065616E+00 a      1923     0    81     1     3
 -2.6186350554682081E-01 a      1924     0    81     1     4
  3.4689273856755393E-01 a      1925     0    81     1     5
  5.9150027896287949E-01 a      1926     0    81     1     6
 -9.8666713743090095E-01 a      1927     0    81     1     7
 -2.9571384269183369E-02 a      1928     0    81     1     8
 -1.3390096854915992E-01 a      1929     0    81     1     9
  1.3280903162569993E-01 a      1930     0    81     1    10
  3.1064792608656006E-01 a      1931     0    81     1    11
 -7.1389646135970619E-01 a      1932     0    81     1    12
 -5.1569149141779058E-01 a      1933     0    81     1    13
 -4.7141083041422527E-01 a      1934     0    81     1    14
  1.2114534589659139E-01 a      1935     0    81     1    15
 -2.3556599241653084E-01 a      1936     0    81     1    16
 -2.0732339323108165E-01 a      1937     0    81     1    17
  4.5756135284199595E-01 a      1938     0    81     1    18
 -1.0348747083948273E+00 a      1939     0    81     1    19
 -9.1100892263758348E-01 a      1940     0    81     1    20
  1.9605217778196137E-02 a      1941     0    81     1    21
  5.5464267885903895E-01 a      1942     0    81     1    22
 -2.2909236571029049E-01 a      1943     0    81     1    23
 -3.8954192368211504E-01 a      1944     0    81     1    24
  2.8794865358341254E-01 a      1945     0    82     1     1
 -4.9616468383147061E-01 a      1946     0    82     1     2
 -3.7570292036689645E-01 a      1947     0    82     1     3
  4.4084207601261549E-01 a      1948     0    82     1     4
  2.8283231208646203E-01 a      1949     0    82     1     5
  3.2529865940460034E-01 a      1950     0    82     1     6
 -4.3710250852185550E-01 a      1951     0    82     1     7
  1.2172327277080449E-02 a      1952     0    82     1     8
  1.0555708667963770E+00 a      1953     0    82     1     9
  2.9142266728208649E-01 a      1954     0    82     1    10
 -2.0679820940312146E-01 a      1955     0    82     1    11
 -2.5399078509264988E-01 a      1956     0    82     1    12
  6.9940749508800326E-01 a      1957     0    82     1    13
 -5.7977170337709649E-01 a      1958     0    82     1    14
  1.2536314981913179E+00 a      1959     0    82     1    15
 -3.4517167646294056E-01 a      1960     0    82     1    16
  6.7715272514133018E-01 a      1961     0    82     1    17
  1.0434912033192216E+00 a      1962     0    82     1    18
 -1.1883304575989015E+00 a      1963     0    82     1    19
  3.0927419004882639E-01 a      1964     0    82     1    20
 -5.4276453712454786E-01 a      1965     0    82     1    21
  3.6134990592635718E-01 a      1966     0    82     1    22
  2.2946185049660472E-01 a      1967     0    82     1    23
  1.6881747554424642E-01 a      1968     0    82     1    24
 -5.1402153678030882E-01 a      1969     0    83     1     1
  1.6738069827338625E-01 a      1970     0    83     1     2
 -5.9935266012689448E-01 a      1971     0    83     1     3
  1.2621770587441397E-01 a      1972     0    83     1     4
 -3.3214691014181630E-01 a      1973     0    83     1     5
  2.2723960738968693E-01 a      1974     0    83     1     6
 -1.0235071332621488E+00 a      1975     0    83     1     7
  5.6540227691850331E-01 a      1976     0    83     1     8
 -1.5433421051566681E-01 a      1977     0    83     1     9
 -1.0843601973473174E+00 a      1978     0    83     1    10
 -6.5276882758512456E-02 a      1979     0    83     1    11
  6.8623566733215091E-01 a      1980     0    83     1    12
  1.0284323822332229E+00 a      1981     0    83     1    13
 -2.4949756204101339E-01 a      1982     0    83     1    14
 -5.8952112736504203E-01 a      1983     0    83     1    15
  1.1845905488396877E+00 a      1984     0    83     1    16
  6.0261210184002927E-02 a      1985     0    83     1    17
 -8.5675398456091467E-01 a      1986     0    83     1    18
  5.7960047248902180E-01 a      1987     0    83     1    19
 -3.2942301818687586E-01 a      1988     0    83     1    20
 -7.2793524666756957E-03 a      1989     0    83     1    21
  6.1070941393849765E-01 a      1990     0    83     1    22
  1.8285983316932006E-01 a      1991     0    83     1    23
  5.3242624211979103E-02 a      1992     0    83     1    24
 -2.4422760061719093E-01 a      1993     0    84     1     1
  2.7298812066336375E-01 a      1994     0    84     1     2
 -8.3996196570299969E-02 a      1995     0    84     1     3
 -4.5850475049358702E-01 a      1996     0    84     1     4
  1.5544022131145321E-01 a      1997     0    84     1     5
 -3.3180694367348240E-01 a      1998     0    84     1     6
 -1.7460765158996994E-01 a      1999     0    84     1     7
  1.7165590495062469E-01 a      2000     0    84     1     8
  9.8486155045106410E-02 a      2001     0    84     1     9
  5.7737202349581948E-02 a      2002     0    84     1    10
  5.0147709587805518E-02 a      2003     0    84     1    11
 -1.5775207491121127E-01 a      2004     0    84     1    12
  4.1011417645309600E-01 a      2005     0    84     1    13
 -7.2815442325415730E-02 a      2006     0    84     1    14
 -4.3698131696713105E-01 a      2007     0    84     1    15
 -4.6851651999805628E-02 a      2008     0    84     1    16
  1.8312838275100476E-01 a      2009     0    84     1    17
 -1.4106917556196282E-02 a      2010     0    84     1    18
 -5.7436451256388708E-02 a      2011     0    84     1    19
  3.5962146034614956E-01 a      2012     0    84     1    20
  1.1913834946847807E-01 a      2013     0    84     1    21
  7.0766511474918831E-02 a      2014     0    84     1    22
 -2.7842098485757538E-01 a      2015     0    84     1    23
  4.4744452498640203E-01 a      2016     0    84     1    24
  5.4276246962619157E-01 a      2017     0    85     1     1
 -5.5030927463310297E-01 a      2018     0    85     1     2
 -2.9972101008609164E-01 a      2019     0    85     1     3
  5.4459157006574244E-01 a      2020     0    85     1     4
 -7.9469344924279983E-01 a      2021     0    85     1     5
  6.3544371899709229E-01 a      2022     0    85     1     6
 -1.3666376891381899E+00 a      2023     0    85     1     7
 -5.5331306464691365E-01 a      2024     0    85     1     8
 -1.8090400969542375E-01 a      2025     0    85     1     9
  4.0921427940379451E-02 a      2026     0    85     1    10
 -2.2827019969582585E-01 a      2027     0    85     1    11
  6.6928952633759953E-01 a      2028     0    85     1    12
 -8.8824105837155803E-02 a      2029     0    85     1    13
  5.1518527341411691E-01 a      2030     0    85     1    14
 -2.7251935998782565E-02 a      2031     0    85     1    15
 -1.5328663489546673E-01 a      2032     0    85     1    16
  1.0772164627707850E+00 a      2033     0    85     1    17
 -3.6934795041615054E-01 a      2034     0    85     1    18
  3.9837059284819154E-01 a      2035     0    85     1    19
  9.6418651097625885E-01 a      2036     0    85     1    20
  3.3226874557281721E-01 a      2037     0    85     1    21
 -6.3905438444555218E-01 a      2038     0    85     1    22
  8.9760127550637636E-01 a      2039     0    85     1    23
  8.8941291367546204E-03 a      2040     0    85     1    24
  4.9877030629052710E-01 a      2041     0    86     1     1
  1.1708418193857777E+00 a      2042     0    86     1     2
  9.8088909505884073E-02 a      2043     0    86     1     3
 -6.8924710761567598E-01 a      2044     0    86     1     4
 -1.2094325339425955E+00 a      2045     0    86     1     5
 -1.2281657127334582E+00 a      2046     0    86     1     6
 -7.8144883218064798E-01 a      2047     0    86     1     7
 -1.0270206384460598E-01 a      2048     0    86     1     8
 -7.9464737022826559E-01 a      2049     0    86     1     9
 -7.4280686866001866E-02 a      2050     0    86     1    10
 -4.2582637264849643E-01 a      2051     0    86     1    11
 -3.3930360973360113E-01 a      2052     0    86     1    12
 -7.6880830909936215E-01 a      2053     0    86     1    13
 -3.1879377978778611E-01 a      2054     0    86     1    14
 -3.9838721601551080E-01 a      2055     0    86     1    15
 -5.8769490711787842E-01 a      2056     0    86     1    16
  3.6520637615630752E-01 a      2057     0    86     1    17
  1.5771196826843753E-01 a      2058     0    86     1    18
  1.3873948791996782E+00 a      2059     0    86     1    19
  1.8869460433903276E-01 a      2060     0    86     1    20
  1.8322769958796678E-01 a      2061     0    86     1    21
 -1.2299224753526883E-01 a      2062     0    86     1    22
  7.1407017498869207E-01 a      2063     0    86     1    23
  1.0919312075335399E+00 a      2064     0    86     1    24
  8.3081720573400519E-02 a      2065     0    87     1     1
 -1.4927747806447081E-01 a      2066     0    87     1     2
  3.6893844838680417E-01 a      2067     0    87     1     3
 -5.3806046143549890E-01 a      2068     0    87     1     4
  7.0610028461812124E-01 a      2069     0    87     1     5
 -5.6010008631327179E-01 a      2070     0    87     1     6
  1.2998595298520810E-02 a      2071     0    87     1     7
 -1.8162556075878439E-01 a      2072     0    87     1     8
  3.5945290683537146E-01 a      2073     0    87     1     9
  6.2189049172340105E-01 a      2074     0    87     1    10
  9.0265569957147657E-02 a      2075     0    87     1    11
 -1.3075060485732767E-01 a      2076     0    87     1    12
 -6.6464843154689968E-01 a      2077     0    87     1    13
 -3.4359709057743876E-01 a      2078     0    87     1    14
 -3.0264222719402434E-02 a      2079     0    87     1    15
  4.7052044906116164E-01 a      2080     0    87     1    16
 -2.3035124646924229E-01 a      2081     0    87     1    17
  4.9174727790410355E-01 a      2082     0    87     1    18
 -6.0484441592226568E-01 a      2083     0    87     1    19
  4.2711478127237676E-02 a      2084     0    87     1    20
 -1.6706133643549209E-01 a      2085     0    87     1    21
 -5.8517826731094047E-01 a      2086     0    87     1    22
  8.3667483959508537E-01 a      2087     0    87     1    23
 -2.4006823811499287E-01 a      2088     0    87     1    24
 -1.8976447797932255E-01 a      2089     0    88     1     1
 -7.3848484999169350E-01 a      2090     0    88     1     2
  4.6035079876194973E-01 a      2091     0    88     1     3
