################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.8656597618447679E-01 a       935     0    39     1    23
  5.6799922626490071E-02 a       936     0    39     1    24
 -3.4415513779326820E-02 a       937     0    40     1     1
  4.0792518319174534E-02 a       938     0    40     1     2
 -1.1752195539535441E-01 a       939     0    40     1     3
  6.8728813631227847E-02 a       940     0    40     1     4
 -2.5938476751436668E-01 a       941     0    40     1     5
  1.7761108862462016E-01 a       942     0    40     1     6
 -1.8865491666081910E-02 a       943     0    40     1     7
  9.4339839505479847E-02 a       944     0    40     1     8
 -9.4391737459811942E-02 a       945     0    40     1     9
 -2.2285915886968494E-01 a       946     0    40     1    10
 -2.3556872947103480E-01 a       947     0    40     1    11
  1.1296941315156175E-01 a       948     0    40     1    12
  2.7724194209572584E-01 a       949     0    40     1    13
 -5.9105217786848852E-02 a       950     0    40     1    14
 -1.3677363883917948E-01 a       951     0    40     1    15
  1.7473824105788799E-01 a       952     0    40     1    16
 -9.1526742072561229E-02 a       953     0    40     1    17
 -1.6447523896445207E-01 a       954     0    40     1    18
  4.0488625566075784E-02 a       955     0    40     1    19
  8.3559567485743058E-02 a       956     0    40     1    20
 -4.1193439742065775E-03 a       957     0    40     1    21
 -1.8379792570429063E-01 a       958     0    40     1    22
  3.1785373171937648E-01 a       959     0    40     1    23
 -1.0686653308875922E-01 a       960     0    40     1    24
  1.0137639501766448E-02 a       961     0    41     1     1
  1.1684278110572281E-01 a       962     0    41     1     2
  3.0028190786265258E-02 a       963     0    41     1     3
  4.3290176996067443E-02 a       964     0    41     1     4
 -2.5442781320621340E-02 a       965     0    41     1     5
  1.3762907105428673E-01 a       966     0    41     1     6
 -4.7895937532764422E-02 a       967     0    41     1     7
 -1.0563121868467963E-01 a       968     0    41     1     8
  3.6344927077536157E-02 a       969     0    41     1     9
 -1.3485523978330777E-02 a       970     0    41     1    10
  6.5624702400262067E-02 a       971     0    41     1    11
 -1.4005578939969049E-01 a       972     0    41     1    12
 -1.6761971503383485E-01 a       973     0    41     1    13
 -2.5700049814905129E-01 a       974     0    41     1    14
 -1.5258294252017679E-01 a       975     0    41     1    15
  2.1147209654218280E-01 a       976     0    41     1    16
  1.2667784276854535E-01 a       977     0    41     1    17
 -2.6068004886503026E-02 a       978     0    41     1    18
 -2.0144575610526825E-03 a       979     0    41     1    19
  3.1736144658657948E-02 a       980     0    41     1    20
 -7.0220298818034585E-02 a       981     0    41     1    21
 -5.2022162846174058E-02 a       982     0    41     1    22
 -1.4816871787463820E-01 a       983     0    41     1    23
  6.0749770514764601E-02 a       984     0    41     1    24
  2.7569692996538248E-02 a       985     0    42     1     1
  3.7897568539512053E-02 a       986     0    42     1     2
 -2.9728605743677017E-01 a       987     0    42     1     3
 -1.5090191606800960E-01 a       988     0    42     1     4
  4.8456283134641627E-02 a       989     0    42     1     5
  5.4755584900606571E-03 a       990     0    42     1     6
 -2.5206817970152756E-01 a       991     0    42     1     7
 -2.0823706029476519E-02 a       992     0    42     1     8
  6.4619878181158288E-02 a       993     0    42     1     9
 -1.2817217140490411E-01 a       994     0    42     1    10
  1.4085435907153228E-02 a       995     0    42     1    11
  7.9131852955385440E-02 a       996     0    42     1    12
 -1.7284541655047386E-01 a       997     0    42     1    13
  1.4244774477292807E-01 a       998     0    42     1    14
 -7.0213154877239239E-02 a       999     0    42     1    15
 -1.3104289211807951E-01 a      1000     0    42     1    16
  1.1813481172490367E-01 a      1001     0    42     1    17
  9.0157099282134306E-02 a      1002     0    42     1    18
 -5.8075359677381609E-02 a      1003     0    42     1    19
 -4.9129979640541832E-02 a      1004     0    42     1    20
  8.8258340301583776E-02 a      1005     0    42     1    21
 -2.2176017348406870E-03 a      1006     0    42     1    22
 -2.2363975332802450E-02 a      1007     0    42     1    23
 -3.3052282127418992E-01 a      1008     0    42     1    24
 -2.3097226386654734E-01 a      1009     0    43     1     1
 -1.0725835880381061E-02 a      1010     0    43     1     2
  6.3219576768724264E-02 a      1011     0    43     1     3
  1.4135791675768203E-01 a      1012     0    43     1     4
  1.8462230037779140E-01 a      1013     0    43     1     5
  1.5563772667893724E-01 a      1014     0    43     1     6
 -1.2258485116374557E-02 a      1015     0    43     1     7
 -2.8526612566297471E-01 a      1016     0    43     1     8
  3.2388228747328268E-01 a      1017     0    43     1     9
  2.9198329895093814E-03 a      1018     0    43     1    10
 -4.7164419076824823E-02 a      1019     0    43     1    11
  5.6460031852201900E-02 a      1020     0    43     1    12
  1.0845877318905087E-01 a      1021     0    43     1    13
 -1.0314338152489100E-03 a      1022     0    43     1    14
 -1.3286074965144404E-01 a      1023     0    43     1    15
  9.3387003295815785E-02 a      1024     0    43     1    16
 -5.6487063781233207E-03 a      1025     0    43     1    17
  1.2284350490558749E-01 a      1026     0    43     1    18
 -3.1397846598502011E-01 a      1027     0    43     1    19
  1.7924198660838514E-01 a      1028     0    43     1    20
 -2.3687407959228543E-01 a      1029     0    43     1    21
 -4.5675271798278051E-02 a      1030     0    43     1    22
  2.9454600946750820E-01 a      1031     0    43     1    23
 -2.9880399129512880E-01 a      1032     0    43     1    24
 -5.2501678993120061E-02 a      1033     0    44     1     1
 -1.5251109171538151E-02 a      1034     0    44     1     2
 -1.3137624233950285E-01 a      1035     0    44     1     3
  2.4729488408132948E-02 a      1036     0    44     1     4
 -1.3623747214271939E-02 a      1037     0    44     1     5
  9.9350362107540807E-02 a      1038     0    44     1     6
  3.1254472822410395E-01 a      1039     0    44     1     7
  1.8795215277867920E-02 a      1040     0    44     1     8
 -1.7839346934641803E-01 a      1041     0    44     1     9
 -1.1467546172542974E-01 a      1042     0    44     1    10
  5.5230150238033106E-02 a      1043     0    44     1    11
  2.6642974014389958E-01 a      1044     0    44     1    12
 -9.8352739146212662E-02 a      1045     0    44     1    13
  1.2113677003679360E-01 a      1046     0    44     1    14
 -1.1334345867560956E-02 a      1047     0    44     1    15
 -7.1365833770198131E-02 a      1048     0    44     1    16
  3.2813137051806281E-02 a      1049     0    44     1    17
 -2.7376890236388018E-01 a      1050     0    44     1    18
  9.3683389645899090E-02 a      1051     0    44     1    19
 -7.4319522549378209E-02 a      1052     0    44     1    20
 -8.2953063075140276E-02 a      1053     0    44     1    21
 -9.0648206965059958E-02 a      1054     0    44     1    22
  4.2078357745022978E-02 a      1055     0    44     1    23
 -1.9771695182858665E-01 a      1056     0    44     1    24
 -1.2355179654148708E-01 a      1057     0    45     1     1
 -2.4950993246700186E-02 a      1058     0    45     1     2
 -8.3352300541594135E-02 a      1059     0    45     1     3
  1.6719976111371221E-01 a      1060     0    45     1     4
  4.0216560969348857E-02 a      1061     0    45     1     5
 -2.0622934635636936E-01 a      1062     0    45     1     6
  1.3399026002589376E-01 a      1063     0    45     1     7
 -5.4598461114866187E-02 a      1064     0    45     1     8
  2.2060418920108077E-01 a      1065     0    45     1     9
 -1.9893480298732317E-03 a      1066     0    45     1    10
 -1.8652568308656214E-01 a      1067     0    45     1    11
 -2.3782869962274322E-01 a      1068     0    45     1    12
  2.0861373587746057E-01 a      1069     0    45     1    13
 -6.1741668736711844E-02 a      1070     0    45     1    14
  1.0461243849202391E-01 a      1071     0    45     1    15
  7.5911791487774091E-02 a      1072     0    45     1    16
 -3.9662073576121358E-02 a      1073     0    45     1    17
 -1.9836864781548511E-01 a      1074     0    45     1    18
  4.8463036551742368E-02 a      1075     0    45     1    19
  2.2172184500792347E-01 a      1076     0    45     1    20
 -1.3684097410722793E-01 a      1077     0    45     1    21
 -1.2083295368490286E-02 a      1078     0    45     1    22
  2.4141816194357688E-01 a      1079     0    45     1    23
  2.7661569889482418E-01 a      1080     0    45     1    24
  8.2706105402670149E-02 a      1081     0    46     1     1
  6.9353881627549574E-02 a      1082     0    46     1     2
  1.6034936755005319E-01 a      1083     0    46     1     3
  1.7870077340347013E-01 a      1084     0    46     1     4
 -3.5289212864754234E-02 a      1085     0    46     1     5
 -2.9611030651468626E-02 a      1086     0    46     1     6
  3.8704463699269137E-02 a      1087     0    46     1     7
 -5.0832558171000179E-02 a      1088     0    46     1     8
  1.6257484713562637E-01 a      1089     0    46     1     9
 -8.4309529963978488E-02 a      1090     0    46     1    10
 -1.0297513064699673E-01 a      1091     0    46     1    11
 -2.5321411036225816E-01 a      1092     0    46     1    12
 -3.3965116940751222E-01 a      1093     0    46     1    13
 -2.6157607805647803E-01 a      1094     0    46     1    14
  1.7147683399635974E-02 a      1095     0    46     1    15
 -2.5064706210668114E-01 a      1096     0    46     1    16
  8.8543403462544523E-02 a      1097     0    46     1    17
 -9.8768241690681789E-03 a      1098     0    46     1    18
  1.5540643588163222E-01 a      1099     0    46     1    19
  4.1087196770357597E-02 a      1100     0    46     1    20
 -2.4099939180022251E-02 a      1101     0    46     1    21
  8.6820690492204602E-02 a      1102     0    46     1    22
 -1.4716620004370276E-01 a      1103     0    46     1    23
 -4.1261422130613526E-03 a      1104     0    46     1    24
  7.8375829358822466E-02 a      1105     0    47     1     1
 -2.6998385842969746E-02 a      1106     0    47     1     2
 -2.5757264884418526E-02 a      1107     0    47     1     3
 -1.3957528404929062E-01 a      1108     0    47     1     4
 -9.6166104066229149E-02 a      1109     0    47     1     5
 -9.2538780171149623E-03 a      1110     0    47     1     6
  5.4376712974504492E-02 a      1111     0    47     1     7
 -1.0869939439051851E-01 a      1112     0    47     1     8
 -2.9361321844993512E-02 a      1113     0    47     1     9
 -2.1741405598418170E-01 a      1114     0    47     1    10
 -1.7142247069075620E-01 a      1115     0    47     1    11
  3.6132701811042583E-02 a      1116     0    47     1    12
  1.3693171799223983E-01 a      1117     0    47     1    13
  2.1141699922904926E-02 a      1118     0    47     1    14
 -1.9822065105039663E-01 a      1119     0    47     1    15
 -4.6369077245608972E-02 a      1120     0    47     1    16
 -1.0994321722225647E-02 a      1121     0    47     1    17
  7.6474246908225338E-02 a      1122     0    47     1    18
  2.1870782441927381E-01 a      1123     0    47     1    19
  3.2814651438909839E-02 a      1124     0    47     1    20
  3.4926371445532935E-02 a      1125     0    47     1    21
 -3.6334238474247174E-02 a      1126     0    47     1    22
 -3.3857810024831977E-03 a      1127     0    47     1    23
  1.0239320651188215E-01 a      1128     0    47     1    24
  1.5990563268495814E-01 a      1129     0    48     1     1
  4.7358778477391714E-02 a      1130     0    48     1     2
  6.5693571760037067E-02 a      1131     0    48     1     3
 -4.8715373206683781E-02 a      1132     0    48     1     4
  1.8266419265713676E-01 a      1133     0    48     1     5
  1.4901588150133388E-01 a      1134     0    48     1     6
 -6.8529622780339153E-02 a      1135     0    48     1     7
  1.8728397467279723E-01 a      1136     0    48     1     8
  5.8330772019977523E-02 a      1137     0    48     1     9
 -6.8378748970431752E-02 a      1138     0    48     1    10
  4.9836510846540352E-02 a      1139     0    48     1    11
 -6.0574563307946326E-02 a      1140     0    48     1    12
 -1.1722598243999253E-01 a      1141     0    48     1    13
 -1.2306042506971629E-01 a      1142     0    48     1    14
  2.7182164035515509E-02 a      1143     0    48     1    15
  6.9577276226420917E-02 a      1144     0    48     1    16
  9.9034221556655117E-02 a      1145     0    48     1    17
  1.6344415352930741E-01 a      1146     0    48     1    18
 -1.9486070801997595E-02 a      1147     0    48     1    19
  8.1293162234662333E-02 a      1148     0    48     1    20
  4.0155995978652145E-02 a      1149     0    48     1    21
  1.1399058280401717E-01 a      1150     0    48     1    22
 -4.0040235643273719E-02 a      1151     0    48     1    23
  2.6133984779778623E-02 a      1152     0    48     1    24
  2.8367871122543355E-03 a      1153     0    49     1     1
 -2.7635147963688697E-02 a      1154     0    49     1     2
  1.5972169366542534E-02 a      1155     0    49     1     3
 -1.6871686556019796E-01 a      1156     0    49     1     4
 -2.1826887089793359E-01 a      1157     0    49     1     5
  2.0064725016607034E-02 a      1158     0    49     1     6
 -1.4305495088982564E-01 a      1159     0    49     1     7
 -3.5798241032566805E-02 a      1160     0    49     1     8
  4.1269715966715768E-02 a      1161     0    49     1     9
  1.8119998056250078E-01 a      1162     0    49     1    10
 -2.3164524231639178E-01 a      1163     0    49     1    11
 -9.7443905646221851E-02 a      1164     0    49     1    12
  8.5122216323052696E-02 a      1165     0    49     1    13
 -9.6754028296515537E-03 a      1166     0    49     1    14
  1.2221208857575325E-01 a      1167     0    49     1    15
  1.1022269856116344E-02 a      1168     0    49     1    16
  8.9846074703778728E-02 a      1169     0    49     1    17
  5.1158663323879396E-02 a      1170     0    49     1    18
 -7.2806179566027987E-02 a      1171     0    49     1    19
 -1.2833569696888061E-01 a      1172     0    49     1    20
  1.6931211026790866E-01 a      1173     0    49     1    21
 -8.8930027196739619E-02 a      1174     0    49     1    22
  1.3542977084890465E-01 a      1175     0    49     1    23
 -1.9823004412406922E-01 a      1176     0    49     1    24
  2.0448614227574827E-01 a      1177     0    50     1     1
  1.0214194285944521E-02 a      1178     0    50     1     2
 -4.1381252594407537E-02 a      1179     0    50     1     3
  4.5934037066492378E-02 a      1180     0    50     1     4
 -7.1161502607290997E-02 a      1181     0    50     1     5
 -1.7119335965587584E-01 a      1182     0    50     1     6
  5.3203087411076391E-02 a      1183     0    50     1     7
  1.5035430128905314E-01 a      1184     0    50     1     8
  1.4988908689186867E-01 a      1185     0    50     1     9
  1.8190984965527868E-01 a      1186     0    50     1    10
 -1.7168623625541229E-01 a      1187     0    50     1    11
  3.8848381412999788E-02 a      1188     0    50     1    12
  3.3848642395860379E-01 a      1189     0    50     1    13
 -1.4581491178113202E-02 a      1190     0    50     1    14
  1.2265463935086694E-01 a      1191     0    50     1    15
 -1.4360145638632619E-03 a      1192     0    50     1    16
 -1.6942797434069873E-02 a      1193     0    50     1    17
 -1.2826295983382353E-02 a      1194     0    50     1    18
 -6.3688169384805288E-02 a      1195     0    50     1    19
  7.5133538314996043E-02 a      1196     0    50     1    20
  8.3845023174437247E-02 a      1197     0    50     1    21
  1.3273469522312856E-01 a      1198     0    50     1    22
  1.2237256260521696E-02 a      1199     0    50     1    23
 -3.8796895673314562E-02 a      1200     0    50     1    24
  4.4647157429769851E-02 a      1201     0    51     1     1
 -9.7000419082959324E-02 a      1202     0    51     1     2
  3.4592908728792185E-02 a      1203     0    51     1     3
  9.9392601670275277E-02 a      1204     0    51     1     4
 -2.3585113039153241E-02 a      1205     0    51     1     5
 -9.3917596299606942E-02 a      1206     0    51     1     6
  3.0884684305787841E-01 a      1207     0    51     1     7
  7.0243589740320743E-03 a      1208     0    51     1     8
 -1.6089604023180820E-01 a      1209     0    51     1     9
  5.3476698352891865E-02 a      1210     0    51     1    10
 -3.3140637447900837E-03 a      1211     0    51     1    11
  4.4954722892388221E-01 a      1212     0    51     1    12
  2.0529242172107268E-01 a      1213     0    51     1    13
  1.3465007274206270E-01 a      1214     0    51     1    14
  2.0111998168013007E-01 a      1215     0    51     1    15
 -7.2261417131581282E-02 a      1216     0    51     1    16
 -3.4764208833266869E-01 a      1217     0    51     1    17
 -2.7022752907717956E-01 a      1218     0    51     1    18
  3.2761626928172732E-01 a      1219     0    51     1    19
  9.7916489218583522E-02 a      1220     0    51     1    20
 -4.2566180633665865E-02 a      1221     0    51     1    21
 -5.6897946526056190E-02 a      1222     0    51     1    22
 -3.4997518660077012E-02 a      1223     0    51     1    23
 -1.3038443458210672E-01 a      1224     0    51     1    24
  1.4286287927851998E-01 a      1225     0    52     1     1
  2.6909994202280241E-02 a      1226     0    52     1     2
 -4.5511298672926456E-02 a      1227     0    52     1     3
  1.3640012085006492E-01 a      1228     0    52     1     4
  1.2709320824793549E-01 a      1229     0    52     1     5
 -1.0695040763895000E-01 a      1230     0    52     1     6
  9.4148401564370238E-02 a      1231     0    52     1     7
 -3.3640204989976774E-02 a      1232     0    52     1     8
  2.2568508365906140E-02 a      1233     0    52     1     9
 -2.5942403287829638E-02 a      1234     0    52     1    10
  1.0658828839782990E-01 a      1235     0    52     1    11
  5.7685012494175160E-02 a      1236     0    52     1    12
 -1.2440475955135719E-01 a      1237     0    52     1    13
  1.2490107594755914E-01 a      1238     0    52     1    14
 -1.2381868313161717E-01 a      1239     0    52     1    15
 -5.7934075393598468E-02 a      1240     0    52     1    16
 -1.0333208473541729E-01 a      1241     0    52     1    17
  3.1646913296159138E-02 a      1242     0    52     1    18
  2.6944985931045759E-02 a      1243     0    52     1    19
  3.8412701831127757E-02 a      1244     0    52     1    20
 -1.5345985440355878E-01 a      1245     0    52     1    21
 -7.7484202128512744E-02 a      1246     0    52     1    22
 -6.3750826983002412E-02 a      1247     0    52     1    23
 -4.4228463953885168E-02 a      1248     0    52     1    24
  1.9409739408167997E-01 a      1249     0    53     1     1
 -1.5972779234166345E-02 a      1250     0    53     1     2
  5.8113330424827345E-02 a      1251     0    53     1     3
  1.3726661827928743E-01 a      1252     0    53     1     4
  3.3118655251658663E-01 a      1253     0    53     1     5
 -2.7081622499086305E-01 a      1254     0    53     1     6
 -4.0774268429829577E-02 a      1255     0    53     1     7
  3.1729857702856079E-01 a      1256     0    53     1     8
 -2.0261550882491133E-01 a      1257     0    53     1     9
 -1.0294451664707002E-01 a      1258     0    53     1    10
  9.7234421623587891E-02 a      1259     0    53     1    11
  7.3341989922166603E-02 a      1260     0    53     1    12
 -6.1573207884606927E-02 a      1261     0    53     1    13
  1.5533712879314140E-01 a      1262     0    53     1    14
  1.1069281191062740E-01 a      1263     0    53     1    15
 -8.9035048941017256E-02 a      1264     0    53     1    16
 -4.0242897580098358E-02 a      1265     0    53     1    17
 -1.6283668970755319E-01 a      1266     0    53     1    18
  2.6162563603561156E-01 a      1267     0    53     1    19
 -1.8438663648974915E-01 a      1268     0    53     1    20
 -3.1148881273283999E-02 a      1269     0    53     1    21
  3.5016289747014581E-02 a      1270     0    53     1    22
 -5.5005888992331768E-02 a      1271     0    53     1    23
 -1.8288404638904000E-02 a      1272     0    53     1    24
 -1.9963310445368085E-01 a      1273     0    54     1     1
 -1.1067473019498286E-01 a      1274     0    54     1     2
 -9.5426304481339971E-02 a      1275     0    54     1     3
  7.2199776160204288E-02 a      1276     0    54     1     4
 -6.2775300324295763E-02 a      1277     0    54     1     5
 -1.7302702500045200E-01 a      1278     0    54     1     6
  2.1893795854979228E-01 a      1279     0    54     1     7
  1.5155163133368418E-01 a      1280     0    54     1     8
  1.2785451355471170E-01 a      1281     0    54     1     9
  2.1143452731150539E-01 a      1282     0    54     1    10
 -1.8335548548387925E-01 a      1283     0    54     1    11
  3.0044849432112469E-02 a      1284     0    54     1    12
  1.7728690893197024E-01 a      1285     0    54     1    13
  3.5452345126781457E-02 a      1286     0    54     1    14
  1.7470644081623679E-01 a      1287     0    54     1    15
 -1.5001071840093361E-03 a      1288     0    54     1    16
  7.1526885706383769E-02 a      1289     0    54     1    17
  9.7872660306324508E-02 a      1290     0    54     1    18
 -8.5689694716591006E-02 a      1291     0    54     1    19
 -3.8553413932277091E-02 a      1292     0    54     1    20
 -2.5644494748322921E-01 a      1293     0    54     1    21
 -1.2437190579810603E-01 a      1294     0    54     1    22
 -6.7352593024901944E-02 a      1295     0    54     1    23
  1.0948033044884357E-01 a      1296     0    54     1    24
  5.8501144648023647E-02 a      1297     0    55     1     1
  4.4484423932527488E-02 a      1298     0    55     1     2
  1.3147038333229211E-01 a      1299     0    55     1     3
 -9.2086612847536248E-02 a      1300     0    55     1     4
 -1.5357741162674710E-01 a      1301     0    55     1     5
  1.1481048185287887E-01 a      1302     0    55     1     6
  2.5981009961818297E-01 a      1303     0    55     1     7
  2.3360641847220887E-01 a      1304     0    55     1     8
 -1.1136837503032793E-01 a      1305     0    55     1     9
  1.0965056054250588E-01 a      1306     0    55     1    10
  1.6797927743571939E-01 a      1307     0    55     1    11
  1.6181804764227015E-01 a      1308     0    55     1    12
  2.5521923572874250E-01 a      1309     0    55     1    13
 -1.7001077689899091E-01 a      1310     0    55     1    14
  5.6749798181735041E-02 a      1311     0    55     1    15
 -3.9204073700829789E-02 a      1312     0    55     1    16
  2.7647160888864541E-02 a      1313     0    55     1    17
  2.0605155931547114E-01 a      1314     0    55     1    18
  1.5306253026861050E-01 a      1315     0    55     1    19
 -1.0067488045542292E-01 a      1316     0    55     1    20
  3.2271326182915103E-02 a      1317     0    55     1    21
 -3.3337467637911383E-01 a      1318     0    55     1    22
 -1.8310169300432869E-01 a      1319     0    55     1    23
 -1.8883085372047240E-01 a      1320     0    55     1    24
 -4.2597803540304020E-02 a      1321     0    56     1     1
 -1.5456077252045752E-01 a      1322     0    56     1     2
  9.8462421055430419E-02 a      1323     0    56     1     3
 -7.6591508472484346E-02 a      1324     0    56     1     4
  1.2060342753422414E-01 a      1325     0    56     1     5
 -4.0731759062062695E-02 a      1326     0    56     1     6
  9.5327442922605060E-02 a      1327     0    56     1     7
 -4.6988982383798415E-02 a      1328     0    56     1     8
 -2.0183447716870814E-01 a      1329     0    56     1     9
  1.8148699089354303E-01 a      1330     0    56     1    10
  1.3268800136777867E-01 a      1331     0    56     1    11
 -5.2617012727876701E-02 a      1332     0    56     1    12
 -3.0181368083913723E-01 a      1333     0    56     1    13
 -5.1298160534176823E-02 a      1334     0    56     1    14
 -6.8320407665567823E-02 a      1335     0    56     1    15
 -1.3226991931766047E-01 a      1336     0    56     1    16
 -1.5812719535173461E-01 a      1337     0    56     1    17
 -2.8945625273318770E-02 a      1338     0    56     1    18
 -4.0517897623006435E-02 a      1339     0    56     1    19
 -1.4259168799882344E-01 a      1340     0    56     1    20
  7.6991690639446927E-02 a      1341     0    56     1    21
  7.2754576351529876E-02 a      1342     0    56     1    22
  2.2683688744781466E-02 a      1343     0    56     1    23
  7.7576146514730229E-02 a      1344     0    56     1    24
  1.2920838139120452E-01 a      1345     0    57     1     1
 -2.1365766388890209E-01 a      1346     0    57     1     2
 -5.6664013276637198E-02 a      1347     0    57     1     3
  5.9789317589963670E-02 a      1348     0    57     1     4
 -3.8717621029841477E-02 a      1349     0    57     1     5
  2.1988611519314971E-02 a      1350     0    57     1     6
  2.2496390726652635E-01 a      1351     0    57     1     7
  2.2332944538710368E-02 a      1352     0    57     1     8
 -1.2750363373161036E-01 a      1353     0    57     1     9
  2.8207319787011342E-01 a      1354     0    57     1    10
 -3.8601155599252424E-01 a      1355     0    57     1    11
 -2.8264288371085813E-02 a      1356     0    57     1    12
  5.1004604669418613E-02 a      1357     0    57     1    13
 -7.0959470827380355E-02 a      1358     0    57     1    14
  3.1876197578012327E-02 a      1359     0    57     1    15
  2.3568325926251113E-01 a      1360     0    57     1    16
 -8.2600110434359383E-03 a      1361     0    57     1    17
  6.3939806601590737E-02 a      1362     0    57     1    18
 -6.7988013349466137E-02 a      1363     0    57     1    19
  7.0846087811043693E-02 a      1364     0    57     1    20
  7.9473902617182332E-02 a      1365     0    57     1    21
 -1.4972882828481821E-01 a      1366     0    57     1    22
  2.8259835163652977E-02 a      1367     0    57     1    23
  3.4383149526348206E-01 a      1368     0    57     1    24
  1.9087943353637712E-01 a      1369     0    58     1     1
 -2.1220111806399869E-01 a      1370     0    58     1     2
 -1.1736179952725036E-01 a      1371     0    58     1     3
 -9.5423795680058293E-02 a      1372     0    58     1     4
  1.4840146567695423E-01 a      1373     0    58     1     5
 -1.1410368327858190E-01 a      1374     0    58     1     6
 -3.6710229892984031E-04 a      1375     0    58     1     7
 -1.2657260394783879E-02 a      1376     0    58     1     8
  1.3787669630134330E-01 a      1377     0    58     1     9
 -1.6748817774008901E-01 a      1378     0    58     1    10
 -1.5706581484651500E-01 a      1379     0    58     1    11
  1.5379308757312954E-01 a      1380     0    58     1    12
  7.5898443394899859E-02 a      1381     0    58     1    13
  1.5772069043634501E-01 a      1382     0    58     1    14
 -5.9727726918925382E-02 a      1383     0    58     1    15
  1.3857417194880400E-01 a      1384     0    58     1    16
  1.2977350575756993E-01 a      1385     0    58     1    17
  3.6342685861931345E-02 a      1386     0    58     1    18
  4.5543493674625318E-02 a      1387     0    58     1    19
  9.3035584825943610E-02 a      1388     0    58     1    20
 -3.7236898847646686E-02 a      1389     0    58     1    21
  1.9870047084529874E-02 a      1390     0    58     1    22
  6.0165407178692745E-02 a      1391     0    58     1    23
  8.4978722072429486E-02 a      1392     0    58     1    24
  1.8168493636605368E-01 a      1393     0    59     1     1
  5.3368283014337978E-02 a      1394     0    59     1     2
  1.6839630411588652E-01 a      1395     0    59     1     3
 -2.0660302519826501E-01 a      1396     0    59     1     4
  5.4892073730526944E-02 a      1397     0    59     1     5
  1.7758002706635329E-01 a      1398     0    59     1     6
 -3.5574328223900199E-02 a      1399     0    59     1     7
 -3.7879260912291268E-02 a      1400     0    59     1     8
 -4.9179564150778433E-02 a      1401     0    59     1     9
 -6.2858832134451217E-02 a      1402     0    59     1    10
  6.5598567504897801E-02 a      1403     0    59     1    11
  2.6923320665571744E-02 a      1404     0    59     1    12
 -2.9017957579195813E-01 a      1405     0    59     1    13
 -1.0709453553327390E-01 a      1406     0    59     1    14
 -8.3922709899531545E-03 a      1407     0    59     1    15
  4.3169492417425813E-03 a      1408     0    59     1    16
  5.3256633317767983E-02 a      1409     0    59     1    17
 -5.6005805339445595E-03 a      1410     0    59     1    18
  1.3828233168099813E-01 a      1411     0    59     1    19
 -2.7199136750021213E-01 a      1412     0    59     1    20
 -6.5500760949580725E-02 a      1413     0    59     1    21
 -6.4173527203990791E-02 a      1414     0    59     1    22
 -2.1075318854482501E-02 a      1415     0    59     1    23
  8.9229152560732522E-02 a      1416     0    59     1    24
  1.2136281493009451E-01 a      1417     0    60     1     1
  4.6795215267895471E-02 a      1418     0    60     1     2
 -1.0808521027571702E-01 a      1419     0    60     1     3
 -7.7189370801354039E-03 a      1420     0    60     1     4
  2.7254295508166926E-01 a      1421     0    60     1     5
 -4.1828893638396820E-02 a      1422     0    60     1     6
 -1.5966468650906757E-01 a      1423     0    60     1     7
 -2.7294822813717798E-02 a      1424     0    60     1     8
 -1.8516708359768017E-02 a      1425     0    60     1     9
  2.7253047753674881E-01 a      1426     0    60     1    10
 -1.1749291364312424E-01 a      1427     0    60     1    11
 -3.7066283895567563E-02 a      1428     0    60     1    12
 -8.0012056726462708E-02 a      1429     0    60     1    13
 -1.3057530272689938E-01 a      1430     0    60     1    14
 -2.7078874001574821E-01 a      1431     0    60     1    15
  2.0135498227751406E-01 a      1432     0    60     1    16
 -1.3949556826498702E-01 a      1433     0    60     1    17
 -6.7415668098847290E-02 a      1434     0    60     1    18
 -2.6531636421763826E-02 a      1435     0    60     1    19
  6.7755094529701909E-02 a      1436     0    60     1    20
 -1.4964402836759239E-01 a      1437     0    60     1    21
  4.5704093949240958E-02 a      1438     0    60     1    22
  9.8886171446556495E-02 a      1439     0    60     1    23
  1.1120030520912864E-01 a      1440     0    60     1    24
 -1.2295580164208532E-01 a      1441     0    61     1     1
  6.9694325174019842E-02 a      1442     0    61     1     2
  1.3387177657913757E-01 a      1443     0    61     1     3
 -6.2358790960291885E-02 a      1444     0    61     1     4
 -1.4779750054323512E-02 a      1445     0    61     1     5
  6.5170312245129119E-02 a      1446     0    61     1     6
  1.3352058191162089E-01 a      1447     0    61     1     7
 -4.2914259463467934E-02 a      1448     0    61     1     8
  1.4381415542679499E-01 a      1449     0    61     1     9
 -2.2291538780413547E-01 a      1450     0    61     1    10
  1.4577751052116267E-01 a      1451     0    61     1    11
  5.1236082993314065E-02 a      1452     0    61     1    12
  7.8985480795549651E-02 a      1453     0    61     1    13
  4.8287388074562138E-03 a      1454     0    61     1    14
 -1.2536039641677119E-01 a      1455     0    61     1    15
