,O1,O2,O3,O4,O5,O6,O7,O8,C1,C2,C3,C4,H1,H2,H3,H4,H5,H6,H7,H8,C5,C6,C7,C8,H9,H10,H11,H12,O1err,O2err,O3err,O4err,O5err,O6err,O7err,O8err,C1err,C2err,C3err,C4err,H1err,H2err,H3err,H4err,H5err,H6err,H7err,H8err,C5err,C6err,C7err,C8err,H9err,H10err,H11err,H12err
593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.05522082,136.17576991,144.16122832,145.4481656,28.47769361,24.59210807,27.75832741,26.64102844,28.80179956,25.94660839,26.77369339,28.72947991,-6.35750599,-9.89929746,-12.11042082,-18.80469427,16.36612089,13.34044495,21.33913123,16.83417989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77676033,0.80996082,0.56666222,0.6564468,0.13545983,0.11875028,0.11406583,0.10320816,0.17131362,0.15170051,0.09820556,0.14867615,0.84252061,0.43564765,0.54080925,1.01957818,0.27255868,0.20026846,0.20961483,0.09377141
594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.35237938,142.26683389,128.03611469,142.50972661,26.29366169,28.75346723,25.66218232,27.81373141,24.9661503,28.27841904,25.90862909,25.59779932,-14.48772729,-6.51151274,-11.68303363,-16.8518249,20.29197496,24.37343989,14.84173197,20.3989752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82766162,1.99743279,0.79209386,0.46877835,0.1378972,0.16335901,0.11664949,0.150597,0.17549738,0.15118292,0.07322225,0.26750468,0.7565259,0.5481508,0.67787462,0.80180906,0.20888197,0.27501713,0.14398338,0.14542862
595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.57003488,135.24685788,138.75331331,136.14757054,31.02726574,27.01130164,27.26365537,26.8053502,30.94544928,25.04634543,30.29075443,27.19897586,-14.01279155,-18.85399572,-9.5827447,-14.3595428,15.67636746,12.10793355,19.79033283,15.53120254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12786832,0.35138255,0.63182899,0.48799438,0.12505458,0.11751785,0.09018635,0.0763958,0.22040987,0.18522888,0.16610775,0.06502209,0.79103882,0.54951476,0.84136838,0.42073316,0.29496418,0.17623613,0.28006832,0.17963033
596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.7709802,137.02948854,157.27406962,134.02816698,28.9734417,25.59163093,28.72871064,26.08726187,27.72422474,28.02047132,29.54196003,26.52661209,-4.48859266,4.92473831,-17.32435009,-9.24946001,15.0177367,22.3884484,17.27557525,13.18939919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623736,0.79130824,1.47640256,0.76037394,0.15017665,0.08354009,0.239441,0.10381104,0.27511616,0.18141409,0.15959728,0.13897622,0.84216249,0.7603688,0.7940879,0.46007891,0.18588128,0.18356144,0.30282924,0.13940513
597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.99663435,140.54107995,142.99264102,137.92317252,29.30973977,27.03290214,29.03366984,27.34821821,27.76296197,24.86805171,25.36094573,28.79043739,2.10554225,-5.73881264,-5.04014497,-21.42679484,14.50346329,12.68948701,16.48275697,17.7485712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53634355,0.95811515,0.60282572,0.5135356,0.10678965,0.1196803,0.15221843,0.12129066,0.13222908,0.21259867,0.17522031,0.11380606,0.65238902,0.48636549,0.75750286,0.55436194,0.29378739,0.1745067,0.17354999,0.28779004
598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.69280274,139.1179516,145.16021903,146.21316832,28.67743073,27.21020259,26.75518799,27.58256284,26.01773819,27.49661809,27.75652984,28.60047414,-3.42413583,-15.89746069,-9.95013331,-14.16109177,15.4090122,22.81043313,18.78878802,14.02436192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69027209,0.90345888,0.64102065,0.90834005,0.18378311,0.13767639,0.11539944,0.17566101,0.16509844,0.1293197,0.22142362,0.21934989,0.57819754,0.48961084,0.71391913,1.06001431,0.53756529,0.1925869,0.20301586,0.20298047
599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.69267424,139.06952704,147.53844951,153.53969645,29.53252415,28.66172907,28.98544054,25.74233628,27.88036099,27.63642184,29.71807048,29.10780127,-15.37784994,-26.43391543,-7.68306857,-14.8242751,20.32656901,13.15325603,16.45106896,16.31479747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60268416,1.28841363,1.11280828,0.82510568,0.12998576,0.08696919,0.10396115,0.11843455,0.156339,0.10954438,0.15331619,0.1849038,0.49279957,0.47969552,0.66438179,0.86133619,0.28598139,0.16444741,0.12539398,0.25667715
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.58332787,142.90482707,144.34602032,152.39620302,26.50885172,26.86938569,25.53908467,28.75327209,25.23954201,28.00370122,27.79902087,27.33181029,-17.19498367,-4.60601991,-19.10351311,-15.38592456,13.96328919,14.01314153,16.01450894,11.24022852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80664055,0.51018607,0.73064992,0.71563446,0.11098336,0.07626216,0.11140736,0.15299155,0.15166378,0.18306541,0.10361207,0.13294135,0.69299495,0.51218095,0.84691388,0.48947959,0.21253074,0.13533508,0.12761112,0.20638867
601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.24969765,131.4531498,149.69371542,138.30608426,27.37571848,24.2000007,29.01209042,27.3046815,27.65753537,24.95794625,30.58602818,28.38608983,-7.46664548,-4.40663921,-9.5881998,-12.02175001,16.51582541,15.07788366,17.47721114,16.57426278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69676827,0.96816527,0.61524213,0.51159872,0.23357909,0.13759044,0.15286906,0.11566075,0.1468551,0.10580203,0.26264115,0.11298101,0.37352607,0.53323181,0.47033335,0.40647436,0.10811256,0.12974201,0.10839514,0.17291282
602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.75060011,139.91817132,136.46031381,145.68483767,27.69487347,26.03134415,26.86983461,31.32927887,27.50800643,28.53945625,26.34855672,28.6656896,-3.68709805,-10.38895731,-12.73674433,-12.59575354,14.61718083,17.143824,16.12978683,11.37785042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13816209,0.748341,1.64935149,0.87979291,0.30710733,0.12375664,0.13471494,0.29953837,0.1312493,0.12571957,0.30415003,0.14533921,0.87155024,0.6227507,0.82004957,0.55956791,0.2019357,0.1353436,0.11731227,0.27686503
603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.67834679,120.50229797,147.42222865,139.96075667,24.31125723,23.29768491,25.41279777,27.12079647,29.088904,22.96570624,29.69032369,26.22646696,-3.65279747,-16.89857824,-0.99072667,-6.31424529,20.57501978,17.21292345,17.79234875,11.44431731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11678833,0.66596791,0.57269623,0.86300879,0.15840728,0.18656805,0.10500164,0.11826697,0.19066883,0.30467723,0.0988663,0.21424006,0.83374428,0.39621007,0.77301702,0.87817313,0.36255286,0.13324279,0.20942764,0.09571547
604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.40250467,145.37135804,156.67334866,141.9900853,24.29583976,25.94562562,30.80845549,25.9946025,25.96013529,27.93545499,29.29330745,25.0739377,-13.36834461,-17.33077443,-16.89357345,-14.36704475,19.97627019,18.59145203,13.62683705,16.87700867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00828633,1.16782433,0.72685417,0.56882699,0.15795368,0.22093387,0.14697775,0.15599131,0.11918126,0.22462772,0.17820994,0.20823569,0.73638142,0.3586159,0.50403637,0.93473178,0.25094457,0.20071486,0.22611215,0.17893025
605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.79453368,141.51615652,138.51211182,149.85908304,27.05996087,26.58761092,23.13413285,30.57705035,28.13389864,26.84960651,27.25988677,26.64513655,-9.86313393,-16.54483631,-5.50663432,-15.59672763,18.45666336,14.06136538,22.73542977,10.38560661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73000755,0.85700031,0.93354043,0.76352598,0.19397884,0.15300342,0.14678015,0.27993952,0.18891645,0.25429663,0.18156931,0.11418289,0.69692279,0.93597347,1.10549925,0.41801096,0.13399809,0.19901447,0.2755688,0.14294504
606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.34684831,145.56954247,146.01504884,137.56531523,25.5934475,29.29444388,27.77626621,25.94122944,28.03528491,26.28938797,28.47850754,27.80796981,-3.12929667,-5.38359839,-9.03385795,-10.40576563,17.78791889,16.90768832,12.20053948,19.92690116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75511607,0.68943503,0.49849089,0.67779807,0.10251398,0.08780524,0.10766902,0.0897409,0.09982329,0.14277446,0.11855746,0.12710041,0.33069704,0.30387426,0.45718263,0.59234893,0.23054117,0.13677959,0.19310745,0.26348702
607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.98493124,136.2770843,138.00592869,137.50690855,28.37922862,27.39246625,27.05858019,28.06416704,28.87675438,26.90405158,25.5775059,23.93080902,-16.12744371,-13.08969382,-4.36436785,-3.88897174,15.71906309,14.93978638,18.61217809,11.18216338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72448142,1.00330084,0.61891737,0.59150859,0.12762426,0.13486992,0.13924387,0.08671708,0.10059107,0.11822485,0.18428132,0.18922675,0.82136607,0.58214167,0.7196072,0.50191733,0.13778338,0.10495346,0.16673292,0.23344081
608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.31234619,146.15429639,138.42707376,142.47118438,24.30109439,27.35344596,25.90746441,26.13864327,25.53330854,26.79786119,26.9856823,27.28538974,-14.04143661,-12.02387461,-11.82906326,-22.79698831,12.86619382,15.95525395,11.99928491,18.80226931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89226104,0.4186841,0.67587182,0.46640365,0.10213999,0.1478819,0.10518679,0.07988535,0.13959568,0.11436926,0.26624933,0.10019415,0.87278821,0.73335592,0.68625149,0.67490135,0.22831438,0.37406757,0.19767611,0.4656526
609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.87652497,154.88284009,137.40309342,145.05314142,27.40085476,28.87051065,24.8582694,29.67450235,28.1652569,29.22011282,26.65871374,25.95429735,-7.91127803,-15.06517399,-17.72628638,-31.73347813,16.43020972,18.68584912,18.00526719,14.08270618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63941006,0.98305798,0.87873604,0.55780061,0.18859383,0.20530465,0.1730786,0.21461742,0.17273732,0.16902761,0.31570219,0.10639524,0.76976403,0.74932824,0.84631254,0.53356972,0.12456284,0.15364752,0.24982982,0.19222399
610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.5166083,150.87249424,132.1032182,156.65928619,25.49039394,29.04060646,23.9862811,26.23653971,26.80450899,26.45867326,26.98561331,28.55368704,-14.40612421,-7.36432671,-12.6739299,-7.94005315,18.55175164,11.21104405,17.68826034,16.28519406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26910728,0.80692567,0.83009876,0.86051078,0.17108231,0.16008849,0.19232383,0.16585827,0.1149818,0.14283675,0.09654675,0.29950082,0.87330997,0.68890831,0.82006681,0.57077224,0.12400089,0.19647968,0.15801967,0.25011112
611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.42013657,135.40842626,139.54288333,134.4308493,28.37957612,25.51169776,26.78907324,27.48572596,28.03570012,27.92062612,25.7726758,25.24612864,-8.38200487,-1.2320645,-6.34129916,3.32688659,13.11584251,22.03995238,16.25764547,19.68895508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42006816,0.42798782,0.55156318,0.51693857,0.16868878,0.11186817,0.12458075,0.08748932,0.07870915,0.10484871,0.08487952,0.06685482,0.58607905,0.54090805,0.58473198,0.54780179,0.15275411,0.1857827,0.17157341,0.12501744
612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.9371832,134.99352422,137.97077691,151.92188468,26.1696661,27.05967575,23.11620967,28.05678221,26.49051218,26.55645148,26.90054452,28.96874262,-9.66607103,-19.7756776,-5.77235502,-30.76853737,17.49396894,11.14343647,16.36748062,14.7897673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64046716,0.60261752,0.57498807,0.60663566,0.10117813,0.14464127,0.12199513,0.19471338,0.09823642,0.15130157,0.144354,0.2075621,0.37894743,0.49278577,0.58858018,0.42425559,0.14143258,0.17212232,0.23860944,0.13759468
613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.78544637,130.24116357,145.39910316,147.19488751,26.449281,23.78157398,25.84681105,30.120034,27.16863223,26.34972967,28.72537923,26.92059848,-16.37973983,-28.95000769,-7.85481628,-10.376762,13.42164954,17.7005045,11.47015375,17.59408288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4695671,0.62582625,0.86912958,0.67238724,0.10693058,0.23708126,0.09576662,0.16661194,0.14785348,0.15346542,0.24900929,0.08583129,0.71183437,0.60210354,0.46625539,0.41867684,0.29865692,0.15541874,0.17921778,0.13340862
614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.5788732,145.66215672,129.49356251,144.52985225,27.1996791,30.56952625,23.70132696,28.11674461,28.28542429,26.72906747,25.89919541,27.57958117,-10.26868341,-33.2854225,-21.50139407,-3.27184978,19.69969621,16.36934877,18.38123545,14.82135161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88847277,1.50479569,0.7144142,0.55533831,0.16120827,0.22143425,0.14173301,0.10556139,0.1289387,0.20285331,0.26747587,0.10923995,0.67523152,0.92209701,0.73388156,0.50715888,0.17605889,0.2051112,0.22695412,0.16971027
615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.27246306,139.3999589,129.87148791,145.96199598,27.64042314,26.00797061,24.7354309,26.399532,27.58650837,27.01715469,27.3790918,27.03966677,-26.16504797,0.16399833,-14.50684815,-20.80618943,17.55885553,16.18644799,9.88584012,17.33689951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.590924,0.70223558,0.66269543,0.90574319,0.11960932,0.10937402,0.12120465,0.14145406,0.13674831,0.11325013,0.2050027,0.09868948,0.64409555,0.53450435,0.34376512,0.43542463,0.21318283,0.14475316,0.28707368,0.11473317
616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.97533938,162.33338529,131.8836488,146.59205535,28.19278306,31.45151706,26.28203815,29.19336189,26.76347247,30.95250273,26.11423323,29.42342031,-24.99228699,-7.69911322,-9.26340995,-16.46530328,15.35295927,11.80180264,20.82512309,17.57661422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58550566,0.92736599,0.87738611,0.99556908,0.08046141,0.19729164,0.10202852,0.10080342,0.12247148,0.10830081,0.1426957,0.14998578,0.66831391,0.49939028,0.56662942,0.5149246,0.20764152,0.15875033,0.48074832,0.17932958
617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.29897418,156.91603738,142.31033123,149.8440125,31.95242906,28.69898224,28.09234502,26.11257064,28.65223051,30.37232812,28.85735478,29.53295969,-12.53215718,-1.41321022,-19.32625991,1.91806257,17.99253636,17.38860881,13.59069113,17.23321242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83276897,0.75403827,0.6085869,0.81061783,0.14644903,0.13791241,0.09173516,0.1059497,0.09733426,0.21233738,0.05622465,0.18604036,0.5591682,0.6585996,0.46585232,0.31998552,0.09039054,0.25303508,0.2122693,0.20196041
618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.2913122,139.24896099,148.68459951,141.60455635,26.56993108,27.15315218,27.56321287,28.6915435,26.1358793,24.03233588,28.06289899,26.98214629,-6.38260111,-18.58535032,1.58445433,-14.72813958,12.9209225,13.61331231,21.85332335,18.00731332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77684122,0.4746236,0.81566018,0.39954313,0.22689407,0.12560614,0.09318401,0.1098126,0.21092356,0.1467044,0.09823676,0.09085021,0.37759374,0.38952057,0.8368543,0.32490335,0.09857314,0.14404513,0.24986906,0.14468619
619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.45763383,142.24602591,150.65627786,149.70932676,30.67376056,25.57629328,29.49623317,27.63288912,27.05853739,29.95212596,25.86114357,29.2724045,-20.80760999,-18.33745743,-23.19362901,-12.60905358,18.71763117,18.1831701,14.54262543,12.74097773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.776086,0.54027388,1.38368944,0.4259351,0.12043464,0.10313388,0.20938696,0.10890427,0.11757816,0.10267099,0.21719735,0.07478438,0.54514206,0.44394043,0.58908039,0.57711921,0.0926618,0.19819062,0.18356176,0.15410141
620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.6238096,141.45933027,134.84468084,157.06276264,27.41171336,27.40234811,25.9114578,29.40931402,29.53553948,27.55918938,27.35778787,28.87159636,-20.0001979,-16.51258572,-21.12427692,-9.09934553,10.68387026,16.22508336,21.48902287,18.93795152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47444741,0.40503499,0.8265639,0.6003201,0.10931501,0.06187492,0.07647856,0.18299788,0.09257752,0.08899312,0.10835538,0.10643511,0.37221049,0.50465416,0.64271005,0.68751795,0.12317638,0.12012355,0.16585569,0.14680148
621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.82704527,132.25400152,141.53926143,143.085168,26.80376981,24.44098198,29.27628768,28.04362067,28.57177562,28.02732602,29.14684612,27.61786867,-11.21963307,-11.61366172,-7.32151035,-9.09201845,20.33514116,14.76654658,16.16157779,16.9765687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57107617,1.067672,0.73694736,1.57955057,0.0713372,0.16358159,0.13133171,0.07744491,0.11200087,0.08806437,0.11240823,0.16548815,0.61480915,0.64967042,0.60058447,1.16234195,0.17228241,0.14841411,0.12718385,0.23162764
622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.80061923,144.03677837,129.99821884,137.00095954,30.26038469,25.6259909,25.55933762,26.98240606,29.19945912,29.71265345,28.824387,26.31622891,-6.37014184,-1.26530833,-11.0676198,-6.28149355,12.06986873,14.84467339,26.53107199,17.45144498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74326409,0.48900066,0.7022696,0.32815573,0.19172598,0.1053656,0.08630589,0.06722754,0.20942166,0.07255888,0.12061939,0.12267155,0.61041803,0.59827463,1.12723538,0.55342365,0.15316601,0.28892945,0.27981675,0.22434307
623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.25715994,135.18388588,149.17208764,145.04198809,25.72989746,25.13199772,26.54408594,30.10790516,30.37214554,25.45008577,28.68429913,28.94441027,-11.39410381,-11.22100971,-15.50771182,-11.82608011,17.35157094,18.15328125,16.53923625,14.81335303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79602234,0.48893195,1.10524726,0.34650723,0.08546251,0.11258707,0.23178373,0.0875724,0.15992905,0.07526002,0.17830642,0.10706271,0.70493592,0.44826247,0.56266339,0.39975031,0.10617244,0.11557485,0.10286027,0.11950073
624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.24192493,137.40190982,133.71499332,138.70834646,29.59298857,23.79322991,27.83935958,26.20562566,27.26900666,29.31332701,27.0382889,27.49987482,-15.45812171,-21.25772777,-15.26814243,-19.15312658,16.2038764,15.76725731,18.07504078,13.40381274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582293,0.47348037,1.07755124,0.55915022,0.12553822,0.13262871,0.15080292,0.12497094,0.07284937,0.13331196,0.1135637,0.11720656,0.52756874,0.39844875,0.4250711,0.29852784,0.0843794,0.2347795,0.11262906,0.10517029
625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.14175707,143.32058624,140.85351583,147.05134132,24.67994835,28.33210908,26.84207764,26.95163885,28.32278598,26.15933264,29.37476752,28.41614988,-7.4631972,-32.35759735,-10.00587491,-16.06600669,20.27570862,14.70608037,16.23846029,11.1402541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0415104,0.57316313,0.81114986,0.34104745,0.09009521,0.08835961,0.10896304,0.0890278,0.12902109,0.14290535,0.13071195,0.15432179,0.63281729,0.38820819,0.5448174,0.32956735,0.14479242,0.15588788,0.08425934,0.11282591
626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.63710988,142.66848474,151.18805176,138.81236769,26.15791959,28.60445098,29.2815054,26.59583001,24.68941046,28.29427614,28.18483706,26.71850074,-20.49096861,-9.43328965,-9.62802942,-3.25785268,15.06018403,12.945793,16.33657378,13.46229895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29557067,0.4513836,1.1404402,0.41429675,0.18050315,0.11483744,0.25047293,0.13386836,0.16336117,0.14313019,0.14747069,0.12265446,0.95093804,0.56607194,0.62350906,0.5210942,0.13674703,0.22983135,0.09112081,0.16919183
627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.54864671,132.05186644,146.26438496,132.80731165,29.95953134,25.71660895,28.55582441,27.22216542,30.36059544,28.32912727,27.99603231,27.24824412,-17.8315405,9.6936074,-3.65236793,-0.74740472,14.6427697,16.91540247,14.88772171,15.44296974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78888519,0.54764288,0.91667297,0.3583476,0.12204815,0.08718074,0.12660854,0.06856563,0.12116544,0.09213931,0.14741036,0.05891002,0.59520622,0.74562027,0.48240684,0.46832732,0.10465641,0.1543448,0.11335433,0.09709071
628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.55250925,136.93582492,137.23489719,151.23325615,23.81018275,25.52001891,28.21938696,27.69081314,26.59421944,26.04818738,26.6280474,29.3969222,-7.93134047,-24.65896498,-26.57421124,-5.86581756,13.07362283,19.38077494,16.59422634,18.6831883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66058633,0.55048672,0.93363285,0.39726928,0.09691845,0.08761404,0.11858725,0.15949902,0.12217232,0.15428212,0.14161173,0.10757751,0.71702265,0.48513997,0.56659252,0.64431878,0.13809252,0.13386187,0.19589726,0.11744295
629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.36956351,136.1482285,131.6597462,152.7895801,28.47943566,23.20842671,28.58388414,27.90612562,28.81753033,26.5626032,25.61693848,28.28961714,8.43683121,-43.21226271,-10.44936372,-20.25537436,16.46724359,16.41902816,15.62148062,12.37757309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43130819,0.67872622,0.7833708,0.47664727,0.09230747,0.13767301,0.11423096,0.09807278,0.09792774,0.08820815,0.10105894,0.13648502,0.75658363,0.49154644,0.54232116,0.76506295,0.1373444,0.16149917,0.28774097,0.13643867
630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.07678967,134.45127908,127.18693564,141.62181316,24.00940908,27.56414921,24.50429458,29.46776348,27.21175214,24.60594538,26.22605958,26.57076391,-18.6844102,-1.52855592,-17.10001444,-10.53519605,11.40859834,20.80748736,11.84428743,16.35223969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94174058,0.67332625,0.42516159,0.62241693,0.18147522,0.11815296,0.07859418,0.13928769,0.17573284,0.06974378,0.07113507,0.11181573,0.48646981,0.86912823,0.34438406,0.5077018,0.11835482,0.11853355,0.09833197,0.11515027
631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.59968366,133.68965441,132.86628685,148.07519294,28.23093645,25.04707552,27.14762937,29.34619644,28.94473186,28.38425725,26.76931685,28.7378426,-29.7594842,-11.23239912,3.18840938,-13.86114562,16.21663842,14.69732603,11.76275589,16.60802889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48349169,0.45189219,0.84620712,0.48461289,0.1237817,0.11012279,0.11520501,0.10130969,0.09018507,0.05956185,0.1722116,0.08896407,0.69999119,0.23077333,0.6991398,0.53586225,0.25752077,0.08640826,0.14580521,0.08173472
632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.45620703,142.66375895,142.15903966,140.52312902,23.58727704,25.71638216,26.90763957,25.39558987,28.15639212,28.81389786,27.78008677,28.81790671,-14.74773124,-7.26827664,-28.61139396,-0.5396086,9.88535645,16.94500659,12.92801727,17.08309002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51661201,0.28519445,0.66343835,0.4490168,0.08271039,0.10692568,0.12032427,0.076546,0.09061194,0.06313938,0.22898636,0.07764233,0.25267236,0.37528938,0.70027138,0.42966312,0.18969052,0.08115861,0.14135828,0.07429724
633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.71180204,141.89250767,145.64938796,149.25774151,27.36390717,27.16672019,28.67174316,28.86963887,28.58407242,27.10230649,29.31712215,27.55896778,-0.58784322,-7.96143679,-14.3358751,-0.49120093,11.1781875,18.9827597,18.33852683,16.61063044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42865646,0.59128943,0.53914745,0.67662776,0.0515961,0.04980173,0.10656798,0.23675844,0.07427476,0.07963914,0.14818322,0.09126614,0.33416567,0.75412686,0.59232017,0.62022167,0.14468955,0.09909945,0.10501191,0.10378881
634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.17375819,147.41943375,137.14727377,125.52235932,25.87987815,28.17461276,26.08327587,23.05350804,25.14216225,28.31535564,26.2084295,27.93660408,-3.79188819,-1.03517235,-3.03336638,-10.66793656,14.55245772,14.88475902,13.6628469,17.23664002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66270621,0.87984417,0.4734166,1.39735084,0.11691092,0.0798766,0.05401523,0.13461389,0.11866726,0.11673167,0.08040651,0.14518742,0.54459167,0.33647852,0.3660192,0.4276867,0.10662298,0.07210246,0.08464312,0.18501789
635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.16291368,145.38852794,131.43760354,144.93928359,28.06730839,27.41587847,25.44197779,29.67183484,29.51870574,28.1987942,25.56622177,29.4429795,-31.1866422,-32.21861746,-23.39898935,-19.57213879,10.8190237,18.80780341,11.9853655,11.61187305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42181666,0.4621754,0.52514225,0.68077092,0.07871841,0.1579607,0.11262116,0.09102961,0.10365292,0.07156726,0.09366021,0.16419167,0.58897409,0.6250486,0.4760537,0.43678014,0.12721288,0.11992087,0.11320698,0.11678031
636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.1251293,132.39236878,145.51111922,137.89491487,24.39184106,26.92472331,28.24736423,26.45222351,25.28739728,26.81861834,30.5038317,28.25709193,-11.99539017,-16.2280452,-6.77584888,-15.43077466,14.36769848,17.90941512,13.77509078,19.40326645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72320515,0.57684786,0.53057523,0.57180833,0.10976991,0.07830621,0.08957665,0.08143184,0.10403165,0.06672485,0.16319136,0.05264106,0.49708723,0.37580019,0.42049033,0.34273807,0.11681443,0.10620825,0.12299688,0.11662409
