,O1,O2,O3,O4,O5,O6,O7,O8,C1,C2,C3,C4,H1,H2,H3,H4,H5,H6,H7,H8,C5,C6,C7,C8,H9,H10,H11,H12,O1err,O2err,O3err,O4err,O5err,O6err,O7err,O8err,C1err,C2err,C3err,C4err,H1err,H2err,H3err,H4err,H5err,H6err,H7err,H8err,C5err,C6err,C7err,C8err,H9err,H10err,H11err,H12err
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.50595852,138.94780451,138.66957034,137.73792479,27.0371793,25.41423039,26.46586696,25.47531735,27.63402817,25.30006443,28.26540532,26.87702164,-8.02741831,-18.80037848,-4.11625219,-14.05411464,16.2108377,15.87999234,19.75376882,19.40515079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70053466,0.65738054,0.63626676,0.90555851,0.11845141,0.09355817,0.09359346,0.17248385,0.13294887,0.10506262,0.1244539,0.12524513,0.76123714,0.47239715,0.64707536,0.49681371,0.12728153,0.10712682,0.15639232,0.20156878
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.64371933,141.36463997,146.68644118,149.37227363,27.92576368,28.20280671,30.46940874,29.74018429,28.64305011,26.8560036,26.88514365,29.27437772,-22.27134614,-14.06652818,-8.41800907,-7.26960701,15.64670593,18.87854025,18.13185174,11.9669815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7524518,0.64544579,0.74831358,0.7090001,0.1559817,0.14406473,0.11143942,0.13297387,0.11832541,0.14099995,0.09854546,0.09717728,0.56066263,0.54391536,0.56399538,0.62362001,0.15418451,0.16492297,0.16202439,0.16084729
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.1433427,141.02719174,140.03624004,137.21931136,26.68163531,28.24789531,26.46956092,24.44168007,27.17565355,27.89155836,27.1645159,28.20791556,-34.05157543,-15.30621928,-23.16515889,-24.68157586,11.09979627,12.53674929,14.50089905,11.1160546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73859066,0.56312802,0.54686742,0.53651484,0.06097703,0.12298253,0.07692294,0.1095977,0.14737529,0.08770047,0.08175452,0.07759646,0.51695479,0.26750203,0.69555735,0.60246018,0.15648161,0.13140729,0.14267257,0.13759665
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.72882767,138.30037668,141.15878953,156.48635974,28.70071871,29.1929683,28.88205337,28.95024511,28.26203209,28.92525085,26.44986454,29.29085811,-10.38553762,-8.68672555,-3.06061716,5.44025616,16.68291115,15.49417957,20.19069844,18.09783767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67201604,0.72079135,0.47604777,0.82373513,0.10036363,0.13240477,0.12927713,0.0871251,0.08945144,0.11257422,0.11116596,0.13644039,0.37746573,0.48980708,0.88193415,0.51024896,0.10985839,0.08081406,0.15571049,0.122448
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.07367895,149.95325811,140.20241269,136.57034099,25.6965089,28.67916543,28.22532013,23.35473033,28.08516751,28.11756759,26.59024951,27.65833577,-3.78172724,-16.69248734,-15.96995865,-16.46180517,11.72467705,18.90381837,11.4634463,13.32151256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4894458,0.63897522,0.63766891,0.68495618,0.06571242,0.1072644,0.05502922,0.14143422,0.10687376,0.11274619,0.07955554,0.07490007,0.67262825,0.3400234,0.49020156,0.41748288,0.16432747,0.10209278,0.13035175,0.09692942
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.31417936,146.33703146,138.04081268,146.03014043,26.94175143,28.92575621,26.98976094,30.58672316,29.25739942,28.72902653,25.81484125,26.24390497,-32.0861887,-26.56129624,-12.0009106,-18.99781135,14.74303237,19.41334739,20.29403294,18.23026967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46266136,0.82304553,0.55800794,0.46071119,0.08217779,0.08837931,0.07222009,0.14262397,0.10798306,0.10794339,0.15771219,0.09083368,0.6703562,0.54482424,0.42116476,0.71151557,0.13766028,0.12315665,0.14599763,0.0914989
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.48921753,141.16075691,144.40990722,108.65607854,28.0960645,30.0550536,27.6379106,23.35517336,27.5924048,28.39241183,28.59149297,23.07436843,-6.50896349,-19.40295689,-4.83882325,-10.58039555,12.87930384,18.65087317,11.7069042,17.24637017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81343698,0.57937055,0.7472137,1.96589246,0.10090806,0.1209913,0.11430888,0.20459503,0.16525469,0.11370294,0.10906731,0.14267358,0.6574428,0.643215,0.46150752,0.58892916,0.09773313,0.19641931,0.13970908,0.15976999
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.26711077,139.94196453,129.06025149,142.23581799,26.5078355,26.26766089,25.30783307,29.42736603,28.5631544,27.45339428,25.34201284,28.07943376,-3.39853015,-10.12207482,-14.62097756,-1.79903331,11.70867081,16.72546111,16.80844372,18.50140012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66573035,0.47043305,0.77747565,0.53085206,0.07672743,0.06182439,0.1286169,0.10379262,0.10100829,0.06796335,0.08174862,0.09324707,0.49659904,0.40601551,0.48891734,0.59657446,0.13482018,0.1092276,0.11400255,0.07899558
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.16513948,140.64088438,150.90368466,162.24817726,27.04391161,26.94886731,29.50867185,27.53677182,26.96588598,29.69157805,30.24344031,29.72655749,-29.08690101,-5.04383913,-5.06053658,-19.08824294,17.01355562,19.8092014,12.34213127,15.63103705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63331841,1.09789334,0.52431676,1.00466022,0.10650594,0.10112259,0.10146689,0.15194739,0.07333487,0.07616993,0.09273878,0.08786401,0.48549911,0.43833591,0.64272357,0.76924595,0.13542128,0.19950721,0.12050559,0.08524042
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.91694501,141.63699451,125.95169829,147.48611359,28.86288021,27.64648975,26.19244599,28.97729315,31.19025457,26.72016546,24.55598129,26.21574485,-20.04278704,-14.98430198,-22.55842757,1.00767667,10.40311062,16.29873571,19.82488768,14.91121877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42969115,0.57554779,0.62472465,0.45508311,0.0702874,0.14381934,0.09223315,0.10802382,0.13434222,0.10692333,0.14007819,0.10356429,0.39464773,0.59273348,0.77701899,0.59361123,0.19836101,0.14634533,0.35162439,0.14921335
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.73029184,135.67128322,148.10024794,141.03584586,28.88055208,25.88275878,29.09639337,27.36685014,26.8059861,27.40853643,28.27241035,23.75555518,-7.86268938,-26.682287,-17.35685425,-11.66032139,16.33542759,19.25330071,15.73746765,16.08149813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54336841,0.68899048,0.37425731,0.73277149,0.06310575,0.10904994,0.10175129,0.08504995,0.0786834,0.08348366,0.11035657,0.16364291,0.59728302,0.6201168,0.2769588,0.65631531,0.1655855,0.10036772,0.15957794,0.13811786
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.09006678,152.80157672,117.00178432,140.66673485,32.18084912,24.69564502,23.88537322,28.5636554,27.16567421,28.35568037,24.30024142,28.16984633,-8.82167202,-15.27495412,-17.90318827,-20.29437416,10.41152681,12.20727148,14.44335499,19.65203391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74644032,0.98207324,0.69951119,0.67495881,0.22896041,0.13492748,0.14133401,0.18248154,0.11835535,0.14773031,0.09824963,0.109069,0.68116732,0.55956828,0.34666378,0.65319162,0.0888602,0.13624581,0.21664213,0.15532087
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.60101069,143.73912165,137.40252953,147.32530664,24.92855845,29.60601965,26.99561103,27.91658534,27.62154069,27.97472862,28.81163043,30.73206574,-16.50530479,-16.51983037,-8.21915527,5.30965703,19.13782673,19.37452592,18.41523876,18.41266001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66231439,0.66322814,0.84281108,0.60230276,0.0824731,0.11345353,0.10724746,0.085066,0.12469197,0.09934148,0.10310989,0.15023879,0.742819,0.520857,0.61831067,0.76197925,0.12741477,0.09021635,0.16792817,0.21486824
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.61217461,137.283867,146.47761969,148.94523497,29.7594042,27.21770264,28.94213652,28.86016069,29.69232464,30.81953706,29.36028807,28.03105529,-17.68084343,5.36439025,-16.07247625,-12.19143877,12.39919651,14.18455807,12.38997752,14.86714825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41466393,0.96362109,0.4984625,0.48055307,0.14830362,0.09976692,0.08120227,0.12493775,0.11207755,0.11273947,0.07776061,0.12290673,0.28508136,0.99893802,0.33058311,0.51673931,0.08648733,0.16782098,0.14561277,0.1714679
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.95546835,142.78083028,139.29370872,134.83225074,25.97570944,26.54187745,27.28665025,24.99786007,27.47694945,27.2870289,26.65677235,27.33003542,-7.33276861,-15.18823673,-15.11087536,-10.93023365,19.41320202,17.60716126,18.26528415,19.22896634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45429147,0.57659989,0.3920045,0.88541995,0.14685098,0.07935819,0.09044118,0.1649133,0.12243574,0.1670407,0.12393462,0.18141622,0.54782784,0.7541918,0.44475281,0.59714741,0.15738467,0.12855153,0.15679787,0.1508944
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.54187596,139.79904506,147.59268305,142.34143761,29.24810159,23.72301907,26.76417266,28.15011992,29.31554536,27.4652493,29.49672586,25.78682987,-6.14357613,-21.22794815,2.61475597,-25.63532453,20.55684496,12.85180791,17.31046446,17.16187787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49125912,0.51136429,0.55390088,0.86088708,0.12913865,0.10340662,0.10251606,0.09459834,0.14862693,0.13936901,0.12349786,0.10738799,0.46799809,0.57357146,0.68853338,0.54107911,0.19841498,0.16165921,0.19287733,0.15745434
