,O1,O2,O3,O4,O5,O6,O7,O8,C1,C2,C3,C4,H1,H2,H3,H4,H5,H6,H7,H8,C5,C6,C7,C8,H9,H10,H11,H12
836,-61.26265105,65.50173462,114.67279367,13.20264661,-306.49805161,-13.05603216,-152.27069804,-293.92646849,116.41358145,155.79464993,115.21404422,118.78367218,28.00381973,28.69584454,26.64799605,28.03704195,26.22156531,30.28277642,28.52034886,28.13693445,-8.39899286,-20.27670721,-9.92430549,2.13780379,12.64791868,16.62988442,20.86729341,18.20692129
837,123.3720646,63.39680577,89.35571025,-28.50052695,-175.6900014,-207.5244115,-198.16603895,-54.36664121,169.93456753,70.04509469,98.71281127,107.51600196,26.77723654,25.64955343,24.67650099,27.48961939,26.10463096,19.44161952,22.84399995,24.17528092,-9.51293433,-8.80683238,-20.54406171,-10.56213621,19.98064441,20.26347699,13.44210747,18.10499312
838,-67.3663966,36.99768229,31.41286278,99.7401297,-4.48679002,-118.10703065,-137.58892824,12.61581413,44.17047694,153.64030675,139.19837561,183.91174563,22.10965616,29.46003986,29.96364601,27.65242578,20.32692481,29.65563194,28.25243065,28.38102599,-22.3624381,-18.3173791,-10.74710979,-14.71356809,8.33336655,21.62189151,21.65730091,16.54100559
839,37.28074426,85.96326379,132.73375118,43.89356765,-210.14362437,60.63625518,-22.32229192,-52.45841359,104.9704555,112.01150422,162.75329337,99.42792023,28.47985513,25.25303207,24.14655352,24.99257925,27.31727101,21.06051064,26.31322409,21.8856985,-13.94709631,-23.02994302,-7.29959406,-22.34026517,12.10192017,20.98557476,17.72669412,12.91626171
840,94.54441989,-73.2647645,80.80711527,77.47646036,-126.01521613,-282.08395954,-81.49130551,-96.02393203,102.29358366,127.21504868,155.57109376,120.55110448,24.57538209,27.53601766,28.91733475,28.44017152,29.65096685,28.29497975,29.70673965,27.02378447,-33.56676136,15.10335949,-1.34452824,-14.13205003,17.57184001,22.08046489,25.20011315,19.78491587
841,-50.61178885,39.53653485,86.81713893,2.04174182,-221.68914663,31.03496369,-68.06690529,-155.71183403,59.53270906,133.00835236,122.90681785,113.01027593,26.16647252,25.43997687,24.06419072,23.55780729,21.669278,25.48958099,27.83260975,26.81889392,7.09928098,-24.14223829,-18.93233545,-3.7163872,9.34593077,18.92207809,17.42408411,20.12560308
842,108.27503073,143.32566647,65.60343973,48.95763015,-48.96535678,-48.33951031,-3.63224706,17.61045438,119.16817523,103.16603807,154.94651265,143.83297186,24.73346244,24.46663486,28.72442797,28.93759407,27.52705769,21.32901467,28.70898592,29.83051177,-16.17062776,-17.38631631,-17.77898832,-18.26315031,18.42770371,25.71043886,19.56678749,22.50599182
843,40.61078026,112.7622027,1.74440026,72.36997889,-11.51743403,-67.25391914,-114.0561438,-70.95004649,134.61573114,137.95502435,124.17236017,142.45715564,27.06361943,26.94651008,27.17602074,25.60161722,22.00074192,26.2645866,26.37279083,26.95635684,-21.68975034,-27.02024504,-10.13851867,-24.19842235,18.35664034,19.3954999,8.64117127,14.69617695
844,64.06320173,101.87055714,89.04415881,85.31710971,-133.3125383,-110.89958093,-6.9019675,-120.57534514,169.82473508,104.87673701,123.83797665,144.96834568,29.3267204,26.39814742,25.02715663,29.38638046,29.12311898,22.68228618,25.3050653,28.21643573,-6.88279016,-25.94083636,-9.38089282,-16.39798894,18.7092871,18.45299478,18.03383699,16.17055902
845,0.50756352,-44.86865298,16.93484323,66.84978913,-284.70872152,28.59889195,-167.39301641,-1.32027613,93.56318061,119.52833292,126.28636926,135.26316428,25.80928878,24.37761045,28.20153148,27.21845788,23.82642536,26.50211601,28.6266815,27.75860009,-5.52461465,-17.43499506,-5.5383978,-16.03040849,13.86228653,16.72521131,14.7794283,14.83146657
846,129.57646525,79.17429189,40.72490746,-112.81844019,-37.66000893,-182.51514408,-89.89375607,40.25141249,151.66838169,116.82632904,120.84470019,148.75806891,30.09973949,23.94487394,26.69366655,27.74681304,29.00615883,26.2336167,30.08218045,30.67602669,-10.01742022,-18.32715172,-17.52398727,-21.37971149,22.98422736,19.42682231,11.82166084,6.132487
847,86.41291364,8.64353149,109.44051703,131.18268744,-98.77587224,-71.93344011,12.03146147,-82.34210592,121.71496228,119.81416737,90.357195,114.77489252,28.55894925,25.46412379,22.50458168,26.04392902,25.01010663,27.56911446,22.29802487,26.56300134,-26.05097472,-18.31034249,-16.67998492,-24.91878718,14.92539538,13.54165544,25.36154743,21.9262917
848,44.33331753,-37.9222207,79.3314788,28.90806236,1.19393925,-145.21020335,-80.98559989,-98.75881526,138.02349215,108.94358717,128.40966926,126.33370607,28.2850104,27.48739749,27.3041116,26.79047812,29.85581412,22.7286897,28.17682831,28.01047094,0.24794007,-26.99941032,-26.59955441,-22.93891161,19.94639003,12.49637777,11.99617712,10.9292099
849,-134.37515247,44.14297461,155.14497023,80.35532281,-99.4662027,1.37704017,-197.80937532,-72.23634306,96.51018582,118.92912443,132.24607987,124.6197395,25.80689373,24.7177103,26.75268969,28.24147994,24.74037467,27.15155884,25.73692661,28.18422211,-10.61290895,-24.03026583,-21.9547059,-19.80866521,7.82538648,10.69382639,24.12781306,17.4453419
850,149.29862778,108.89910168,75.15577536,118.77095729,-174.36586778,-0.27584973,-39.12363307,72.32957972,154.52535544,81.34073831,138.21274222,148.25698318,27.47651075,22.91794087,26.42703729,26.10341425,28.61904781,24.68941166,30.15747253,27.98249825,-5.25441054,-25.35920504,-16.70705453,-18.41151978,24.88453475,21.93806391,14.82969444,22.25608393
851,59.08202538,2.5078413,-145.83678787,-37.96118106,-84.97550755,-69.65966345,24.62010828,-226.24103307,138.39316047,146.17749158,61.54359172,112.46757621,26.62344136,28.25840665,25.11284539,24.12924919,26.24280101,30.04596571,20.50104453,26.1215495,-22.36388044,-11.55160294,-1.20235735,-22.83167125,13.37839606,11.43097748,10.51571219,6.58264283
852,-65.01877486,-7.53725508,80.1646565,17.12868494,-55.99577301,-190.64146262,-114.50645197,-70.7450254,99.36630088,124.57458412,118.08873546,139.37924572,25.8513275,26.42716659,27.99323375,29.03848167,28.12004592,27.58786126,27.45800413,30.19016732,2.87212376,-10.18261531,-14.54641039,-8.60472552,17.40194768,20.30147327,14.55172822,24.87956166
853,66.88857169,76.58741238,121.04789653,53.25166789,-106.62035246,-180.6255061,-171.82386797,25.2412724,60.55067496,130.84280932,129.13204804,164.75464924,23.41402964,28.92513881,25.67686679,26.38491935,20.05976559,25.71447822,27.18135271,27.57155368,-12.1045402,-13.01654405,-24.08056289,-17.24535622,19.05320659,16.87869278,18.47424754,12.30129966
854,53.16740543,91.47032136,116.66628345,145.50823696,-39.98654184,2.6023221,-8.46296751,40.79991142,129.25012546,157.11365703,134.12068453,163.43443558,29.96062448,26.9495183,25.61750673,27.03197601,27.91444926,28.63951816,24.63447636,28.95377368,-21.78386457,-21.87059527,-8.42689066,-22.67281081,14.82737244,15.28975938,23.89674437,24.46539754
855,93.43548215,53.71642496,-145.24440636,51.20131171,-199.00434354,-200.62501523,-14.6879696,-209.37450516,118.75519362,135.76653275,135.08392628,79.59062989,27.40491382,27.19123458,26.42814585,24.00446794,21.95520101,25.65957812,26.90455459,23.71677192,-18.92805128,-8.79675135,-16.01699364,-23.25643242,10.75705459,9.33858932,7.06262207,10.06222948
856,49.56834021,-80.49666871,-20.95182641,27.75559954,-134.63137824,-183.63362568,-105.11086994,-13.37023838,90.02885612,117.68459162,98.81808344,153.25292947,24.77566737,26.92534085,22.82306704,26.73224813,24.71831715,30.84772162,25.86075298,29.0363085,-21.19666869,-2.18157769,-1.55750429,-13.33328206,15.78727127,13.52383448,20.52523729,22.37380184
857,42.21732428,95.99818164,92.01764197,-15.19567474,38.33755868,-89.23047779,-121.84201547,-97.92921725,71.14621942,114.73293633,121.66596913,135.73640115,23.23675627,26.58314494,24.24800734,26.06974225,21.10388406,27.19263859,26.1771458,26.59983932,-7.65991537,-24.2045089,-19.29387768,0.7429432,19.26690402,15.07575358,16.46456606,11.39326248
858,-8.17571017,-43.47080962,59.41062172,34.49012182,-78.98516589,-48.13366739,-75.59773465,-4.78145015,141.08057722,143.24235402,109.45984293,144.73381585,26.33762772,28.78400678,26.64078993,25.37745485,26.85792446,29.53266707,27.5770644,25.98546432,-32.0880271,-14.12762887,-14.89333886,-26.73095925,17.66834385,6.53976468,17.5559455,21.02644903
859,54.92813807,88.32008528,21.09657501,66.20648125,-138.47561322,-311.44281505,-30.41490977,38.95179456,104.14268247,104.00369492,104.64817127,124.44478501,25.62673504,23.90596043,26.05661155,26.08911984,22.93079049,24.91885377,22.77446454,27.32002504,-8.67876553,1.77485856,-8.56347335,-24.37849235,16.31612157,21.39349625,10.75824465,20.39647823
860,92.15849236,89.13465253,94.59469644,125.69565613,-92.31661587,11.86223559,-182.71047929,-142.03236408,125.90112733,142.11186622,120.06343717,119.14697866,23.74967954,27.41058339,25.8807002,28.03192311,26.90608553,26.86842391,27.92547077,24.93229349,-12.72533779,-27.17439341,-14.6309927,1.03640416,17.59033767,9.31209845,22.83326759,28.11216728
861,-68.31004303,55.94849274,-6.75106856,-15.04843785,-46.95301563,-188.04956423,-287.23794785,-5.68150992,54.31099919,132.94271378,129.15418777,113.81035206,24.77540757,25.28940027,26.92066954,26.11241375,20.35858701,29.05266408,29.69636276,27.36556646,-11.27367595,-16.30454616,-3.20007693,-11.13119129,5.72013976,18.08513874,11.23192544,8.30585958
862,-37.30150726,65.81557907,57.38406068,101.70966527,-39.4384365,-163.56878472,-96.93615048,-64.22528173,145.49896238,120.15185185,104.6458733,94.99279864,27.50445342,28.35875237,23.45052484,25.54084371,29.04373057,26.77979305,24.1178235,27.27602183,-12.55429887,-12.13551213,-16.01624643,-7.28821804,10.84813967,12.84193101,8.90972063,23.53838996
863,59.50858172,-77.14222693,124.25486755,47.74364946,-18.61462932,-131.61475028,-19.24490565,-139.86875519,127.33830893,114.07431298,170.09684878,106.21728529,26.0588766,24.63660836,29.52359055,25.25005524,23.14199662,29.15523495,29.70214465,25.93652965,-15.07477504,16.54175858,-10.4127275,-21.62560327,17.93596815,11.41693812,21.7479262,13.95987256
864,121.80576569,105.41398623,8.99400279,70.76611789,17.98029798,-62.07769954,-152.38256366,-121.78895913,133.43570722,98.93407417,60.8646539,133.61929243,24.54312066,24.79849328,22.388036,25.18266109,28.23577438,22.27366423,26.11034047,28.64031414,-14.1730908,-19.90534688,-16.01630424,-3.61699835,16.51586313,14.18488133,13.43662502,16.30365826
865,-18.46320637,7.31976224,39.64724987,28.2360176,-191.47507001,-90.5524832,-111.09562763,35.53507502,72.89207053,110.25841369,121.780642,117.36443797,28.25330778,25.80878167,31.17354534,25.29375434,21.06924554,28.07423789,29.97019122,23.79357209,-17.56243157,-5.17745348,-15.63721545,-16.70460027,11.57048977,8.39262796,16.85906022,15.81283914
866,65.82828421,48.32178983,-13.45450971,77.04081947,-243.95098933,-47.61933167,51.52096891,-119.56564474,130.60862369,132.04586822,86.97514574,145.2789314,26.32067404,25.11955453,21.01954728,27.37079245,28.96477907,27.82350574,26.80386289,28.43592485,-12.2409631,-8.23591767,3.59490542,-10.17223976,12.55929038,21.24987371,11.92425328,13.27598665
867,9.30183787,0.66051053,65.25140695,-9.9849851,61.28570195,-92.77680767,36.03037428,-80.36940919,95.73221491,116.599087,137.14870566,149.50590737,25.75125426,27.23442976,29.14913142,27.15887448,23.39074137,27.14349703,27.82465991,28.70997741,-28.30321818,-30.00129298,-13.02193953,-15.98097776,12.65340965,7.46173694,12.13924183,13.72952766
868,110.0223694,116.08984539,28.91770692,-141.4009029,71.39253838,-33.09899848,-149.15351417,-152.40418202,101.14310376,123.22464528,124.81450241,148.06616877,22.10107391,23.82743149,23.66892393,26.67590916,28.64851935,26.22325795,28.72690069,29.39111131,-15.6906017,-10.02071379,-1.28408787,-22.63096944,12.3605584,29.24388151,12.50891481,10.40634473
869,91.42958302,22.59584411,-22.12940011,126.83463891,-182.50311507,-142.5275336,-165.86635231,-48.27503663,138.90274497,116.61137317,100.17240906,142.20891146,25.94639128,24.08779816,28.75896549,28.13094362,28.71890546,27.14515413,25.8692316,29.13189564,-21.50373485,-9.53198033,-20.61840605,-27.05151311,12.65702977,11.04609794,7.5527572,21.96371201
870,1.29834812,-34.23028235,119.80019798,78.70643024,-161.2490156,-30.0408993,-25.64023129,-117.67491446,94.63092072,101.08933015,127.16477651,108.18121495,22.78556071,26.19703507,24.42816876,24.45714649,25.63946544,22.56542796,28.15408403,22.88716056,-27.75249755,-12.46352119,-11.44436438,-31.70600415,18.41470204,18.52029241,17.36125704,16.13171242
871,12.60166334,163.72757685,29.85552044,72.61847074,-84.67165368,57.88289232,-53.61784045,-42.82324733,134.92437473,161.58473487,164.46123274,142.89387096,29.41884729,27.38334174,30.43105004,25.92012587,29.91488708,29.17355539,29.68096323,27.13561184,-22.23329502,-34.58979992,-22.85980055,-18.10367703,8.30384587,26.70918515,8.72357609,13.52759349
872,27.69669663,122.28884961,84.77630514,-137.86681293,11.49504879,-264.53743272,-73.0116074,-318.7430964,118.91542228,86.73318809,137.8431734,109.04149358,24.33723774,25.6668442,26.07168785,28.53968374,26.78769217,24.88793944,27.92526953,26.55593969,-21.35706259,-41.04541809,-23.63328127,7.91747956,12.5197035,23.63639494,13.23688728,7.19067152
873,30.21760126,168.88766708,95.80324783,79.36639883,21.79802487,-19.13577546,-82.84011328,-107.25508737,141.98731628,152.09901798,121.29567965,146.92091012,27.72139016,28.38023772,28.73183416,26.13760935,26.49072065,29.08935435,28.40735012,26.06080613,-16.52871233,-20.26116653,-28.05960021,-24.08397903,11.06198401,30.24894677,13.24020024,16.08095672
874,91.30493701,72.83003746,88.92857505,130.53891046,-104.69575675,-181.0470623,-175.63933858,-60.54030731,116.665872,85.80207684,98.36049729,153.85152861,26.33574501,24.03621931,24.48913883,28.95089129,27.40512733,25.84155703,25.84846353,27.86628421,-8.04547343,-3.72479094,-16.42593045,-19.77829588,23.18626706,23.27593176,23.41883992,21.2578472
875,35.68539518,136.70638938,113.48372874,33.49781898,-180.00252542,-99.07265465,71.65933918,-234.59674003,112.28133832,160.02885072,179.99854313,147.50006766,25.09573656,28.06561947,27.58155828,28.10872667,26.40584875,28.66504154,27.07225557,27.84647232,-20.74341646,-20.64407367,-3.31047497,-20.65666081,13.84457628,20.71968735,26.98441587,15.45775273
876,7.96252625,98.73559121,96.80093404,5.85363199,-55.75009272,-77.28508945,-151.99404969,-159.30537288,117.92261724,111.24741155,133.65800092,153.24043343,26.7901149,23.44298622,25.60889753,26.85465431,28.35823364,25.15416201,28.23878179,25.05812235,-17.14262266,-27.49835167,-8.41756047,-20.74862465,9.76546379,18.17335772,19.69646915,15.45489043
877,12.85496849,50.86458007,47.9667318,59.5553295,-36.39712418,21.46969537,-170.78618398,-79.02797788,118.33347251,157.47562197,87.37640922,98.7245641,26.77704635,27.49094646,28.63017173,25.24735057,25.69407583,24.94347375,20.80969123,23.32346489,-26.7440178,-29.97452807,-0.60134235,-26.69093639,14.97967551,19.38680896,15.31348556,14.3684876
878,16.43598273,41.27422236,-23.08487896,95.21135473,-214.1517626,-94.4430396,-30.17320754,-193.83842871,145.70847478,140.27064095,124.05521156,104.8718498,26.74586444,28.7388827,26.1059474,22.10755589,28.64086074,25.88340407,29.40221229,28.25955608,-15.7769762,-16.30594707,-19.77478691,-13.50606443,12.08560874,14.32147309,14.46459403,11.28247852
879,97.45146664,-8.81169436,94.98214665,135.54243721,-77.32237836,-14.23150378,-2.31027947,-233.23474721,133.84843631,141.69976729,128.11885496,107.54720772,25.31362485,27.40158985,27.75305929,26.26468325,22.94625459,29.14981764,24.13951441,26.62637886,-20.26757593,-11.20855062,-14.69892759,-18.25594446,13.14718253,21.23541253,16.83941112,24.02403138
880,-182.49805904,78.22536852,130.46933803,27.41032081,8.97918403,-141.36172372,-69.97452565,62.08916735,98.07686422,118.09382712,100.1227832,135.1329976,22.3649,28.12428375,21.65295565,23.25407083,26.77340417,26.26508824,25.41646226,24.89130523,-0.64963815,-29.47066219,-19.93338187,-18.68397705,10.7573942,15.47098801,23.07138892,6.1560101
881,90.66658931,13.8765129,89.78565635,117.56253848,-150.64968403,5.1217848,-36.05463081,-268.31487037,105.64546982,83.9064871,157.47846754,67.40264711,31.03963286,23.14227078,29.72235471,21.72141453,26.28107008,27.0222829,28.95383998,21.03388054,-9.92260245,-17.76553451,-9.01246744,-12.30418095,15.1682266,21.1277585,15.735353,24.03184285
882,40.16690596,55.23476618,25.02971411,8.32114014,-179.90132435,11.31997324,17.17072897,-107.65760221,86.72670483,132.75207964,101.40283109,126.83879567,24.64084449,28.60326345,23.02762047,27.18996811,24.4939792,24.22858396,24.96004481,29.39722742,0.10161326,-22.38232279,-12.61138845,-13.66970519,7.64907374,9.77100703,25.42743559,6.45024485
883,-5.27466925,76.85402906,34.24871364,-10.16538987,73.91137529,-34.65492756,-101.04498362,-122.78061799,160.08573511,143.03689216,148.53611576,119.25683723,29.51619176,26.58307673,29.70757504,26.17895896,27.3293035,28.93960568,29.52037561,27.11408731,-20.49190463,-22.40382089,-25.6926167,-4.15679292,11.62421327,16.35123002,9.64936569,17.87347961
884,-31.42534478,140.30142,107.35274505,75.97448945,-16.16483658,-171.69804503,-36.06246164,73.74217035,80.86489118,130.50695008,110.74375093,147.71028673,21.72250903,27.64569704,23.96883972,26.7155142,21.86185965,25.50896887,24.15812655,27.88975673,-18.66832031,-9.47608674,-20.41242227,-22.17154115,11.93997917,24.36498151,21.12133885,13.27667435
885,-61.03558183,62.58169174,46.22560548,93.58330598,-186.05758485,-121.88083243,-210.76153279,-164.85037296,125.28227421,119.50303357,111.63256944,81.92973424,28.43798063,27.72326578,27.80654342,22.01127856,27.92151909,29.44455802,28.21825486,22.96823541,1.7072386,-9.85764705,-16.66750248,-7.00921619,11.94864992,14.60911157,12.76512596,26.38972943
886,98.02512687,-108.30832738,90.70544195,19.91380541,-75.97154066,25.35634642,16.73797433,-28.12494435,134.6906132,117.61012906,145.17794187,106.23931496,26.65171873,28.3365077,26.13182321,26.5943536,27.02739044,26.75814666,28.75025078,26.88659244,-6.64320265,-26.95519316,-18.56794762,-23.15346911,16.09713302,7.73160014,13.81414937,10.13511386
887,-15.16599369,107.13379758,14.4333392,61.52330606,-17.32256598,14.81386424,-56.34069969,35.77915118,141.1427334,143.52488314,132.52113211,114.86876525,27.10511744,25.05143633,28.66206213,25.01050722,28.28005892,28.87096728,27.40363828,28.1224841,-26.74631995,-7.33060677,-18.79722153,-19.46079542,6.51039595,18.56651183,13.97330502,15.3639078
888,51.00002798,41.38953055,-72.40616166,80.49424262,-46.15007137,-143.79960187,-94.00347518,-149.81895136,75.42559657,113.03082031,119.21548385,132.90597922,26.26398867,26.93137685,24.71639025,27.51597485,22.06418561,21.93975073,26.35744313,27.40015263,-12.35286946,-10.3045335,-23.39926488,-15.40524083,20.06280907,10.18688711,8.10019789,16.24239387
889,49.51361838,18.67255863,-31.46544191,90.07894288,61.42573686,-192.54062565,-166.65433003,-143.45970986,124.05233077,97.35146514,87.21452905,145.08508823,25.53216175,26.23492981,22.93606365,26.57465398,26.4033505,29.90887311,26.20622073,27.99559723,-24.73346875,-2.76713563,-5.57391032,-18.1879219,5.68343842,17.4896801,10.73284224,18.3864985
890,120.61911585,-32.29743529,120.32477482,53.81455403,-205.54655196,13.15459486,58.22725158,-243.04520305,125.83692446,77.74521765,130.45148998,124.99092182,27.02216061,27.46572544,25.21867297,28.35405651,25.64301479,22.35265826,26.5799659,28.18280666,-0.12204069,-21.4326314,-21.96218136,-10.74701763,24.63442947,12.93559704,20.06932909,18.15019431
891,40.35082613,100.24989454,52.17823876,105.80840595,-168.55762223,-229.24956521,-90.09902667,6.32311166,113.57192933,129.50590939,120.49132559,98.8027126,26.02383392,24.66639819,23.12327732,23.21969169,26.05729528,28.49419178,29.41593207,25.93456674,-22.24871947,-5.35591556,-15.41279256,-25.19262237,11.37313238,22.20264755,17.42849543,17.95295508
892,9.23244565,56.75174831,14.89378878,129.54894224,33.40736974,-133.6995187,-167.20775945,-69.78317137,114.8860257,72.00623309,110.36145441,162.41398202,21.9862542,26.20911249,26.84195741,28.11533638,26.2020044,19.18987474,25.57886307,29.12969875,-23.63525374,-18.31833534,-2.56307373,0.25249185,8.56023469,17.62192531,12.17002197,28.60079909
893,96.84051319,43.65516973,-143.42714426,-18.17301538,-1.51531848,-110.15790803,-61.2090681,-184.66793324,131.54627913,137.82199121,136.84919716,122.40581498,27.71099932,26.59540072,26.85942422,24.53011444,27.81629658,27.75862168,29.5575719,26.38657081,-32.24384576,-24.30671843,-15.83181433,7.08650089,16.68175373,6.48853604,8.29742562,9.40381169
894,128.62075807,66.42907146,67.17070258,-9.66506393,-168.21780226,-77.85098068,51.36225292,-24.32536346,87.77349703,112.78447945,128.72404468,145.57119217,20.57710391,27.64423892,25.90455698,28.73841234,25.42859203,25.86786892,27.09005644,29.19205023,-12.73419293,-13.52714259,-16.14427708,-12.43137646,24.01060457,24.11629536,19.39408551,18.53347206
895,73.53395743,-51.64939987,102.52016333,51.76186291,-128.05047785,-62.18357587,-222.45736566,64.15551035,150.5979031,105.79239823,121.87648576,91.10287195,28.80539772,24.45887664,27.05240564,23.6708517,25.70718073,26.22825892,28.69887538,22.00074262,-10.43991271,-14.96945451,-20.78983642,-25.73312514,19.30443429,6.74533763,14.11920369,11.87338121
896,45.84548108,-24.13942308,81.17331825,2.84570465,8.56612765,-164.81786982,-167.17688907,-25.34644695,98.42357511,98.96751636,116.43754546,127.40360384,24.16102491,27.3067073,24.33004168,26.24244636,24.27548452,26.86192024,28.71728582,27.06930731,-19.67841658,-7.58871802,-16.78833226,-18.83494062,15.59461229,15.00748228,17.70297449,14.62712728
897,77.72259898,100.83455535,91.20034635,88.74237926,-164.98922022,-24.45372476,60.01207509,-218.77102269,143.29625429,127.5178939,138.71926621,141.4736565,29.70227236,25.25168524,27.40357117,24.40029701,28.72849759,26.05283497,26.64255757,28.08056248,-11.76921042,-5.23612684,-22.26560713,-10.13728624,16.40779387,18.8735858,15.41423193,17.63279561
898,17.96653391,90.10584692,-48.38454715,82.99139646,-21.53314448,-24.06282435,-123.78898411,-94.40937371,131.41208501,151.36538745,110.96824106,146.24429389,27.46638284,28.1825234,26.00992449,25.89690674,27.04405055,28.67396104,28.47407584,26.01398572,-25.97614498,-7.35081008,-5.70553881,-25.05735395,7.67709318,18.24662474,19.49006999,14.08373848
899,160.71313299,-20.35058587,81.85750044,-31.65617842,-174.15252836,-58.31986311,-175.04542347,85.29490125,127.13406799,88.54200971,109.36340585,141.07947108,26.9757217,24.3850401,26.25478469,27.35600861,23.44770283,23.98351317,25.52932664,26.20778345,-11.32371431,-16.90238461,7.54407283,-30.77701199,23.45298671,12.07246992,20.89422926,8.08245174
900,18.85833228,18.21473747,76.97450644,94.43168251,-125.26147805,-195.62544921,-125.90680382,-162.97738626,131.22861259,112.04168398,149.72568715,131.31694212,27.61638205,29.48610122,27.22262479,27.56725016,26.28575317,25.98037934,30.17917544,27.77792919,-16.35126824,-25.60177966,-0.48105357,-28.66454761,10.48144095,11.73549685,28.93121676,16.38232053
901,118.18755797,132.355376,-12.65883434,47.41007893,-192.85752263,27.32928959,58.45860026,-207.26104971,138.75499292,130.49143367,119.44049208,114.50494651,26.18151351,25.09201201,27.57122902,24.92806372,27.69929099,27.93644896,26.83126922,26.12435625,-12.77603032,-21.86835739,-23.35756142,-21.11590732,16.06342733,28.29682384,9.90403183,10.54794888
902,50.82465799,35.50292122,67.70529966,105.09789504,-33.49171373,-18.7998399,-181.88232596,44.66937903,146.26364281,128.46532165,123.13478135,133.68848652,27.41504666,29.06709134,29.95014451,24.94094127,27.76979641,27.126048,29.13467441,27.18180444,-18.46478752,-15.85998027,-6.03760224,-27.28683639,23.63350243,14.87288975,20.60059144,14.67510996
903,12.7287699,-10.10852566,20.65617696,-6.26134944,-145.71166232,-164.1321013,-81.91796876,82.45712922,143.64210774,94.41441436,140.81944392,95.77617419,27.15656986,25.653997,28.52209246,25.287698,27.53070839,28.90229515,28.844801,22.92939531,-9.75416617,-4.61696498,-14.04806354,-10.81118943,9.93059812,15.43133989,18.61602363,15.60922897
904,3.86417394,114.80088077,53.8106763,64.53408261,-125.6845836,26.44418026,-218.53257056,-41.88689213,106.42361255,166.34330723,77.66952166,131.3993879,24.9832415,27.06629817,25.61663819,27.24574399,25.62083836,27.68438023,25.98327577,28.26824734,-14.37795843,-17.25935701,0.08501553,-20.39577489,23.99991213,19.38004225,20.22346235,16.66778294
905,-11.38394885,1.63757159,33.46730132,62.27550072,-4.32337072,-106.28955433,-62.81239324,-163.12882585,118.34415859,116.81051354,148.07457018,113.42611681,27.2132426,27.1213703,28.36176994,24.86159117,25.34588438,26.52012585,25.76416379,24.44877538,-21.29017977,-26.94463429,-17.92955984,-14.37722587,12.61102669,17.61015078,14.31097679,13.84684377
906,84.72077314,138.88581913,73.42614424,41.92985723,-124.41245745,-129.61520568,-176.78604546,-118.58776404,108.3708281,120.23744576,98.85942258,143.54350135,27.90721917,26.91112378,27.81935485,27.54078998,24.61151227,28.39875907,26.50993757,27.03202686,-15.54989819,-15.87717492,-33.47734073,-16.00462834,24.12490009,30.33747855,15.30483685,11.91468473
907,-5.21182236,99.00532029,65.91598754,131.76091943,-52.32898474,-134.35085852,-55.22007459,-14.14575633,132.64328714,140.15182137,118.82682181,148.47317996,25.52488444,28.18341214,25.74746374,25.99769835,25.62735307,28.06741433,27.86996769,24.11157949,-15.91186815,-12.30206017,-23.88778651,-16.7284725,10.44344797,16.85446011,14.73469285,23.68736256
908,78.09935341,72.71697899,70.48921462,32.82247263,83.39691681,11.75937362,-203.65360965,31.38613552,158.12961013,152.14597248,132.38023765,153.68377239,29.28792914,28.42631397,27.31192834,29.74647723,27.08304846,29.32137044,26.46680002,30.38530048,-13.10194365,-19.80271557,-6.27804645,-27.12598751,19.58612568,15.26025335,21.13918047,13.26354724
909,80.05859597,60.30040345,37.29375284,112.04502272,-228.51778707,-125.11795902,-116.93924564,-215.44873347,84.40146315,129.81119429,119.55003719,115.64495415,24.95305192,26.3259091,26.68850721,27.45798039,22.14146355,26.83583327,25.29350995,26.41760767,-2.78054167,-16.02207672,-11.0100624,-21.77930441,24.06778486,19.41064634,21.96186977,22.72451491
910,28.34396422,78.88333142,65.63484835,9.66618462,-39.01999153,-99.04966418,-21.24968082,-74.37208906,119.69995619,114.77233877,137.16490487,124.55091914,28.8211522,29.18688744,24.78326579,28.83825972,25.87452271,25.56228837,26.69974636,27.57387318,-22.87082645,-15.27649529,-8.13429277,-19.07418776,13.36815992,24.19931189,22.55154088,16.35822063
911,44.93262515,141.73727423,39.89020335,53.45080061,50.93027053,-142.29467728,-90.57187413,-11.96092721,127.19740954,152.85626138,149.54094558,95.32345715,25.18825781,27.22092834,28.185659,26.32884822,25.01763206,27.24624614,28.28594427,21.47351509,-23.71608549,-22.55783136,-8.56343033,-22.70498575,24.14486911,23.31802795,15.83378639,15.63250149
912,103.19031878,84.89144348,75.06492027,57.90841794,-131.60070881,-107.66393637,71.63218633,-42.2579472,143.38871745,127.40854674,145.45788172,152.03024307,28.32764045,30.29643927,26.724686,28.78959604,27.25354468,28.45966625,27.41858345,28.65733554,-19.12518641,-20.93355528,-23.1226897,-19.81732502,19.71417555,18.93259132,20.00229081,21.71039176
913,122.65267435,-25.85680313,18.45859187,-27.32195733,-129.5767239,-17.03991658,-86.32131437,-235.30428818,141.23746343,92.44134706,128.76467404,142.75749158,27.86880161,23.75890489,29.26409407,26.02285575,28.56813418,22.46348503,27.19316413,27.22366055,-15.61514046,-24.49408802,-31.67595842,-2.02153563,24.76196372,12.1662091,9.98800276,12.27606082
