################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.1783778000697880E-01 a       915     0    39     1     3
 -1.5185473589907267E-01 a       916     0    39     1     4
 -4.9446639623333438E-01 a       917     0    39     1     5
  1.6003564215159191E-01 a       918     0    39     1     6
 -1.5678202008376177E-01 a       919     0    39     1     7
  1.3900982038322668E-01 a       920     0    39     1     8
 -8.9092524459089573E-01 a       921     0    39     1     9
 -4.5506832465671249E-01 a       922     0    39     1    10
 -1.3896483023812592E-01 a       923     0    39     1    11
 -5.7494681620155497E-01 a       924     0    39     1    12
  1.3521322167478220E-01 a       925     0    39     1    13
 -8.6073934950970821E-02 a       926     0    39     1    14
  2.1523206823714144E-01 a       927     0    39     1    15
 -4.8259712475244704E-01 a       928     0    39     1    16
 -1.0425582035982441E-01 a       929     0    39     1    17
 -2.0997191408856700E-01 a       930     0    39     1    18
 -1.8426710766172244E-01 a       931     0    39     1    19
  7.0067550460183736E-01 a       932     0    39     1    20
 -4.2820173210325368E-01 a       933     0    39     1    21
  5.0280965577979575E-01 a       934     0    39     1    22
 -5.9482398018937788E-01 a       935     0    39     1    23
 -2.5667962327629395E-02 a       936     0    39     1    24
  5.8846040199980673E-02 a       937     0    40     1     1
  6.8633918732145782E-01 a       938     0    40     1     2
 -4.2546036388944952E-01 a       939     0    40     1     3
 -5.9160146350939180E-01 a       940     0    40     1     4
 -7.1269359355875958E-02 a       941     0    40     1     5
  4.4502191706320887E-01 a       942     0    40     1     6
  9.0454574979991398E-01 a       943     0    40     1     7
  3.0030527399929036E-01 a       944     0    40     1     8
 -6.4311543870753818E-01 a       945     0    40     1     9
 -5.0916943855487407E-01 a       946     0    40     1    10
  6.7911492864651674E-02 a       947     0    40     1    11
  9.0971674228273791E-01 a       948     0    40     1    12
 -4.8121360218380960E-01 a       949     0    40     1    13
  8.6869541480755197E-01 a       950     0    40     1    14
  8.0718344319459824E-03 a       951     0    40     1    15
  2.1877741154813076E-03 a       952     0    40     1    16
  5.3478530288348558E-01 a       953     0    40     1    17
  5.9788920782497856E-01 a       954     0    40     1    18
  7.9080881345231668E-01 a       955     0    40     1    19
 -7.3617034386625002E-01 a       956     0    40     1    20
  1.0165694231712039E-01 a       957     0    40     1    21
 -7.4770886080440757E-01 a       958     0    40     1    22
  1.9442613098822778E-01 a       959     0    40     1    23
 -2.5152187507077406E-01 a       960     0    40     1    24
 -8.1806550364465130E-02 a       961     0    41     1     1
 -8.5325881013729732E-01 a       962     0    41     1     2
  5.3502805503770945E-01 a       963     0    41     1     3
 -5.3099379193280383E-01 a       964     0    41     1     4
 -1.3775661771366374E+00 a       965     0    41     1     5
 -1.3575278073850161E+00 a       966     0    41     1     6
 -4.8762424022820661E-01 a       967     0    41     1     7
 -2.6147066667740176E-01 a       968     0    41     1     8
 -1.2479159967175645E-01 a       969     0    41     1     9
 -5.0410993312707431E-01 a       970     0    41     1    10
 -2.2885374916601007E-02 a       971     0    41     1    11
 -8.6148619715024011E-01 a       972     0    41     1    12
 -3.7302092393076287E+00 a       973     0    41     1    13
 -2.0033308776524081E+00 a       974     0    41     1    14
 -2.8796685885540829E-01 a       975     0    41     1    15
 -1.1142871340039781E-02 a       976     0    41     1    16
 -1.0588687792165938E+00 a       977     0    41     1    17
 -1.5310195087729923E+00 a       978     0    41     1    18
 -1.9738919471789420E+00 a       979     0    41     1    19
 -4.5854003030562246E-01 a       980     0    41     1    20
  1.8455045564690772E-01 a       981     0    41     1    21
  6.0497390154427422E-01 a       982     0    41     1    22
 -8.7786118912770550E-01 a       983     0    41     1    23
 -6.6448009570827760E-01 a       984     0    41     1    24
 -7.6625913501428478E-01 a       985     0    42     1     1
  2.8131508140985186E+00 a       986     0    42     1     2
 -8.5134916838697361E-01 a       987     0    42     1     3
 -1.8645379801012465E+00 a       988     0    42     1     4
  1.2053885991335995E+00 a       989     0    42     1     5
 -1.1417352577707960E+00 a       990     0    42     1     6
 -3.3273526942081616E-01 a       991     0    42     1     7
  6.0615168670044794E-01 a       992     0    42     1     8
 -9.9251788191846013E-01 a       993     0    42     1     9
  4.4555482957743631E-01 a       994     0    42     1    10
  4.0542584503306778E-01 a       995     0    42     1    11
  6.1123961662618423E-02 a       996     0    42     1    12
  1.1314538290246330E+00 a       997     0    42     1    13
  8.3515803565489399E-01 a       998     0    42     1    14
  7.3058878358518398E-01 a       999     0    42     1    15
 -2.8815968192142483E-01 a      1000     0    42     1    16
  4.1651659079828107E-01 a      1001     0    42     1    17
  8.8635537958190858E-01 a      1002     0    42     1    18
  7.9965038603163363E-01 a      1003     0    42     1    19
  1.4374467058839917E+00 a      1004     0    42     1    20
 -7.3583951403694392E-01 a      1005     0    42     1    21
 -3.8874950014577353E-01 a      1006     0    42     1    22
 -3.6868672014098008E-01 a      1007     0    42     1    23
  3.0124626773012636E-01 a      1008     0    42     1    24
  5.8829444814045728E-01 a      1009     0    43     1     1
 -1.9700011270253104E-01 a      1010     0    43     1     2
 -3.0440498901494645E-01 a      1011     0    43     1     3
  2.5771639535615287E-01 a      1012     0    43     1     4
 -7.0585703925076004E-01 a      1013     0    43     1     5
  1.0227970749093999E-01 a      1014     0    43     1     6
 -5.6129365640372453E-01 a      1015     0    43     1     7
 -5.7062674421873949E-01 a      1016     0    43     1     8
  1.0787198437013380E-01 a      1017     0    43     1     9
  2.7955308794469608E-01 a      1018     0    43     1    10
  7.3691493029202138E-02 a      1019     0    43     1    11
  8.0395757007519808E-01 a      1020     0    43     1    12
  5.3532377593726900E-02 a      1021     0    43     1    13
  1.0735316583043049E+00 a      1022     0    43     1    14
 -6.0723131202489733E-01 a      1023     0    43     1    15
 -7.1823179069920723E-02 a      1024     0    43     1    16
 -6.1218070387557200E-01 a      1025     0    43     1    17
 -7.2642732212618438E-02 a      1026     0    43     1    18
  6.1973652728949580E-01 a      1027     0    43     1    19
  8.0290830895466542E-02 a      1028     0    43     1    20
  2.4204616900729278E-01 a      1029     0    43     1    21
  2.8453915427475700E-02 a      1030     0    43     1    22
 -2.3865107958051410E-01 a      1031     0    43     1    23
  2.6697567640577091E-01 a      1032     0    43     1    24
  9.0582055976995576E-02 a      1033     0    44     1     1
  4.2470117795203696E-02 a      1034     0    44     1     2
  1.8669597170237834E-01 a      1035     0    44     1     3
 -2.2613337812391388E-01 a      1036     0    44     1     4
 -2.0080362479970165E-02 a      1037     0    44     1     5
 -7.9615015950840126E-02 a      1038     0    44     1     6
 -7.5531047325685030E-01 a      1039     0    44     1     7
  8.1902748265702069E-02 a      1040     0    44     1     8
  5.4208997895440514E-01 a      1041     0    44     1     9
 -2.8519215692661021E-01 a      1042     0    44     1    10
  8.4889442922848585E-02 a      1043     0    44     1    11
  3.6571392683874021E-02 a      1044     0    44     1    12
 -3.1271679884806997E-01 a      1045     0    44     1    13
 -8.6788090114487171E-01 a      1046     0    44     1    14
 -5.8759955284752186E-01 a      1047     0    44     1    15
  8.7026947502438445E-02 a      1048     0    44     1    16
 -2.4665339189111693E-01 a      1049     0    44     1    17
 -3.3525887672121601E-01 a      1050     0    44     1    18
 -1.6064957492081514E-01 a      1051     0    44     1    19
 -6.6968852553798405E-02 a      1052     0    44     1    20
 -8.5412573552667403E-01 a      1053     0    44     1    21
  1.4317670987813519E-01 a      1054     0    44     1    22
  3.7102178090109177E-02 a      1055     0    44     1    23
 -5.4260566245355513E-01 a      1056     0    44     1    24
 -4.7151081670477002E-01 a      1057     0    45     1     1
 -1.1857646985164298E+00 a      1058     0    45     1     2
 -1.2132816265831906E-01 a      1059     0    45     1     3
 -5.8300152611737696E-02 a      1060     0    45     1     4
  3.9544970790798784E-01 a      1061     0    45     1     5
  3.4399806893826185E-01 a      1062     0    45     1     6
  2.0729786231588407E-01 a      1063     0    45     1     7
 -4.1744175528379190E-01 a      1064     0    45     1     8
  6.5201577037188208E-01 a      1065     0    45     1     9
 -6.2133699383934869E-03 a      1066     0    45     1    10
 -3.4358650583340572E-01 a      1067     0    45     1    11
  4.9021640971335328E-01 a      1068     0    45     1    12
 -3.5874455814786677E-01 a      1069     0    45     1    13
 -3.8367715341310067E-02 a      1070     0    45     1    14
 -1.3982551288798359E-01 a      1071     0    45     1    15
 -8.1206522851974483E-01 a      1072     0    45     1    16
 -2.3866987494407929E-01 a      1073     0    45     1    17
  1.7989174210856937E-01 a      1074     0    45     1    18
  6.1944679534878777E-01 a      1075     0    45     1    19
  4.9517466174681191E-01 a      1076     0    45     1    20
 -7.8350255366830890E-01 a      1077     0    45     1    21
 -3.7550248670398934E-01 a      1078     0    45     1    22
 -5.6962696713872385E-01 a      1079     0    45     1    23
  5.3744145258917697E-01 a      1080     0    45     1    24
 -4.6028396076436329E-01 a      1081     0    46     1     1
  2.0019853198352536E-01 a      1082     0    46     1     2
  6.9862299460011701E-01 a      1083     0    46     1     3
  4.1384182923754054E-01 a      1084     0    46     1     4
  5.3667065554454685E-01 a      1085     0    46     1     5
  1.2848609655334460E+00 a      1086     0    46     1     6
  1.1995414829282451E-02 a      1087     0    46     1     7
  3.5490785850124829E-01 a      1088     0    46     1     8
 -1.1721246443028688E-01 a      1089     0    46     1     9
 -1.1810492045920919E-01 a      1090     0    46     1    10
  1.7762999082613032E-01 a      1091     0    46     1    11
  9.5127999500723814E-01 a      1092     0    46     1    12
  1.6547762801325543E+00 a      1093     0    46     1    13
  1.5629011623106785E+00 a      1094     0    46     1    14
  2.0404791271175279E-01 a      1095     0    46     1    15
  7.9081117291167491E-01 a      1096     0    46     1    16
  1.2996933585704324E+00 a      1097     0    46     1    17
  1.9767571776565326E-01 a      1098     0    46     1    18
  3.9954415191565190E-01 a      1099     0    46     1    19
  5.0610135268781697E-01 a      1100     0    46     1    20
 -4.8356218090087461E-01 a      1101     0    46     1    21
 -3.2100974817558192E-01 a      1102     0    46     1    22
  9.1050595278722932E-02 a      1103     0    46     1    23
  3.8039649212489940E-01 a      1104     0    46     1    24
 -2.5346335744236831E-01 a      1105     0    47     1     1
  1.5207395570519266E-01 a      1106     0    47     1     2
  3.1674817855573983E-01 a      1107     0    47     1     3
  4.7056320494376714E-03 a      1108     0    47     1     4
 -1.8417613944096306E-01 a      1109     0    47     1     5
  4.9161869032792782E-01 a      1110     0    47     1     6
 -1.8047534060528260E-02 a      1111     0    47     1     7
 -1.0956645741834585E-01 a      1112     0    47     1     8
 -6.2526359399279063E-01 a      1113     0    47     1     9
 -4.6649453672696253E-02 a      1114     0    47     1    10
 -4.4461804548327266E-02 a      1115     0    47     1    11
 -5.2517084917661827E-01 a      1116     0    47     1    12
 -2.5504287768796391E-01 a      1117     0    47     1    13
  3.6333718571006279E-01 a      1118     0    47     1    14
 -2.5168867644777260E-01 a      1119     0    47     1    15
  3.6794777441601328E-01 a      1120     0    47     1    16
 -3.0282200894589056E-01 a      1121     0    47     1    17
  7.6349946194753174E-02 a      1122     0    47     1    18
 -3.2070869234772154E-01 a      1123     0    47     1    19
  1.1784007547602454E-01 a      1124     0    47     1    20
  2.2802262020775646E-01 a      1125     0    47     1    21
 -9.1819233652998419E-02 a      1126     0    47     1    22
  8.0027306158846984E-02 a      1127     0    47     1    23
 -4.3392788192200042E-02 a      1128     0    47     1    24
  1.1347756939702279E-01 a      1129     0    48     1     1
 -2.5815467420232052E-01 a      1130     0    48     1     2
 -8.4386430904700230E-02 a      1131     0    48     1     3
 -1.5639907454266119E-01 a      1132     0    48     1     4
  7.9349813218590574E-03 a      1133     0    48     1     5
 -5.3065831078564600E-02 a      1134     0    48     1     6
 -1.6558156525136780E-01 a      1135     0    48     1     7
  2.1886081933097214E-03 a      1136     0    48     1     8
 -1.0490904064543072E-01 a      1137     0    48     1     9
 -1.3680223559905000E-01 a      1138     0    48     1    10
  1.7477671454969401E-01 a      1139     0    48     1    11
 -8.0112470007646958E-02 a      1140     0    48     1    12
  4.4476571678995264E-01 a      1141     0    48     1    13
 -5.1806044292277163E-02 a      1142     0    48     1    14
  1.7935803705246453E-01 a      1143     0    48     1    15
 -2.1313733010938721E-01 a      1144     0    48     1    16
 -4.3638700600357606E-02 a      1145     0    48     1    17
 -1.8027769648925848E-01 a      1146     0    48     1    18
 -6.3465553013891243E-02 a      1147     0    48     1    19
  1.5166727831944615E-02 a      1148     0    48     1    20
  8.3813803736133036E-02 a      1149     0    48     1    21
  2.2874343480020065E-01 a      1150     0    48     1    22
 -4.8182129792303782E-02 a      1151     0    48     1    23
 -4.3688891418830651E-03 a      1152     0    48     1    24
  6.2085270888727995E-01 a      1153     0    49     1     1
 -3.4645351299976207E-01 a      1154     0    49     1     2
  3.4908191515874637E-01 a      1155     0    49     1     3
 -8.8573370756095990E-02 a      1156     0    49     1     4
 -6.3350474887268049E-01 a      1157     0    49     1     5
  5.5430604520996540E-01 a      1158     0    49     1     6
 -1.0904816108795085E-01 a      1159     0    49     1     7
 -1.2431307388786075E-02 a      1160     0    49     1     8
  8.7804036918983239E-02 a      1161     0    49     1     9
  4.1982214527286055E-01 a      1162     0    49     1    10
  1.6751813279378264E-01 a      1163     0    49     1    11
 -1.6892877159675601E-01 a      1164     0    49     1    12
  1.4639468431732144E-01 a      1165     0    49     1    13
 -4.5377154965808203E-01 a      1166     0    49     1    14
  7.4369456463382255E-01 a      1167     0    49     1    15
  1.3706708497029171E-01 a      1168     0    49     1    16
  2.1131168175719253E-01 a      1169     0    49     1    17
  1.8452878856550642E-01 a      1170     0    49     1    18
  3.2827822127689632E-01 a      1171     0    49     1    19
 -1.2608523360363808E-02 a      1172     0    49     1    20
  3.9059866310965874E-01 a      1173     0    49     1    21
  1.5169794561816938E-01 a      1174     0    49     1    22
  9.2747461383692914E-02 a      1175     0    49     1    23
 -3.9987476376499015E-01 a      1176     0    49     1    24
 -6.0660396083996126E-01 a      1177     0    50     1     1
 -1.1073000148315844E+00 a      1178     0    50     1     2
  1.6264109604554414E-01 a      1179     0    50     1     3
  8.2955157298768822E-01 a      1180     0    50     1     4
 -4.0303318915133751E-01 a      1181     0    50     1     5
  4.0579996213754882E-01 a      1182     0    50     1     6
 -1.9047202543705369E-01 a      1183     0    50     1     7
 -4.2808921480824741E-02 a      1184     0    50     1     8
  3.4768794350901544E-01 a      1185     0    50     1     9
 -3.2535927692638894E-01 a      1186     0    50     1    10
 -3.2868239562374546E-01 a      1187     0    50     1    11
 -3.0822829714110034E-01 a      1188     0    50     1    12
  4.4907731661106159E-01 a      1189     0    50     1    13
 -2.9805741968951233E-01 a      1190     0    50     1    14
 -1.6821721800064637E-01 a      1191     0    50     1    15
  9.1896280890694293E-01 a      1192     0    50     1    16
 -2.8585565992857870E-01 a      1193     0    50     1    17
 -8.3401538591244340E-01 a      1194     0    50     1    18
  8.0272482200739265E-02 a      1195     0    50     1    19
  4.9437941265437470E-02 a      1196     0    50     1    20
 -3.3769701880348446E-01 a      1197     0    50     1    21
  1.0545255349697470E-01 a      1198     0    50     1    22
  4.5710627186780411E-01 a      1199     0    50     1    23
 -4.3795035781940655E-01 a      1200     0    50     1    24
  6.5227841764192371E-02 a      1201     0    51     1     1
  7.3996507700002945E-01 a      1202     0    51     1     2
 -1.2007742526157688E+00 a      1203     0    51     1     3
  2.6479170700870536E-01 a      1204     0    51     1     4
 -3.3305226125354742E-01 a      1205     0    51     1     5
 -9.5274306892322114E-01 a      1206     0    51     1     6
  1.2163690519848638E-01 a      1207     0    51     1     7
 -1.8659539871014447E-02 a      1208     0    51     1     8
  2.2714794935171284E-01 a      1209     0    51     1     9
  7.5256001342505763E-01 a      1210     0    51     1    10
  3.0466568797286525E-01 a      1211     0    51     1    11
  3.2389054773371867E-01 a      1212     0    51     1    12
 -1.8861828008142770E-01 a      1213     0    51     1    13
 -7.3553545977971102E-01 a      1214     0    51     1    14
  8.8064092591022425E-01 a      1215     0    51     1    15
 -7.0891174315584748E-01 a      1216     0    51     1    16
 -3.7561951078631362E-01 a      1217     0    51     1    17
  4.0943412898414445E-02 a      1218     0    51     1    18
 -3.5841354812905257E-01 a      1219     0    51     1    19
  2.0792225894616996E-02 a      1220     0    51     1    20
  5.8239238991391962E-01 a      1221     0    51     1    21
  9.3591518109689820E-01 a      1222     0    51     1    22
 -2.7029746697767743E-01 a      1223     0    51     1    23
  5.2283968192218133E-01 a      1224     0    51     1    24
 -8.8396487057187678E-01 a      1225     0    52     1     1
 -6.3117455441327619E-01 a      1226     0    52     1     2
 -1.5425606552930643E-01 a      1227     0    52     1     3
 -5.1230738826597666E-01 a      1228     0    52     1     4
 -1.3170065758394458E+00 a      1229     0    52     1     5
  9.3478506893052649E-01 a      1230     0    52     1     6
  8.1072484393441824E-01 a      1231     0    52     1     7
  1.5719617251507273E-01 a      1232     0    52     1     8
  6.5377306749959785E-01 a      1233     0    52     1     9
 -8.5067120721188397E-02 a      1234     0    52     1    10
 -8.2488514471767171E-01 a      1235     0    52     1    11
 -1.1171604485190101E-01 a      1236     0    52     1    12
 -1.3940945241349945E+00 a      1237     0    52     1    13
 -9.8208609487646747E-01 a      1238     0    52     1    14
 -3.8411928691554681E-01 a      1239     0    52     1    15
  1.6628330379754244E+00 a      1240     0    52     1    16
  1.0733475575927862E+00 a      1241     0    52     1    17
 -1.1420721415073716E+00 a      1242     0    52     1    18
 -3.4514769455848832E-01 a      1243     0    52     1    19
 -4.5183380210589302E-01 a      1244     0    52     1    20
  2.5034399331432416E-01 a      1245     0    52     1    21
  5.6337500261185580E-01 a      1246     0    52     1    22
  1.4704723377720312E+00 a      1247     0    52     1    23
 -7.3967808538640589E-01 a      1248     0    52     1    24
  6.2123933659898722E-01 a      1249     0    53     1     1
 -1.0661154541559145E-01 a      1250     0    53     1     2
  3.0825347457239832E-01 a      1251     0    53     1     3
 -4.1673175797462919E-01 a      1252     0    53     1     4
  1.0331256698150360E-01 a      1253     0    53     1     5
 -1.1073345221310962E+00 a      1254     0    53     1     6
 -9.5904114479391855E-01 a      1255     0    53     1     7
  5.9383566822306499E-01 a      1256     0    53     1     8
 -5.4281190692680636E-01 a      1257     0    53     1     9
  1.0472225793596383E-01 a      1258     0    53     1    10
  4.7061972674572933E-01 a      1259     0    53     1    11
  1.5512388741179281E-01 a      1260     0    53     1    12
  3.6468356137419250E-01 a      1261     0    53     1    13
  1.3995086734980206E-01 a      1262     0    53     1    14
  7.3406729520753922E-01 a      1263     0    53     1    15
  8.1455113259534162E-01 a      1264     0    53     1    16
  7.6471481484728543E-01 a      1265     0    53     1    17
 -1.1398062355230258E+00 a      1266     0    53     1    18
 -5.2951758162985596E-01 a      1267     0    53     1    19
 -1.7711931596466363E-01 a      1268     0    53     1    20
  1.8010893143357878E+00 a      1269     0    53     1    21
 -1.6091171350492683E-01 a      1270     0    53     1    22
  5.8545603507536681E-01 a      1271     0    53     1    23
  3.8264056847868176E-02 a      1272     0    53     1    24
 -2.7688470779367674E-01 a      1273     0    54     1     1
 -2.9323371878314064E-01 a      1274     0    54     1     2
  8.5040151744976489E-01 a      1275     0    54     1     3
  2.6529111593744986E-01 a      1276     0    54     1     4
  4.8031674864125906E-01 a      1277     0    54     1     5
  3.7542002305028510E-01 a      1278     0    54     1     6
 -1.5516594533831365E-01 a      1279     0    54     1     7
  9.7468597916013731E-03 a      1280     0    54     1     8
  2.6528980520866680E-01 a      1281     0    54     1     9
  1.4266749342275367E-01 a      1282     0    54     1    10
  1.0754775042755017E-01 a      1283     0    54     1    11
  3.5255611675989540E-01 a      1284     0    54     1    12
  2.0629162430864073E-01 a      1285     0    54     1    13
 -2.6259116784689292E-02 a      1286     0    54     1    14
 -7.1220772080134484E-02 a      1287     0    54     1    15
  3.7814155686823658E-01 a      1288     0    54     1    16
 -3.6386307814851276E-01 a      1289     0    54     1    17
 -1.2859777278711298E-02 a      1290     0    54     1    18
 -6.3876444704659818E-01 a      1291     0    54     1    19
  1.3711153703599577E-01 a      1292     0    54     1    20
 -4.1692385588167742E-02 a      1293     0    54     1    21
 -1.1778749110299769E-01 a      1294     0    54     1    22
 -2.1799571194838835E-01 a      1295     0    54     1    23
  1.6238107823226808E-01 a      1296     0    54     1    24
 -5.4942207077634253E-01 a      1297     0    55     1     1
  1.8064470693792190E-01 a      1298     0    55     1     2
  2.7253153804263680E-01 a      1299     0    55     1     3
  2.8013827382243833E-01 a      1300     0    55     1     4
  6.7298548091359223E-01 a      1301     0    55     1     5
  7.7519637189788715E-01 a      1302     0    55     1     6
  9.9181769628343019E-01 a      1303     0    55     1     7
  1.1828802371063072E+00 a      1304     0    55     1     8
 -4.1272327411197768E-01 a      1305     0    55     1     9
 -4.2929288904850443E-01 a      1306     0    55     1    10
 -8.7358705329938036E-01 a      1307     0    55     1    11
 -4.3525637149463658E-01 a      1308     0    55     1    12
  7.7797706522397236E-01 a      1309     0    55     1    13
 -4.7798808586906583E-01 a      1310     0    55     1    14
 -7.4873123489793370E-01 a      1311     0    55     1    15
 -7.2705750174266370E-01 a      1312     0    55     1    16
 -1.1486439914049549E+00 a      1313     0    55     1    17
 -2.7190592561460114E-01 a      1314     0    55     1    18
 -4.4049168267227262E-01 a      1315     0    55     1    19
  2.2844643578813686E-01 a      1316     0    55     1    20
 -1.3065511538769589E-01 a      1317     0    55     1    21
 -7.0050196018735489E-01 a      1318     0    55     1    22
 -4.5845925014113509E-01 a      1319     0    55     1    23
 -4.3981870558106867E-01 a      1320     0    55     1    24
 -3.5583570515210966E-02 a      1321     0    56     1     1
  3.1859192193040314E-02 a      1322     0    56     1     2
  5.5984426802052167E-01 a      1323     0    56     1     3
 -9.1194663900580519E-01 a      1324     0    56     1     4
 -3.8862457868222494E-01 a      1325     0    56     1     5
 -1.3996217482098776E+00 a      1326     0    56     1     6
 -5.7944562424439394E-01 a      1327     0    56     1     7
 -3.2978286551526720E-01 a      1328     0    56     1     8
 -2.3332610486478653E-02 a      1329     0    56     1     9
 -1.9918023938497026E-01 a      1330     0    56     1    10
 -3.6720357786161417E-01 a      1331     0    56     1    11
  1.1325307045869439E+00 a      1332     0    56     1    12
 -1.8379619780462908E+00 a      1333     0    56     1    13
  2.4265641483262471E-01 a      1334     0    56     1    14
 -6.2927918075318301E-01 a      1335     0    56     1    15
 -5.0954037876177340E-02 a      1336     0    56     1    16
 -1.1998609555105166E+00 a      1337     0    56     1    17
  3.3720228954038967E-01 a      1338     0    56     1    18
 -4.1974017133077113E-01 a      1339     0    56     1    19
 -9.8523184816392440E-01 a      1340     0    56     1    20
 -7.9598576579740371E-02 a      1341     0    56     1    21
  2.6689707375696675E-01 a      1342     0    56     1    22
 -7.5460591309097447E-01 a      1343     0    56     1    23
 -6.4193053319946147E-01 a      1344     0    56     1    24
  7.6749571383478077E-01 a      1345     0    57     1     1
  4.5840995370439730E-01 a      1346     0    57     1     2
  4.7140621489840118E-01 a      1347     0    57     1     3
  1.2173364348680427E-01 a      1348     0    57     1     4
  1.1094887723369438E+00 a      1349     0    57     1     5
  4.4013747777451033E-02 a      1350     0    57     1     6
 -2.0611589816992076E-01 a      1351     0    57     1     7
 -3.3848716359449776E-01 a      1352     0    57     1     8
  9.3749253805438928E-02 a      1353     0    57     1     9
  2.3776237187212282E-01 a      1354     0    57     1    10
  6.5246304780967523E-01 a      1355     0    57     1    11
 -5.7581405349548065E-01 a      1356     0    57     1    12
  1.1501232299687363E+00 a      1357     0    57     1    13
  1.0789898196555225E-01 a      1358     0    57     1    14
  2.4655531369413108E-01 a      1359     0    57     1    15
 -1.0928742750485250E+00 a      1360     0    57     1    16
 -5.0945744114141600E-01 a      1361     0    57     1    17
  1.0001707004544185E+00 a      1362     0    57     1    18
  1.9919909482896261E-01 a      1363     0    57     1    19
 -4.0958685377458726E-01 a      1364     0    57     1    20
 -3.8151421946803427E-01 a      1365     0    57     1    21
 -9.3892324558575968E-01 a      1366     0    57     1    22
 -4.8166209894925666E-01 a      1367     0    57     1    23
  1.1580949573254784E+00 a      1368     0    57     1    24
 -2.4637623018706520E-01 a      1369     0    58     1     1
  1.8540242790168294E-02 a      1370     0    58     1     2
  3.3489730713893939E-01 a      1371     0    58     1     3
 -2.1185925421444962E-01 a      1372     0    58     1     4
  9.1486544323211141E-02 a      1373     0    58     1     5
  1.8633681185997029E+00 a      1374     0    58     1     6
 -1.7276285995613641E-01 a      1375     0    58     1     7
 -4.8847087801374217E-01 a      1376     0    58     1     8
 -4.4107908043324440E-01 a      1377     0    58     1     9
  1.1504823871802821E+00 a      1378     0    58     1    10
  6.6885937724420100E-02 a      1379     0    58     1    11
 -1.0111254408040174E-01 a      1380     0    58     1    12
 -9.7692114514460027E-01 a      1381     0    58     1    13
 -8.0969456716905164E-01 a      1382     0    58     1    14
 -6.8959649593898609E-01 a      1383     0    58     1    15
 -3.6686275225622712E-02 a      1384     0    58     1    16
 -2.5866904629727316E-01 a      1385     0    58     1    17
  1.2180732908325393E+00 a      1386     0    58     1    18
  2.7452522451526834E-01 a      1387     0    58     1    19
  3.9008544166149411E-01 a      1388     0    58     1    20
 -3.2596782693643367E-01 a      1389     0    58     1    21
  1.2121398240068515E+00 a      1390     0    58     1    22
 -1.3196947058953556E+00 a      1391     0    58     1    23
  1.2687903778651310E+00 a      1392     0    58     1    24
 -1.5284275906024143E+00 a      1393     0    59     1     1
  5.6359688203981073E-01 a      1394     0    59     1     2
 -6.5761590364465294E-01 a      1395     0    59     1     3
  1.4396251868228083E+00 a      1396     0    59     1     4
  7.3188811806128551E-01 a      1397     0    59     1     5
  7.2296687037868301E-01 a      1398     0    59     1     6
  1.1545435797828696E+00 a      1399     0    59     1     7
  5.4061431506224888E-01 a      1400     0    59     1     8
 -3.3212058081080420E-01 a      1401     0    59     1     9
 -6.9532411257544802E-01 a      1402     0    59     1    10
  7.8130203032458573E-02 a      1403     0    59     1    11
  1.7645753981142911E+00 a      1404     0    59     1    12
  2.7868701283977573E+00 a      1405     0    59     1    13
 -1.6324843963184444E-02 a      1406     0    59     1    14
  8.7345382733700003E-02 a      1407     0    59     1    15
  6.3592760379399382E-01 a      1408     0    59     1    16
  1.1195336456076470E+00 a      1409     0    59     1    17
 -5.8684166667794573E-02 a      1410     0    59     1    18
  2.5000469654066442E+00 a      1411     0    59     1    19
  1.2476827274037441E+00 a      1412     0    59     1    20
  2.3069067963134340E-01 a      1413     0    59     1    21
 -9.6022881101378160E-02 a      1414     0    59     1    22
  1.3491205914152580E+00 a      1415     0    59     1    23
  3.3055490053609787E-01 a      1416     0    59     1    24
 -4.2896296522568031E-02 a      1417     0    60     1     1
  1.0749079178146212E+00 a      1418     0    60     1     2
 -5.3946432027864255E-01 a      1419     0    60     1     3
  1.0591364836559372E-01 a      1420     0    60     1     4
 -3.2349845033185720E-01 a      1421     0    60     1     5
 -6.8880315754685706E-01 a      1422     0    60     1     6
 -8.0959988812904649E-01 a      1423     0    60     1     7
 -1.5101842896782786E-01 a      1424     0    60     1     8
 -5.4963264434029313E-01 a      1425     0    60     1     9
  8.6235482537769165E-02 a      1426     0    60     1    10
 -4.8249768940984283E-01 a      1427     0    60     1    11
 -9.7430171274039190E-01 a      1428     0    60     1    12
 -1.0574695418127854E-01 a      1429     0    60     1    13
 -3.5603188436564132E-01 a      1430     0    60     1    14
 -8.6479169378980356E-02 a      1431     0    60     1    15
  2.8722302585523418E-01 a      1432     0    60     1    16
  3.3932782724807314E-01 a      1433     0    60     1    17
 -7.7839350417148279E-01 a      1434     0    60     1    18
  1.7750248014906345E-01 a      1435     0    60     1    19
  2.5236554924351701E-01 a      1436     0    60     1    20
