################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.6091207463454440E-02 a      1883     0    79     1    11
  1.5044870874776834E-02 a      1884     0    79     1    12
 -1.8106281448086726E-02 a      1885     0    79     1    13
 -1.3006717386120659E-02 a      1886     0    79     1    14
  1.5881546972280610E-02 a      1887     0    79     1    15
  3.9955828288903206E-02 a      1888     0    79     1    16
  2.2376097101357023E-01 a      1889     0    79     1    17
  2.2360169111748561E-02 a      1890     0    79     1    18
 -1.3834117868518378E-01 a      1891     0    79     1    19
  1.7149668092734477E-01 a      1892     0    79     1    20
 -1.4624376740880812E-01 a      1893     0    79     1    21
  6.4696358174417906E-02 a      1894     0    79     1    22
 -1.6327763390766509E-01 a      1895     0    79     1    23
  1.7800647484924084E-01 a      1896     0    79     1    24
  2.0554533572530281E-01 a      1897     0    80     1     1
 -1.4386447261911701E-02 a      1898     0    80     1     2
  5.3636012779351254E-02 a      1899     0    80     1     3
  1.6183624674261474E-01 a      1900     0    80     1     4
  6.6535354873442379E-02 a      1901     0    80     1     5
  1.6523439332617410E-02 a      1902     0    80     1     6
 -3.0608126792793903E-02 a      1903     0    80     1     7
  1.1400668311030787E-02 a      1904     0    80     1     8
 -3.2926553573572664E-01 a      1905     0    80     1     9
 -7.4526546559201545E-02 a      1906     0    80     1    10
  3.7608538980332624E-02 a      1907     0    80     1    11
  6.4484478318018984E-02 a      1908     0    80     1    12
  2.1781186760028720E-01 a      1909     0    80     1    13
 -1.4392983364362882E-01 a      1910     0    80     1    14
 -7.8842483543940953E-02 a      1911     0    80     1    15
  1.6738151323098396E-01 a      1912     0    80     1    16
 -2.0728556995221969E-02 a      1913     0    80     1    17
  8.1528432603257373E-02 a      1914     0    80     1    18
 -8.5790842582948390E-02 a      1915     0    80     1    19
  1.5495104659052109E-01 a      1916     0    80     1    20
 -1.3255687128050267E-01 a      1917     0    80     1    21
 -8.0208726343513975E-02 a      1918     0    80     1    22
 -2.9257345449547015E-02 a      1919     0    80     1    23
  5.7333123900736187E-02 a      1920     0    80     1    24
  1.1040172315743144E-01 a      1921     0    81     1     1
 -7.5926703097367848E-02 a      1922     0    81     1     2
  1.5643791673361812E-01 a      1923     0    81     1     3
  2.1948351967531206E-02 a      1924     0    81     1     4
 -2.1017711195119612E-01 a      1925     0    81     1     5
 -1.6347737278081392E-01 a      1926     0    81     1     6
  2.9174531346948596E-01 a      1927     0    81     1     7
 -1.3199337074282264E-01 a      1928     0    81     1     8
 -7.4607951899791872E-02 a      1929     0    81     1     9
 -1.1181849237177864E-01 a      1930     0    81     1    10
 -2.3887372952948016E-01 a      1931     0    81     1    11
  6.3474005086467999E-02 a      1932     0    81     1    12
 -6.8090139972946662E-02 a      1933     0    81     1    13
 -2.5275971924373763E-01 a      1934     0    81     1    14
 -1.9137961282284094E-01 a      1935     0    81     1    15
  1.9187499350525353E-01 a      1936     0    81     1    16
  1.7994664519459930E-02 a      1937     0    81     1    17
  8.7371366767355477E-02 a      1938     0    81     1    18
  3.4736278459330250E-02 a      1939     0    81     1    19
 -2.3376808476895317E-01 a      1940     0    81     1    20
 -6.7756399983955926E-02 a      1941     0    81     1    21
 -2.9737540439075844E-01 a      1942     0    81     1    22
  1.4680388041664768E-02 a      1943     0    81     1    23
  1.7375504908774686E-01 a      1944     0    81     1    24
 -1.0204464488925950E-01 a      1945     0    82     1     1
  4.4433761463906303E-03 a      1946     0    82     1     2
 -8.3848342470978068E-02 a      1947     0    82     1     3
  5.5906461229882692E-03 a      1948     0    82     1     4
  2.8513716038072574E-02 a      1949     0    82     1     5
 -1.7825273838187591E-02 a      1950     0    82     1     6
 -2.8151848690117318E-02 a      1951     0    82     1     7
 -1.3284272100519801E-01 a      1952     0    82     1     8
  1.0336952108322255E-01 a      1953     0    82     1     9
  2.1806054142280673E-01 a      1954     0    82     1    10
  4.7164420243925601E-02 a      1955     0    82     1    11
  1.3653781033972787E-01 a      1956     0    82     1    12
  1.6624802264130649E-02 a      1957     0    82     1    13
  2.5945341385121560E-02 a      1958     0    82     1    14
 -2.7549012299361181E-01 a      1959     0    82     1    15
  6.8226598147584847E-02 a      1960     0    82     1    16
 -2.7314331399202467E-02 a      1961     0    82     1    17
  1.1429817051127225E-01 a      1962     0    82     1    18
  9.2198709149284193E-03 a      1963     0    82     1    19
  2.0771939731596859E-02 a      1964     0    82     1    20
  9.1361006040671808E-02 a      1965     0    82     1    21
  1.2916450974438712E-01 a      1966     0    82     1    22
  1.0429762597436439E-01 a      1967     0    82     1    23
  3.1730304905494538E-03 a      1968     0    82     1    24
  5.6977644310263871E-02 a      1969     0    83     1     1
 -1.4488395028967488E-01 a      1970     0    83     1     2
  1.9806064271557450E-03 a      1971     0    83     1     3
 -3.4275583137758480E-03 a      1972     0    83     1     4
 -5.7543391718185295E-02 a      1973     0    83     1     5
  1.3791873069899044E-01 a      1974     0    83     1     6
  7.9177750985452044E-02 a      1975     0    83     1     7
 -2.7127935158977823E-01 a      1976     0    83     1     8
 -7.7066551864326788E-02 a      1977     0    83     1     9
 -1.5836286499649760E-01 a      1978     0    83     1    10
 -1.3463589614789279E-01 a      1979     0    83     1    11
 -6.2455893237772639E-03 a      1980     0    83     1    12
 -1.9354667861794114E-01 a      1981     0    83     1    13
 -4.7698515528806371E-02 a      1982     0    83     1    14
  2.6616425888132844E-02 a      1983     0    83     1    15
  2.9291739480950648E-02 a      1984     0    83     1    16
 -4.8609134031501959E-02 a      1985     0    83     1    17
 -2.1612323174328710E-01 a      1986     0    83     1    18
 -1.2765300453900169E-01 a      1987     0    83     1    19
 -4.9869217619376426E-02 a      1988     0    83     1    20
 -6.4446399110837660E-02 a      1989     0    83     1    21
  2.4688391998031098E-03 a      1990     0    83     1    22
  1.1067280859794151E-01 a      1991     0    83     1    23
 -5.3579499626543375E-02 a      1992     0    83     1    24
 -4.4278501482949990E-02 a      1993     0    84     1     1
  7.2769772531840485E-02 a      1994     0    84     1     2
  1.5864379399360817E-01 a      1995     0    84     1     3
  5.4931052093547421E-02 a      1996     0    84     1     4
  6.9220847545099579E-02 a      1997     0    84     1     5
 -9.1624257707433293E-02 a      1998     0    84     1     6
  2.5763705042771295E-01 a      1999     0    84     1     7
 -2.0581458006379760E-01 a      2000     0    84     1     8
 -1.6842601545080452E-02 a      2001     0    84     1     9
  4.8917647101565181E-02 a      2002     0    84     1    10
  1.4454884785004476E-01 a      2003     0    84     1    11
  1.3482774053346078E-01 a      2004     0    84     1    12
  1.2718062967450625E-01 a      2005     0    84     1    13
  6.8032286393207866E-02 a      2006     0    84     1    14
 -6.7127018364537772E-02 a      2007     0    84     1    15
  1.7860971938341974E-01 a      2008     0    84     1    16
  2.9664539247808944E-02 a      2009     0    84     1    17
 -5.9910828590789361E-02 a      2010     0    84     1    18
 -9.9590494336479152E-02 a      2011     0    84     1    19
 -2.3462447743222567E-01 a      2012     0    84     1    20
  9.1170919446406470E-02 a      2013     0    84     1    21
 -8.3091079858710407E-02 a      2014     0    84     1    22
  1.1712245612156091E-01 a      2015     0    84     1    23
 -3.0952360273209428E-01 a      2016     0    84     1    24
 -1.2122508256801205E-01 a      2017     0    85     1     1
 -4.9230226303081746E-03 a      2018     0    85     1     2
  4.4653273597421120E-02 a      2019     0    85     1     3
 -1.0748023439561657E-02 a      2020     0    85     1     4
  1.1184246775726575E-01 a      2021     0    85     1     5
  1.0294354505913182E-01 a      2022     0    85     1     6
  9.0651296438881424E-02 a      2023     0    85     1     7
  3.8032062586512975E-02 a      2024     0    85     1     8
 -6.4218269400359365E-02 a      2025     0    85     1     9
 -1.3718413442838567E-01 a      2026     0    85     1    10
  9.9536632912983980E-02 a      2027     0    85     1    11
  3.8963001232576039E-06 a      2028     0    85     1    12
 -7.0514781584175887E-02 a      2029     0    85     1    13
  2.0565717416660353E-01 a      2030     0    85     1    14
 -3.0485187210269166E-01 a      2031     0    85     1    15
  1.6542327676701288E-01 a      2032     0    85     1    16
 -7.3573780180422765E-02 a      2033     0    85     1    17
 -3.2179521590077635E-02 a      2034     0    85     1    18
 -7.1260936456303103E-02 a      2035     0    85     1    19
  1.8532775888221020E-01 a      2036     0    85     1    20
 -6.6952611092905095E-02 a      2037     0    85     1    21
  1.4081727866240384E-02 a      2038     0    85     1    22
  9.5573394661739211E-02 a      2039     0    85     1    23
 -4.5484040057541766E-02 a      2040     0    85     1    24
 -1.3773439498687087E-01 a      2041     0    86     1     1
  3.0687275798180005E-02 a      2042     0    86     1     2
  1.2316355889931237E-01 a      2043     0    86     1     3
  1.6170356475083611E-01 a      2044     0    86     1     4
 -5.4075343609096764E-02 a      2045     0    86     1     5
 -9.3208373977800768E-02 a      2046     0    86     1     6
  1.8500256257704722E-01 a      2047     0    86     1     7
 -9.7065958709596389E-02 a      2048     0    86     1     8
 -2.1343521362503970E-01 a      2049     0    86     1     9
 -9.2022004480085809E-02 a      2050     0    86     1    10
 -1.7834592809077721E-02 a      2051     0    86     1    11
 -3.5851000300426046E-02 a      2052     0    86     1    12
 -1.4044254217916340E-02 a      2053     0    86     1    13
 -1.2861979047855759E-01 a      2054     0    86     1    14
  2.5894996263164061E-01 a      2055     0    86     1    15
  8.0991506513085926E-02 a      2056     0    86     1    16
 -1.5826593303401953E-01 a      2057     0    86     1    17
  1.6640667452536226E-01 a      2058     0    86     1    18
  1.0192515905186861E-03 a      2059     0    86     1    19
 -2.0622227714825334E-01 a      2060     0    86     1    20
  1.1685513139373210E-01 a      2061     0    86     1    21
 -1.1669594538903071E-01 a      2062     0    86     1    22
 -9.6904357190353446E-04 a      2063     0    86     1    23
 -2.6121077031415674E-01 a      2064     0    86     1    24
 -5.3269635141018679E-02 a      2065     0    87     1     1
  1.4988901776438054E-01 a      2066     0    87     1     2
 -9.7089487512722075E-02 a      2067     0    87     1     3
  8.6910892366087580E-02 a      2068     0    87     1     4
 -1.6133801484158863E-01 a      2069     0    87     1     5
 -2.7001765553559759E-03 a      2070     0    87     1     6
  5.8121494235331091E-02 a      2071     0    87     1     7
 -1.2375918850579285E-02 a      2072     0    87     1     8
 -1.0005335700369174E-01 a      2073     0    87     1     9
  1.0482516460484501E-01 a      2074     0    87     1    10
  1.0803011872195299E-01 a      2075     0    87     1    11
 -2.8500225153332816E-02 a      2076     0    87     1    12
  2.3204258010330884E-02 a      2077     0    87     1    13
 -1.0383336836398360E-02 a      2078     0    87     1    14
 -1.2618548810786473E-01 a      2079     0    87     1    15
 -5.6897728871859295E-02 a      2080     0    87     1    16
 -5.8992091652817491E-02 a      2081     0    87     1    17
  2.9039615140451044E-02 a      2082     0    87     1    18
  4.3477653186023799E-02 a      2083     0    87     1    19
  2.4219988136888221E-01 a      2084     0    87     1    20
  1.3354791506305078E-01 a      2085     0    87     1    21
 -5.1913135680948810E-02 a      2086     0    87     1    22
 -1.2884120524873346E-01 a      2087     0    87     1    23
 -2.0281965915855690E-01 a      2088     0    87     1    24
 -1.1159088966374987E-01 a      2089     0    88     1     1
  7.4667475978260636E-02 a      2090     0    88     1     2
 -1.0470778604401775E-02 a      2091     0    88     1     3
  1.5751232252399019E-01 a      2092     0    88     1     4
 -1.2930990018153737E-01 a      2093     0    88     1     5
 -4.2625353553532398E-02 a      2094     0    88     1     6
  2.2147165754063683E-01 a      2095     0    88     1     7
  8.1157565940967374E-02 a      2096     0    88     1     8
 -6.7414568618051021E-02 a      2097     0    88     1     9
 -9.4856173926811324E-02 a      2098     0    88     1    10
 -6.3908017467859110E-02 a      2099     0    88     1    11
 -1.3565943622475618E-01 a      2100     0    88     1    12
 -2.0630757597524831E-02 a      2101     0    88     1    13
 -1.2200759622284783E-02 a      2102     0    88     1    14
 -4.1240960295965412E-02 a      2103     0    88     1    15
  8.7125735935725854E-02 a      2104     0    88     1    16
  1.5033687581975866E-01 a      2105     0    88     1    17
 -1.4255162293189164E-01 a      2106     0    88     1    18
  9.7494901765704745E-02 a      2107     0    88     1    19
  2.6012579087457621E-01 a      2108     0    88     1    20
 -4.6828283354205344E-02 a      2109     0    88     1    21
 -4.1371393795477506E-03 a      2110     0    88     1    22
 -1.8714293118651097E-03 a      2111     0    88     1    23
 -1.0275254631838752E-01 a      2112     0    88     1    24
 -1.0935883929920581E-03 a      2113     0    89     1     1
  1.3001162304792258E-01 a      2114     0    89     1     2
 -3.8210183008916834E-02 a      2115     0    89     1     3
 -2.0224396017110538E-01 a      2116     0    89     1     4
 -1.8354766086862209E-01 a      2117     0    89     1     5
  1.2046188402596221E-02 a      2118     0    89     1     6
  1.4347502240493565E-01 a      2119     0    89     1     7
 -1.1711163474182491E-01 a      2120     0    89     1     8
  8.3935597845464727E-02 a      2121     0    89     1     9
 -1.5438734845368071E-01 a      2122     0    89     1    10
  1.1325431353904238E-01 a      2123     0    89     1    11
  1.5534381180577731E-02 a      2124     0    89     1    12
  9.7172313595675047E-02 a      2125     0    89     1    13
 -1.2285460349145473E-01 a      2126     0    89     1    14
  8.0776999307151046E-03 a      2127     0    89     1    15
 -2.2852018274583365E-02 a      2128     0    89     1    16
 -7.9063178323654365E-02 a      2129     0    89     1    17
  8.6194217232143502E-02 a      2130     0    89     1    18
  4.6125877296762582E-02 a      2131     0    89     1    19
 -9.3234101985809642E-02 a      2132     0    89     1    20
  2.1555018786362679E-02 a      2133     0    89     1    21
 -3.1300002970232976E-01 a      2134     0    89     1    22
  1.3607904045108549E-01 a      2135     0    89     1    23
  1.2469069356391305E-01 a      2136     0    89     1    24
 -2.0271224111117955E-01 a      2137     0    90     1     1
  4.9153649857281691E-02 a      2138     0    90     1     2
  2.3524535616967540E-01 a      2139     0    90     1     3
 -1.0481416575023474E-01 a      2140     0    90     1     4
 -1.6246249719649375E-01 a      2141     0    90     1     5
 -1.9346072694637128E-02 a      2142     0    90     1     6
 -1.6897396071557880E-01 a      2143     0    90     1     7
  2.2503132089738095E-01 a      2144     0    90     1     8
  2.6079080417786317E-02 a      2145     0    90     1     9
 -1.2480077007673661E-02 a      2146     0    90     1    10
  2.2358574856853003E-01 a      2147     0    90     1    11
  1.4583341716054884E-01 a      2148     0    90     1    12
 -2.2080203403771631E-01 a      2149     0    90     1    13
 -7.8327060550260771E-02 a      2150     0    90     1    14
 -8.5712384811557504E-02 a      2151     0    90     1    15
 -5.7328439253184239E-02 a      2152     0    90     1    16
  5.8545795560512072E-02 a      2153     0    90     1    17
  1.4374853496940848E-02 a      2154     0    90     1    18
  1.5518610355000512E-01 a      2155     0    90     1    19
  5.9946141376326062E-02 a      2156     0    90     1    20
 -5.8767902497834860E-02 a      2157     0    90     1    21
  4.9434999001124545E-02 a      2158     0    90     1    22
  1.2255644658831361E-01 a      2159     0    90     1    23
  6.9313075044991374E-02 a      2160     0    90     1    24
 -3.2405066424612522E-02 a      2161     0    91     1     1
 -1.1691027058206704E-01 a      2162     0    91     1     2
 -1.3753623827092706E-01 a      2163     0    91     1     3
  3.7807818702239551E-02 a      2164     0    91     1     4
  1.5875150423702994E-01 a      2165     0    91     1     5
  8.8913525806720101E-02 a      2166     0    91     1     6
 -2.4845145814059864E-02 a      2167     0    91     1     7
  1.6592529160631041E-02 a      2168     0    91     1     8
  1.8521704501252179E-01 a      2169     0    91     1     9
 -8.9762088725672345E-02 a      2170     0    91     1    10
 -1.9611201442867071E-02 a      2171     0    91     1    11
  6.1448777777911967E-02 a      2172     0    91     1    12
 -6.2315821171730013E-02 a      2173     0    91     1    13
  1.0522257508957791E-01 a      2174     0    91     1    14
  1.4646099931017847E-01 a      2175     0    91     1    15
  9.1159749247317498E-02 a      2176     0    91     1    16
  5.5745859851047712E-03 a      2177     0    91     1    17
  1.0553380054916268E-01 a      2178     0    91     1    18
  1.0799033694053566E-01 a      2179     0    91     1    19
  2.4264509011060648E-01 a      2180     0    91     1    20
  1.5054918151195217E-02 a      2181     0    91     1    21
  2.2867047679096818E-02 a      2182     0    91     1    22
 -8.7378081128509200E-02 a      2183     0    91     1    23
 -2.3109071839126801E-02 a      2184     0    91     1    24
  1.5981040590250892E-01 a      2185     0    92     1     1
  3.3886150441589408E-02 a      2186     0    92     1     2
 -1.4019972056863278E-01 a      2187     0    92     1     3
 -1.2200763836105147E-01 a      2188     0    92     1     4
 -2.3784943541695955E-02 a      2189     0    92     1     5
  7.2184626459542878E-02 a      2190     0    92     1     6
 -3.5502571595908763E-02 a      2191     0    92     1     7
  8.8782583687197450E-02 a      2192     0    92     1     8
 -6.0763743570729181E-02 a      2193     0    92     1     9
  1.5698944786628391E-01 a      2194     0    92     1    10
  2.0320133329872883E-01 a      2195     0    92     1    11
 -2.0317038315655056E-01 a      2196     0    92     1    12
  4.2881369856669779E-02 a      2197     0    92     1    13
 -2.7627777508691640E-02 a      2198     0    92     1    14
 -5.2834177994572473E-03 a      2199     0    92     1    15
  1.1739648766625650E-01 a      2200     0    92     1    16
 -1.8795682486994425E-01 a      2201     0    92     1    17
 -5.1318475063970671E-02 a      2202     0    92     1    18
  1.1461676755505340E-01 a      2203     0    92     1    19
  7.9872295184170591E-02 a      2204     0    92     1    20
  1.1312201890346935E-01 a      2205     0    92     1    21
  2.7145097350842851E-01 a      2206     0    92     1    22
  3.2331483237060421E-02 a      2207     0    92     1    23
 -6.7044828474823653E-02 a      2208     0    92     1    24
 -9.4994048794770553E-02 a      2209     0    93     1     1
  9.9564373176513427E-02 a      2210     0    93     1     2
 -4.7872056533635347E-02 a      2211     0    93     1     3
  5.0045268666104252E-02 a      2212     0    93     1     4
  1.7756044888773210E-02 a      2213     0    93     1     5
 -8.4429778878560083E-02 a      2214     0    93     1     6
  7.9656289808474376E-02 a      2215     0    93     1     7
 -5.2543090396879780E-02 a      2216     0    93     1     8
 -1.1433438496949778E-01 a      2217     0    93     1     9
 -4.3150396661028149E-02 a      2218     0    93     1    10
 -1.2027323690164274E-01 a      2219     0    93     1    11
  1.0339701821605270E-01 a      2220     0    93     1    12
 -1.1211641815035643E-01 a      2221     0    93     1    13
 -7.3770985937477496E-02 a      2222     0    93     1    14
  1.6488830688671202E-01 a      2223     0    93     1    15
  8.7773731985027012E-02 a      2224     0    93     1    16
  1.5566651312787397E-01 a      2225     0    93     1    17
 -6.6048924052030289E-04 a      2226     0    93     1    18
  4.9477935101407008E-02 a      2227     0    93     1    19
 -1.1982716820220581E-01 a      2228     0    93     1    20
  2.7359671955965354E-02 a      2229     0    93     1    21
 -7.6436348721156963E-03 a      2230     0    93     1    22
  1.9990845286826039E-01 a      2231     0    93     1    23
  1.9675293729389814E-01 a      2232     0    93     1    24
  5.8383192276075545E-02 a      2233     0    94     1     1
 -2.0022470674923290E-01 a      2234     0    94     1     2
 -5.5696601246993487E-02 a      2235     0    94     1     3
  1.2818018090486866E-01 a      2236     0    94     1     4
  1.5025829055282859E-02 a      2237     0    94     1     5
  8.3518796847622395E-02 a      2238     0    94     1     6
  1.4234191478830754E-01 a      2239     0    94     1     7
 -9.8988753962905324E-02 a      2240     0    94     1     8
 -8.3846345004070053E-02 a      2241     0    94     1     9
  1.2186111706448122E-01 a      2242     0    94     1    10
  4.0268786216935956E-02 a      2243     0    94     1    11
  8.4926240236472078E-02 a      2244     0    94     1    12
 -1.3318077451186583E-01 a      2245     0    94     1    13
 -1.0983931248376352E-01 a      2246     0    94     1    14
  5.9079504302184845E-02 a      2247     0    94     1    15
  3.0296745958792021E-02 a      2248     0    94     1    16
 -2.0672925009172078E-02 a      2249     0    94     1    17
  2.2022822658003485E-01 a      2250     0    94     1    18
 -1.1605944471829353E-02 a      2251     0    94     1    19
  2.0163244022470325E-03 a      2252     0    94     1    20
  1.4453325839037753E-01 a      2253     0    94     1    21
  1.6565184626368798E-01 a      2254     0    94     1    22
 -1.8341278289692428E-01 a      2255     0    94     1    23
  3.0425927879013232E-02 a      2256     0    94     1    24
 -1.3275617177393037E-01 a      2257     0    95     1     1
  3.3239204608641389E-02 a      2258     0    95     1     2
 -3.5467311909157542E-02 a      2259     0    95     1     3
 -4.0988015881911921E-02 a      2260     0    95     1     4
 -1.1616580556917654E-02 a      2261     0    95     1     5
  5.4007118099692705E-02 a      2262     0    95     1     6
 -1.3052048374442491E-02 a      2263     0    95     1     7
 -2.5420114473419093E-02 a      2264     0    95     1     8
  1.1515329006741226E-01 a      2265     0    95     1     9
 -3.3811239205665644E-02 a      2266     0    95     1    10
  1.9898149440452972E-01 a      2267     0    95     1    11
 -4.6564274863932047E-03 a      2268     0    95     1    12
  1.1530663464413640E-01 a      2269     0    95     1    13
 -5.8671661631567791E-02 a      2270     0    95     1    14
 -5.7007749033260051E-02 a      2271     0    95     1    15
 -2.4834710061832455E-01 a      2272     0    95     1    16
  6.7366156984445327E-02 a      2273     0    95     1    17
 -1.7236480579814594E-02 a      2274     0    95     1    18
 -3.1100791358407164E-02 a      2275     0    95     1    19
 -1.2338780535816525E-01 a      2276     0    95     1    20
 -1.1119105801930255E-02 a      2277     0    95     1    21
  8.5794179091847778E-02 a      2278     0    95     1    22
 -1.2032710280101229E-01 a      2279     0    95     1    23
  7.7161416478248299E-02 a      2280     0    95     1    24
 -1.7163005004249718E-01 a      2281     0    96     1     1
  1.3045483903029428E-01 a      2282     0    96     1     2
 -4.1629749071987049E-02 a      2283     0    96     1     3
 -2.5342436932023097E-02 a      2284     0    96     1     4
 -1.9938614971593306E-02 a      2285     0    96     1     5
 -4.4443704482515403E-02 a      2286     0    96     1     6
 -1.1043570369222437E-01 a      2287     0    96     1     7
  5.8684179165852696E-02 a      2288     0    96     1     8
  1.1794849882343153E-01 a      2289     0    96     1     9
  1.8181085220457419E-01 a      2290     0    96     1    10
  1.7938362687710065E-02 a      2291     0    96     1    11
  7.9842231947457820E-02 a      2292     0    96     1    12
  1.7861445594896580E-02 a      2293     0    96     1    13
  2.3634610670561046E-01 a      2294     0    96     1    14
  5.4055303604656435E-02 a      2295     0    96     1    15
 -4.1095786805756804E-02 a      2296     0    96     1    16
 -5.0191214062545959E-02 a      2297     0    96     1    17
 -1.0934109842305216E-02 a      2298     0    96     1    18
 -5.8292686391602615E-02 a      2299     0    96     1    19
  1.0138820232073807E-01 a      2300     0    96     1    20
  2.0069737004655458E-01 a      2301     0    96     1    21
 -4.9917009451717634E-02 a      2302     0    96     1    22
 -1.4045996352711726E-01 a      2303     0    96     1    23
  8.5261556600663577E-02 a      2304     0    96     1    24
  1.0749636856821733E-01 a      2305     0    97     1     1
  7.7166597778760310E-02 a      2306     0    97     1     2
  3.2058867262584716E-02 a      2307     0    97     1     3
 -1.2004978301606259E-01 a      2308     0    97     1     4
  2.0813597357585248E-01 a      2309     0    97     1     5
  4.5835596132779072E-02 a      2310     0    97     1     6
  3.5641118946709044E-02 a      2311     0    97     1     7
  1.7352329453972107E-01 a      2312     0    97     1     8
  7.9738289170993640E-02 a      2313     0    97     1     9
  5.3219519478350526E-02 a      2314     0    97     1    10
  2.6965594594343939E-01 a      2315     0    97     1    11
 -1.1381076206471304E-01 a      2316     0    97     1    12
 -1.6669731380168112E-01 a      2317     0    97     1    13
  6.5332463458414633E-02 a      2318     0    97     1    14
  5.9927345603785355E-02 a      2319     0    97     1    15
  6.7680990656638365E-02 a      2320     0    97     1    16
  3.2288094650729272E-02 a      2321     0    97     1    17
  9.0724408290433156E-02 a      2322     0    97     1    18
  7.8861656696712329E-02 a      2323     0    97     1    19
 -1.1571858723190553E-01 a      2324     0    97     1    20
  2.3708331648858005E-02 a      2325     0    97     1    21
  1.9457322122519716E-01 a      2326     0    97     1    22
 -1.4458153037116375E-01 a      2327     0    97     1    23
  1.5289279317203650E-01 a      2328     0    97     1    24
 -5.4804534151812370E-02 a      2329     0    98     1     1
  3.1360483727145214E-03 a      2330     0    98     1     2
  2.7340293146258802E-02 a      2331     0    98     1     3
  1.4560066093747373E-01 a      2332     0    98     1     4
  1.6692353140150901E-01 a      2333     0    98     1     5
 -6.9734033469192852E-02 a      2334     0    98     1     6
 -6.8045066601984894E-02 a      2335     0    98     1     7
  1.2286004348717403E-01 a      2336     0    98     1     8
 -8.6112557494481795E-02 a      2337     0    98     1     9
  5.3177401971211975E-03 a      2338     0    98     1    10
 -2.3973968824080982E-02 a      2339     0    98     1    11
 -1.5760175440459898E-01 a      2340     0    98     1    12
  1.8461683661920858E-01 a      2341     0    98     1    13
  1.5326420991994442E-02 a      2342     0    98     1    14
  9.6558264352855708E-02 a      2343     0    98     1    15
 -1.5101198801183358E-01 a      2344     0    98     1    16
 -2.0001054911952722E-02 a      2345     0    98     1    17
  3.2737583585316525E-02 a      2346     0    98     1    18
 -1.6499928439187664E-01 a      2347     0    98     1    19
 -1.6549033122402015E-01 a      2348     0    98     1    20
 -1.1364502469162799E-01 a      2349     0    98     1    21
  1.2743219522839011E-01 a      2350     0    98     1    22
  2.7445024247720754E-03 a      2351     0    98     1    23
  7.9188578652087296E-02 a      2352     0    98     1    24
 -1.6962011148984860E-01 a      2353     0    99     1     1
  1.1980342628421634E-01 a      2354     0    99     1     2
 -1.7134037147270992E-01 a      2355     0    99     1     3
 -1.2797068016485416E-01 a      2356     0    99     1     4
 -1.3667324319473792E-03 a      2357     0    99     1     5
 -1.9762731186838932E-03 a      2358     0    99     1     6
  7.3726145892125713E-02 a      2359     0    99     1     7
  1.6569636723803585E-01 a      2360     0    99     1     8
  1.7172883549236580E-02 a      2361     0    99     1     9
  1.3438938575642500E-02 a      2362     0    99     1    10
  7.1100247495232763E-02 a      2363     0    99     1    11
 -2.4119646937044152E-02 a      2364     0    99     1    12
 -1.1223165331840779E-01 a      2365     0    99     1    13
  4.0679764939713349E-02 a      2366     0    99     1    14
  2.0270294648749315E-01 a      2367     0    99     1    15
  5.5294950961527208E-02 a      2368     0    99     1    16
  1.2408127685588692E-01 a      2369     0    99     1    17
 -1.4710634936412187E-01 a      2370     0    99     1    18
  1.1640317151463206E-01 a      2371     0    99     1    19
  5.3951419865918726E-02 a      2372     0    99     1    20
 -9.3263762125117711E-03 a      2373     0    99     1    21
 -6.3867891951485392E-03 a      2374     0    99     1    22
 -1.9156936282900987E-02 a      2375     0    99     1    23
  3.5223361398078107E-02 a      2376     0    99     1    24
  5.7831503184239692E-02 a      2377     0   100     1     1
 -4.3789959431902829E-02 a      2378     0   100     1     2
 -1.5232195373463353E-01 a      2379     0   100     1     3
  1.4890619989274290E-01 a      2380     0   100     1     4
 -1.8927306409617181E-01 a      2381     0   100     1     5
 -4.2100645459830270E-02 a      2382     0   100     1     6
 -1.0909964303731945E-01 a      2383     0   100     1     7
  1.2398336850637413E-01 a      2384     0   100     1     8
 -1.0367888138186698E-01 a      2385     0   100     1     9
 -2.9192849476756100E-01 a      2386     0   100     1    10
  6.7095394380701348E-02 a      2387     0   100     1    11
  6.0704722272544087E-02 a      2388     0   100     1    12
 -8.3548230481848645E-02 a      2389     0   100     1    13
  1.5348421904093243E-01 a      2390     0   100     1    14
 -1.9162473270963068E-01 a      2391     0   100     1    15
  1.4066511796051531E-01 a      2392     0   100     1    16
 -1.1020182132254684E-01 a      2393     0   100     1    17
 -1.9650636019884143E-01 a      2394     0   100     1    18
  8.6952509117283722E-02 a      2395     0   100     1    19
  1.9720644993763867E-01 a      2396     0   100     1    20
  2.2990088333464172E-02 a      2397     0   100     1    21
  2.7278901243338083E-01 a      2398     0   100     1    22
 -8.2393068994637431E-03 a      2399     0   100     1    23
  1.2102363336873437E-01 a      2400     0   100     1    24
  7.1078418296344759E-02 a      2401     0   101     1     1
